Catalogue number,Parent image ID,Mars Express/HRSC DTM (best resolution),HRSC DTM resolution (m/px),HiRISE available ?,HiRISE image,HiRISE anaglyph,HiRISE DTM,GLF Head lon. (deg. East),GLF Head lon. (+/- 180),GLF Head lat. ,GLF Terminus lon. (deg. East),GLF Terminus lon. (+/- 180),GLF Terminus lat.,Mid-channel true right lon. (deg. East),Mid-channel true right lon. (+/- 180),Mid-channel true right lat.,Mid-channel true left lon. (deg. East),Mid-channel true left lon. (+/- 180),Mid-channel true left lat.,Centre lon. (deg. East),Centre Lon (-180 to 180),Centre .Lat,GLF length (km),GLF width (km),GLF area (km sq.),GLF orientation (deg.),Buffer min. elevation (m),Buffer max. elevation (m),Buffer MEAN elevation (m),Buffer STD. DEV. of elevation,Elongation
1165,P12_005606_1421_XI_37S318W,none,none,yes_(nearby),ESP_020862_1430,,,42.0388,42.0388,-37.0952,41.9976,41.9976,-37.0637,42.0217,42.0217,-37.0747,42.0093,42.0093,-37.0918,42.018,42.0182,-37.083,2.69841,1.17091,3.15961,313.76887,-617,1103,6.2424,478.744,2.30453
1166,P13_006239_1315_XN_48S318W,H2287_0001_DA4,75,no,,,,41.9487,41.9487,-49.8294,42.0215,42.0215,-49.8347,41.9878,41.9878,-49.8469,41.9907,41.9907,-49.8176,41.985,41.9851,-49.832,2.80095,1.74019,4.87418,96.46733,-646,407,44.672,334.235,1.60957
1167,B03_010735_1413_XN_38S319W,none,none,no,,,,40.3997,40.3997,-37.8975,40.4053,40.4053,-37.9763,40.3972,40.3972,-37.9321,40.4133,40.4133,-37.9426,40.403,40.4025,-37.937,4.67792,0.9766,4.56846,176.79371,459,1816,1234.04,338.725,4.78999
1168,B03_010735_1413_XN_38S319W,none,none,no,,,,40.8545,40.8545,-38.0698,40.7351,40.7351,-38.075,40.7927,40.7927,-38.0593,40.7925,40.7925,-38.0689,40.795,40.7948,-38.064,5.57976,0.56908,3.17534,266.79671,405,2143,1017.9,453.762,9.80485
1169,B03_010735_1413_XN_38S319W,none,none,no,,,,40.8975,40.8975,-38.0891,40.8274,40.8274,-38.1275,40.8591,40.8591,-38.1084,40.8638,40.8638,-38.114,40.862,40.86245,-38.111,3.98353,0.39776,1.58449,235.13338,798,2157,1753.06,416.01,10.01488
1170,B03_010735_1413_XN_38S319W,none,none,no,,,,40.8833,40.8833,-38.145,40.8318,40.8318,-38.1526,40.8569,40.8569,-38.1453,40.8574,40.8574,-38.1546,40.858,40.85755,-38.150,2.44239,0.55172,1.34751,259.35592,439,1972,1374.25,451.051,4.4269
1171,P15_006872_1376_XN_42S322W,H2386_0000_DA4,75,no,,,,37.7654,37.7654,-43.6804,37.772,37.772,-43.6153,37.78,37.78,-43.648,37.7532,37.7532,-43.6419,37.769,37.7687,-43.645,3.86894,1.20499,4.66202,4.19798,545,1368,1061.47,196.397,3.21076
1172,P17_007518_1432_XN_36S322W,none,none,yes,"ESP_014058_1450, ESP_014335_1450",ESP_014335_1450_ESP_014058_1450_RED_ANAGLYPH,,37.0774,37.0774,-34.5264,37.0957,37.0957,-34.5596,37.0813,37.0813,-34.5464,37.0903,37.0903,-34.5435,37.087,37.08655,-34.545,2.16114,0.47181,1.01965,155.58581,-409,1038,100.079,338.96,4.58051
1173,P17_007518_1432_XN_36S322W,none,none,yes,"ESP_014058_1450, ESP_014335_1450",ESP_014335_1450_ESP_014058_1450_RED_ANAGLYPH,,37.0825,37.0825,-34.4763,37.0859,37.0859,-34.4971,37.082,37.082,-34.4871,37.0869,37.0869,-34.4883,37.084,37.0842,-34.488,1.24398,0.24973,0.31066,172.32746,413,1754,1208.14,411.575,4.98134
1174,P17_007518_1432_XN_36S322W,none,none,yes,"ESP_014058_1450, ESP_014335_1450",ESP_014335_1450_ESP_014058_1450_RED_ANAGLYPH,,37.1018,37.1018,-34.4788,37.1238,37.1238,-34.5486,37.1047,37.1047,-34.5186,37.1138,37.1138,-34.5149,37.113,37.1128,-34.517,4.27439,0.49558,2.11832,165.44755,59,1707,1032.95,434.726,8.62497
1175,P17_007518_1432_XN_36S322W,none,none,yes,"ESP_014058_1450, ESP_014335_1450",ESP_014335_1450_ESP_014058_1450_RED_ANAGLYPH,,37.1562,37.1562,-34.4383,37.1633,37.1633,-34.5205,37.1704,37.1704,-34.4766,37.1821,37.1821,-34.4754,37.160,37.15975,-34.476,4.88444,0.57608,2.81384,175.92935,870,1519,1178.1,134.29,8.47871
1176,P17_007518_1432_XN_36S322W,none,none,yes,"ESP_014058_1450, ESP_014335_1450",ESP_014335_1450_ESP_014058_1450_RED_ANAGLYPH,,37.175,37.175,-34.5176,37.1628,37.1628,-34.5501,37.1604,37.1604,-34.532,37.1736,37.1736,-34.5362,37.169,37.1689,-34.534,2.01632,0.69092,1.39312,197.18017,-414,1147,411.307,451.664,2.9183
1177,P17_007518_1432_XN_36S322W,none,none,yes,ESP_013702_1450,,,37.3535,37.3535,-34.5393,37.3484,37.3484,-34.5676,37.3469,37.3469,-34.5515,37.3533,37.3533,-34.5535,37.351,37.35095,-34.553,1.69576,0.33416,0.56665,188.44088,-375,1434,668.472,555.987,5.07471
1178,P17_007518_1432_XN_36S322W,none,none,yes,ESP_013702_1450,,,37.3877,37.3877,-34.5525,37.365,37.365,-34.6101,37.3713,37.3713,-34.5835,37.3821,37.3821,-34.5894,37.376,37.37635,-34.586,3.58925,0.63247,2.2701,197.97019,-404,1447,572.328,500.366,5.67495
1179,P17_007518_1432_XN_36S322W,none,none,yes,ESP_013702_1450,,,37.5071,37.5071,-34.655,37.4387,37.4387,-34.6963,37.4707,37.4707,-34.6716,37.4753,37.4753,-34.6831,37.473,37.4729,-34.677,4.13623,0.71755,2.96796,233.69419,-473,1075,34.7581,467.16,5.76436
1180,P17_007518_1432_XN_36S322W,none,none,yes_(nearby),ESP_013702_1450,,,37.5505,37.5505,-34.6651,37.4932,37.4932,-34.7005,37.522,37.522,-34.6756,37.5266,37.5266,-34.6841,37.522,37.52185,-34.680,3.49315,0.55144,1.92628,233.06635,-309,1281,576.533,531.983,6.33455
1181,P17_007518_1432_XN_36S322W,none,none,yes_(nearby),ESP_013702_1450,,,37.6047,37.6047,-34.7178,37.4766,37.4766,-34.7637,37.5532,37.5532,-34.7429,37.5508,37.5508,-34.7576,37.541,37.54065,-34.750,6.80653,0.87909,5.98358,246.40422,-125,1422,837.13,451.006,7.74267
1182,P17_007518_1432_XN_36S322W,none,none,yes_(nearby),ESP_027363_1445,,,37.5232,37.5232,-35.1099,37.4351,37.4351,-35.0877,37.4875,37.4875,-35.1135,37.4829,37.4829,-35.1279,37.479,37.47915,-35.121,4.47032,0.88216,3.94355,287.09303,-153,1535,771.35,474.434,5.06747
1183,P17_007518_1432_XN_36S322W,none,none,yes,ESP_027363_1445,,,37.2161,37.2161,-35.2298,37.2017,37.2017,-35.1643,37.2324,37.2324,-35.1931,37.2188,37.2188,-35.1963,37.209,37.2089,-35.195,3.94443,0.6855,2.7039,349.8111,-208,1667,641.998,490.145,5.75411
1184,P13_006160_1427_XN_37S323W,none,none,yes,ESP_014269_1445,,,36.8042,36.8042,-34.6807,36.8831,36.8831,-34.7127,36.8501,36.8501,-34.7046,36.8547,36.8547,-34.6912,36.844,36.84365,-34.698,4.28729,0.82526,3.53814,116.2794,-242,1808,900.128,658.069,5.19505
1185,P13_006160_1427_XN_37S323W,none,none,yes,ESP_014269_1445,,,36.7815,36.7815,-34.7346,36.8508,36.8508,-34.7857,36.8115,36.8115,-34.7703,36.8232,36.8232,-34.7627,36.816,36.81615,-34.767,4.53439,0.72626,3.29313,131.92913,-284,1844,718.81,596.159,6.24351
1186,P13_006160_1427_XN_37S323W,none,none,yes_(nearby),ESP_014269_1445,,,36.7148,36.7148,-34.8582,36.8086,36.8086,-34.8352,36.7659,36.7659,-34.8518,36.7617,36.7617,-34.8435,36.762,36.7617,-34.848,4.76202,0.53269,2.53666,73.39179,65,1815,1057.09,519.232,8.93963
1187,P13_006160_1427_XN_37S323W,none,none,yes_(nearby),ESP_014269_1445,,,36.6978,36.6978,-34.959,36.855,36.855,-34.971,36.7742,36.7742,-34.9942,36.7708,36.7708,-34.9729,36.776,36.7764,-34.984,7.66873,1.27323,9.76407,95.36673,355,1635,1180.5,352.21,6.02305
1188,P13_006160_1427_XN_37S323W,none,none,yes_(nearby),PSP_006160_1445,,,36.6838,36.6838,-35.0474,36.8831,36.8831,-35.0418,36.8335,36.8335,-35.0879,36.8186,36.8186,-35.0606,36.783,36.78345,-35.074,9.67688,1.7722,17.14932,88.09158,691,1877,1397.16,248.54,5.46039
1189,P13_006160_1427_XN_37S323W,none,none,yes_(nearby),PSP_006160_1445,,,36.8242,36.8242,-35.1353,36.947,36.947,-35.0862,36.8967,36.8967,-35.1282,36.8958,36.8958,-35.1179,36.886,36.8856,-35.123,6.6273,0.61205,4.05626,63.98717,232,1568,750.076,364.548,10.828
1190,P13_006160_1427_XN_37S323W,none,none,yes_(nearby),PSP_006160_1445,,,36.8364,36.8364,-35.1865,36.9446,36.9446,-35.1487,36.8989,36.8989,-35.1853,36.8955,36.8955,-35.1756,36.891,36.8905,-35.180,5.70125,0.59806,3.4097,66.89132,374,1658,1208.5,370.621,9.53288
1191,P06_003457_1320_XN_48S325W,H2441_0000_DA4,75,no,,,,34.6921,34.6921,-50.0064,34.7166,34.7166,-49.9382,34.7214,34.7214,-49.9763,34.7041,34.7041,-49.9719,34.704,34.70435,-49.974,4.1488,0.70916,2.94217,13.01908,164,1613,1063.97,384.735,5.85029
1192,P06_003457_1320_XN_48S325W,H2441_0000_DA4,75,no,,,,34.803,34.803,-49.9727,34.79,34.79,-49.9378,34.8066,34.8066,-49.9541,34.7891,34.7891,-49.959,34.797,34.7965,-49.957,2.12715,0.72779,1.54812,346.5179,-93,1576,875.371,514.476,2.92273
1193,P06_003457_1320_XN_48S325W,H2430_0001_DA4,75,no,,,,34.9421,34.9421,-49.9592,34.8684,34.8684,-49.9065,34.9028,34.9028,-49.9334,34.8989,34.8989,-49.9417,34.905,34.90525,-49.938,4.20276,0.51396,2.16004,317.97883,91,1288,932.85,266.882,8.17724
1194,P17_007650_1304_XI_49S325W,H2441_0000_DA4,75,yes_(nearby),"ESP_011421_1300, ESP_013478_1300, ESP_013834_1300, ESP_016023_1300, ESP_016801_1300, ESP_017012_1300,  ESP_017157_1300, ESP_017724_1300, ESP_017869_1300, ESP_017935_1300,  ESP_018291_1300, ESP_018568_1300, ESP_018713_1300, ESP_018858_1300, ESP_019003_1300, ESP_019069_1300, ESP_019214_1300,  ESP_020058_1300, ESP_019847_1300, ESP_019781_1300, ESP_019636_1300, ESP_020203_1300, ESP_020414_1300, ESP_020559_1300, ESP_020770_1300, ESP_021614_1300, ESP_021759_1300, ESP_021838_1300, ESP_022115_1300, ESP_022392_1300, ESP_022471_1300, ESP_022616_1300, ESP_025583_1300, ESP_025939_1300, ESP_026361_1300, ESP_026506_1300, ESP_026717_1300, ESP_026928_1300, ESP_027350_1300, ESP_027706_1300, ESP_027772_1300, ESP_027838_1300, ESP_027917_1300, ESP_027983_1300, ESP_028194_1300, ESP_028405_1300, ESP_028471_1305, ESP_028616_1305, ESP_028695_1300, ESP_028972_1300, ESP_029394_1300,  ESP_029539_1305, ESP_029750_1305, ESP_029961_1305, ESP_030528_1300, ESP_034009_1300, ESP_034220_1300, ESP_034431_1300, ESP_034576_1300, ESP_034787_1300, ESP_034932_1300, ESP_035288_1300, ESP_035499_1300,  ESP_035921_1300, ESP_036132_1300,  ESP_036343_1300, ESP_036488_1300, ESP_036554_1300, ESP_036699_1300, PSP_004235_1300, PSP_006648_1300, PSP_007650_1300","ESP_011421_1300_ESP_013478_1300_RED_ANAGLYPH, ESP_021614_1300_ESP_013478_1300_RED_ANAGLYPH, ESP_021759_1300_ESP_021838_1300_RED_ANAGLYPHESP_022392_1300_ESP_022115_1300_RED_ANAGLYPH, ESP_022471_1300_ESP_022616_1300_RED_ANAGLYPH",DTEEC_022115_1300_022392_1300_U01,34.4639,34.4639,-49.2088,34.5264,34.5264,-49.1482,34.5029,34.5029,-49.1829,34.4844,34.4844,-49.1668,34.495,34.49515,-49.175,4.33193,1.19353,5.17028,34.01151,450,1701,996.385,264.981,3.62952
1195,P17_007650_1304_XI_49S325W,H2441_0000_DA4,75,yes_(nearby),"ESP_011421_1300, ESP_013478_1300, ESP_013834_1300, ESP_016023_1300, ESP_016801_1300, ESP_017012_1300,  ESP_017157_1300, ESP_017724_1300, ESP_017869_1300, ESP_017935_1300,  ESP_018291_1300, ESP_018568_1300, ESP_018713_1300, ESP_018858_1300, ESP_019003_1300, ESP_019069_1300, ESP_019214_1300,  ESP_020058_1300, ESP_019847_1300, ESP_019781_1300, ESP_019636_1300, ESP_020203_1300, ESP_020414_1300, ESP_020559_1300, ESP_020770_1300, ESP_021614_1300, ESP_021759_1300, ESP_021838_1300, ESP_022115_1300, ESP_022392_1300, ESP_022471_1300, ESP_022616_1300, ESP_025583_1300, ESP_025939_1300, ESP_026361_1300, ESP_026506_1300, ESP_026717_1300, ESP_026928_1300, ESP_027350_1300, ESP_027706_1300, ESP_027772_1300, ESP_027838_1300, ESP_027917_1300, ESP_027983_1300, ESP_028194_1300, ESP_028405_1300, ESP_028471_1305, ESP_028616_1305, ESP_028695_1300, ESP_028972_1300, ESP_029394_1300,  ESP_029539_1305, ESP_029750_1305, ESP_029961_1305, ESP_030528_1300, ESP_034009_1300, ESP_034220_1300, ESP_034431_1300, ESP_034576_1300, ESP_034787_1300, ESP_034932_1300, ESP_035288_1300, ESP_035499_1300,  ESP_035921_1300, ESP_036132_1300,  ESP_036343_1300, ESP_036488_1300, ESP_036554_1300, ESP_036699_1300, PSP_004235_1300, PSP_006648_1300, PSP_007650_1300","ESP_011421_1300_ESP_013478_1300_RED_ANAGLYPH, ESP_021614_1300_ESP_013478_1300_RED_ANAGLYPH, ESP_021759_1300_ESP_021838_1300_RED_ANAGLYPHESP_022392_1300_ESP_022115_1300_RED_ANAGLYPH, ESP_022471_1300_ESP_022616_1300_RED_ANAGLYPH",DTEEC_022115_1300_022392_1300_U01,34.3638,34.3638,-49.2361,34.4565,34.4565,-49.1834,34.4053,34.4053,-49.1922,34.4014,34.4014,-49.177,34.410,34.41015,-49.185,4.75828,0.91351,4.34672,49.00501,574,1757,1392.88,260.821,5.20881
1196,P03_002033_1325_XI_47S326W,H2441_0000_DA4,75,yes,"ESP_012555_1325, ESP_019280_1325, ESP_024238_1325, ESP_024950_1325, ESP_035143_1325, ESP_035565_1325, PSP_001558_1325, PSP_002033_1325, PSP_003668_1325, PSP_010854_1325",PSP_002033_1325_PSP_001558_1325_RED_ANAGLYPH,,33.9749,33.9749,-46.8775,33.9346,33.9346,-46.9497,33.9324,33.9324,-46.8985,33.9778,33.9778,-46.9334,33.955,33.95475,-46.916,4.57991,2.76723,12.67366,200.8565,399,1732,1178.09,351.221,1.65505
1197,P13_006147_1312_XN_48S326W,H2441_0000_DA4,75,yes_(nearby),"ESP_012555_1325, ESP_019280_1325, ESP_024238_1325, ESP_024950_1325, ESP_035143_1325, ESP_035565_1325, PSP_001558_1325, PSP_002033_1325, PSP_003668_1325, PSP_010854_1325",PSP_002033_1325_PSP_001558_1325_RED_ANAGLYPH,,33.6201,33.6201,-46.957,33.7466,33.7466,-47.0611,33.6628,33.6628,-47.02,33.6694,33.6694,-47.0081,33.683,33.68335,-47.014,8.0131,0.75408,6.04249,140.4008,171,1763,952.95,490.78,10.62639
1198,P13_006147_1312_XN_48S326W,H2441_0000_DA4,75,yes_(nearby),"ESP_012555_1325, ESP_019280_1325, ESP_024238_1325, ESP_024950_1325, ESP_035143_1325, ESP_035565_1325, PSP_001558_1325, PSP_002033_1325, PSP_003668_1325, PSP_010854_1325",PSP_002033_1325_PSP_001558_1325_RED_ANAGLYPH,,33.5381,33.5381,-46.9785,33.6672,33.6672,-47.0864,33.5959,33.5959,-47.0391,33.6057,33.6057,-47.0332,33.603,33.60265,-47.036,8.25237,0.52821,4.35902,140.84996,300,1834,1264.96,487.071,15.62317
1199,P13_006147_1312_XN_48S326W,H2441_0000_DA4,75,yes_(nearby),"ESP_012555_1325, ESP_019280_1325, ESP_024238_1325, ESP_024950_1325, ESP_035143_1325, ESP_035565_1325, PSP_001558_1325, PSP_002033_1325, PSP_003668_1325, PSP_010854_1325",PSP_002033_1325_PSP_001558_1325_RED_ANAGLYPH,,33.5127,33.5127,-47.0022,33.6287,33.6287,-47.0999,33.5762,33.5762,-47.0681,33.582,33.582,-47.0593,33.571,33.5707,-47.064,7.44841,0.57174,4.25859,141.07069,262,1842,1306.93,419.831,13.02752
1200,P13_006147_1312_XN_48S326W,H2441_0000_DA4,75,yes_(nearby),"ESP_012555_1325, ESP_019280_1325, ESP_024238_1325, ESP_024950_1325, ESP_035143_1325, ESP_035565_1325, PSP_001558_1325, PSP_002033_1325, PSP_003668_1325, PSP_010854_1325",PSP_002033_1325_PSP_001558_1325_RED_ANAGLYPH,,33.5039,33.5039,-47.0593,33.541,33.541,-47.117,33.5183,33.5183,-47.0928,33.5364,33.5364,-47.0886,33.522,33.52245,-47.091,3.73333,0.77167,2.8809,156.37036,-391,1453,489.179,438.169,4.83799
1201,P13_006147_1312_XN_48S326W,H2441_0000_DA4,75,yes_(nearby),"ESP_012555_1325, ESP_019280_1325, ESP_024238_1325, ESP_024950_1325, ESP_035143_1325, ESP_035565_1325, PSP_001558_1325, PSP_002033_1325, PSP_003668_1325, PSP_010854_1325",PSP_002033_1325_PSP_001558_1325_RED_ANAGLYPH,,33.3652,33.3652,-47.0498,33.5435,33.5435,-47.137,33.449,33.449,-47.1087,33.4502,33.4502,-47.1006,33.454,33.45435,-47.105,8.85879,0.48253,4.27466,125.75724,645,1746,1401.1,236.322,18.35894
1202,P13_006147_1312_XN_48S326W,H2441_0000_DA4,75,yes_(nearby),"ESP_012555_1325, ESP_019280_1325, ESP_024238_1325, ESP_024950_1325, ESP_035143_1325, ESP_035565_1325, PSP_001558_1325, PSP_002033_1325, PSP_003668_1325, PSP_010854_1325",PSP_002033_1325_PSP_001558_1325_RED_ANAGLYPH,,33.4167,33.4167,-47.1599,33.4971,33.4971,-47.1868,33.4575,33.4575,-47.1839,33.4639,33.4639,-47.1651,33.457,33.4569,-47.175,3.61056,1.14375,4.12957,116.23509,-494,1233,375.215,391.198,3.15678
1203,P17_007505_1483_XN_31S327W,none,none,no,,,,32.135,32.135,-31.0662,32.105,32.105,-31.0899,32.1152,32.1152,-31.0728,32.1201,32.1201,-31.0789,32.120,32.12,-31.076,2.07185,0.43886,0.90925,227.30393,140,1875,552.149,355.324,4.72097
1204,P17_007505_1483_XN_31S327W,none,none,no,,,,32.2151,32.2151,-31.0418,32.1589,32.1589,-31.1096,32.1677,32.1677,-31.064,32.1787,32.1787,-31.0737,32.187,32.187,-31.069,4.92836,0.80151,3.95014,215.3583,489,2264,1585.78,494.746,6.14883
1205,P14_006503_1473_XN_32S328W,none,none,no,,,,31.1001,31.1001,-31.5545,31.144,31.144,-31.6306,31.1118,31.1118,-31.6008,31.1304,31.1304,-31.5945,31.122,31.12205,-31.598,5.02568,1.01053,5.0786,153.84305,636,2504,1765.09,555.518,4.97331
1206,P14_006503_1473_XN_32S328W,none,none,no,,,,31.0576,31.0576,-31.6546,31.127,31.127,-31.7,31.0693,31.0693,-31.6804,31.0879,31.0879,-31.6477,31.092,31.0923,-31.664,4.41535,2.15337,9.50788,127.56771,424,2529,1452.44,672.857,2.05044
1207,P14_006503_1473_XN_32S328W,none,none,no,,,,30.9849,30.9849,-31.8538,31.0562,31.0562,-31.8455,31.0239,31.0239,-31.866,31.0186,31.0186,-31.8474,31.021,31.02055,-31.857,3.62331,1.13428,4.10984,82.21542,356,2420,1584.85,651.569,3.19438
1208,B03_010643_1482_XN_31S328W,none,none,no,,,,31.4961,31.4961,-31.2161,31.5913,31.5913,-31.2742,31.5376,31.5376,-31.2512,31.5669,31.5669,-31.2268,31.544,31.5437,-31.239,5.92721,2.07277,12.28571,125.54511,317,2448,1677.24,575.293,2.85956
1209,P02_001888_1322_XN_47S330W,H2529_0000_DA4,100,no,,,,29.9854,29.9854,-48.9099,30.0205,30.0205,-48.8181,30.0127,30.0127,-48.865,29.978,29.978,-48.8552,30.003,30.00295,-48.860,5.6106,1.47252,8.26171,14.13196,693,1624,1243.63,265.156,3.8102
1210,P02_001888_1322_XN_47S330W,H2529_0000_DA4,100,no,,,,30.1636,30.1636,-48.8601,30.1069,30.1069,-48.7927,30.145,30.145,-48.8225,30.1147,30.1147,-48.8367,30.135,30.13525,-48.830,4.56664,1.45125,6.62732,330.99973,688,1762,1137.53,306.531,3.14671
1211,P18_007927_1427_XN_37S330W,H2540_0000_DA4,150,no,,,,29.7852,29.7852,-37.0379,29.7087,29.7087,-37.0689,29.7407,29.7407,-37.0401,29.7502,29.7502,-37.0642,29.747,29.74695,-37.052,4.05844,1.49746,6.07735,243.0574,1883,2618,2222.75,165.665,2.71021
1212,P07_003589_1466_XN_33S331W,H2540_0000_DA4,150,yes,ESP_013254_1480,,,28.3674,28.3674,-31.5181,28.345,28.345,-31.6319,28.3545,28.3545,-31.5701,28.3721,28.3721,-31.5713,28.356,28.3562,-31.571,6.83927,0.89162,6.09804,189.51383,961,2346,1812.38,391.978,7.67059
1213,P07_003589_1466_XN_33S331W,H2540_0000_DA4,150,yes,ESP_013254_1480,,,28.2051,28.2051,-31.5078,28.2061,28.2061,-31.6182,28.2122,28.2122,-31.5601,28.2429,28.2429,-31.5625,28.206,28.2056,-31.561,6.54376,1.55699,10.18853,179.55806,763,2071,1620.13,341.916,4.20284
1214,P07_003589_1466_XN_33S331W,H0558_0000_DA4,125,yes_(nearby),ESP_013254_1480,,,28.0278,28.0278,-31.6008,28.0352,28.0352,-31.636,28.0254,28.0254,-31.6184,28.0342,28.0342,-31.6157,28.032,28.0315,-31.617,2.11952,0.47212,1.00067,169.85232,442,2144,1332,501.156,4.48937
1215,B06_011909_1480_XN_32S332W,H0558_0000_DA4,125,no,,,,27.697,27.697,-31.2058,27.709,27.709,-31.2678,27.6953,27.6953,-31.2398,27.7107,27.7107,-31.2381,27.703,27.703,-31.239,3.72481,0.78692,2.93111,170.6064,1422,2592,2102.09,322.572,4.73343
1216,B06_011909_1480_XN_32S332W,H0558_0000_DA4,125,yes_(nearby),ESP_013254_1480,,,27.9084,27.9084,-31.6492,28.0066,28.0066,-31.6909,27.9553,27.9553,-31.688,27.9595,27.9595,-31.6741,27.958,27.9575,-31.681,5.53607,0.85067,4.70938,116.54237,858,2175,1659.28,366.819,6.50787
1217,B06_011909_1480_XN_32S332W,H0558_0000_DA4,125,no,,,,27.8032,27.8032,-31.7471,27.9036,27.9036,-31.8162,27.8496,27.8496,-31.7949,27.8599,27.8599,-31.7752,27.853,27.8534,-31.785,6.50874,1.27777,8.31667,129.02158,964,1978,1628.19,236.631,5.09383
1218,P17_007848_1447_XN_35S333W,H0558_0000_DA4,125,no,,,,26.2842,26.2842,-34.8655,26.3193,26.3193,-34.8801,26.2983,26.2983,-34.8801,26.3086,26.3086,-34.8621,26.302,26.30175,-34.871,1.91367,1.17861,2.25546,116.89503,1178,2619,1941.04,435.215,1.62367
1219,P15_006978_1402_XN_39S337W,H2595_0001_DA4,150,no,,,,23.2053,23.2053,-40.9234,23.1707,23.1707,-40.9441,23.1846,23.1846,-40.9263,23.1934,23.1934,-40.9419,23.188,23.188,-40.934,1.97628,1.0051,1.98635,231.61245,1508,2787,2054.74,384.57,1.96626
1220,P15_006978_1402_XN_39S337W,H2595_0001_DA4,150,no,,,,23.2935,23.2935,-41.0069,23.2378,23.2378,-41.0254,23.2622,23.2622,-41.0132,23.2659,23.2659,-41.0259,23.266,23.26565,-41.020,2.72166,0.77072,2.09763,246.22297,1514,2771,2079.84,390.857,3.53133
1221,P15_006978_1402_XN_39S337W,H2595_0001_DA4,150,no,,,,23.3682,23.3682,-41.0711,23.3379,23.3379,-41.0884,23.3484,23.3484,-41.0694,23.363,23.363,-41.0874,23.353,23.35305,-41.078,1.69826,1.25051,2.12369,232.8482,1498,2816,2165.72,393.745,1.35806
1222,P18_007980_1385_XN_41S337W,H2595_0001_DA4,150,no,,,,22.6348,22.6348,-40.699,22.6431,22.6431,-40.8269,22.6274,22.6274,-40.7639,22.6489,22.6489,-40.7634,22.639,22.63895,-40.764,7.58996,0.96565,7.32923,177.18876,1927,3475,2683.01,375.975,7.85997
1223,P16_007255_1411_XN_38S340W,H2639_0000_DA4,150,yes_(nearby),ESP_012806_1400,,,19.7876,19.7876,-39.6258,19.7554,19.7554,-39.6424,19.7651,19.7651,-39.6277,19.7695,19.7695,-39.6404,19.772,19.7715,-39.634,1.76875,0.77908,1.378,236.19136,184,1748,1004.21,445.051,2.2703
1224,P16_007400_1414_XN_38S340W,H6409_0000_DA4,100,no,,,,19.6587,19.6587,-36.897,19.6187,19.6187,-36.928,19.6343,19.6343,-36.9063,19.6448,19.6448,-36.9248,19.639,19.6387,-36.916,2.63998,1.20414,3.17889,225.88139,1058,2323,1686.6,342.637,2.19242
1225,P16_007400_1414_XN_38S340W,H6409_0000_DA4,100,no,,,,19.8374,19.8374,-36.6716,19.7957,19.7957,-36.7124,19.8042,19.8042,-36.6875,19.8171,19.8171,-36.7012,19.817,19.81655,-36.694,3.12665,1.01747,3.18127,219.32378,757,2305,1572.96,500.6,3.07296
1226,P06_003418_1334_XI_46S341W,H2159_0001_DA4,75,no,,,,18.9775,18.9775,-47.8582,18.9541,18.9541,-47.7761,18.9966,18.9966,-47.8084,18.9683,18.9683,-47.8167,18.966,18.9658,-47.813,4.9545,1.2292,6.09006,349.15655,1466,2329,2076.65,218.624,4.03068
1227,P08_004051_1344_XN_45S342W,H2181_0001_DA4,100,yes,"ESP_024410_1325, ESP_024476_1325",ESP_024476_1325_ESP_024410_1325_RED_ANAGLYPH,,17.3242,17.3242,-47.3465,17.4434,17.4434,-47.2634,17.3906,17.3906,-47.323,17.3691,17.3691,-47.2937,17.384,17.3838,-47.308,6.87112,1.93973,13.32815,44.25014,1010,1872,1588.01,168.267,3.5423
1228,P16_007176_1343_XN_45S342W,H2181_0001_DA4,100,no,,,,18.105,18.105,-47.7024,18.1079,18.1079,-47.6331,18.1128,18.1128,-47.6658,18.0815,18.0815,-47.6653,18.106,18.10645,-47.666,4.10914,1.24974,5.13537,1.6153,1772,2375,2103.16,129.22,3.28798
1229,P16_007176_1343_XN_45S342W,H2181_0001_DA4,100,no,,,,17.9756,17.9756,-47.7366,18.2212,18.2212,-47.5286,18.1172,18.1172,-47.638,18.0923,18.0923,-47.6077,18.098,18.0984,-47.623,15.75503,2.05301,32.34522,38.60003,2055,2460,2256.81,80.3638,7.67412
1230,P16_007176_1343_XN_45S342W,H2181_0001_DA4,100,no,,,,17.8828,17.8828,-47.5613,17.9917,17.9917,-47.4549,17.9551,17.9551,-47.5281,17.9146,17.9146,-47.4968,17.937,17.93725,-47.512,7.66691,2.46385,18.89012,34.69849,1317,2437,2051.92,278.025,3.11176
1231,P04_002772_1208_XI_59S343W,none,none,yes_(nearby),"ESP_018951_1205, ESP_020151_1205, ESP_022775_1205, ESP_023065_1205, ESP_028142_1205, ESP_028564_1205, ESP_028775_1205, ESP_029131_1205, ESP_029698_1205, PSP_002772_1205",ESP_022775_1205_ESP_023065_1205_RED_ANAGLYPH,,16.7002,16.7002,-58.5525,16.7705,16.7705,-58.6472,16.6943,16.6943,-58.6091,16.748,16.748,-58.5916,16.735,16.73535,-58.600,6.0182,1.95597,11.77141,158.88502,548,1806,1134.11,337.069,3.07684
