HeadX,HeadY,CentreX,CentreY,TerminiX,TerminiY,LeftMidChX,LeftMidChY,RightMidChX,RightMidChY,Length_km,Width_km,Area_kmsq,Orientation,CatNumber,CentreLong,CentreLat,DTMtile,DTMres,HiRISE,HiRISEANAGLYPH,HiRISEDTM,centres_N,centres_NDR_avg,centres_DTM_avg,centres_slope_avg,centres_aspectN_avg,centres_CrossScCrv_avg,centres_LongtCrv_avg,centres_Npx,context9_N,context9_NDR_min,context9_NDR_max,context9_NDR_avg,context9_NDR_stddev,context9_DTM_min,context9_DTM_max,context9_DTM_avg,context9_DTM_stddev,context9_slope_min,context9_slope_max,context9_slope_avg,context9_slope_stddev,context9_aspectN_min,context9_aspectN_max,context9_aspectN_avg,context9_aspectN_stddev,context9_CrossScCrv_min,context9_CrossScCrv_max,context9_CrossScCrv_avg,context9_CrossScCrv_stddev,context9_LongtCrv_min,context9_LongtCrv_max,context9_LongtCrv_avg,context9_LongtCrv_stddev,context9_Npx,context_N,context_NDR_min,context_NDR_max,context_NDR_avg,context_NDR_stddev,context_DTM_min,context_DTM_max,context_DTM_avg,context_DTM_stddev,context_slope_min,context_slope_max,context_slope_avg,context_slope_stddev,context_aspectN_min,context_aspectN_max,context_aspectN_avg,context_aspectN_stddev,context_CrossScCrv_min,context_CrossScCrv_max,context_CrossScCrv_avg,context_CrossScCrv_stddev,context_LongtCrv_min,context_LongtCrv_max,context_LongtCrv_avg,context_LongtCrv_stddev,context_Npx,extent_N,extent_NDR_min,extent_NDR_max,extent_NDR_avg,extent_NDR_stddev,extent_DTM_min,extent_DTM_max,extent_DTM_avg,extent_DTM_stddev,extent_slope_min,extent_slope_max,extent_slope_avg,extent_slope_stddev,extent_aspectN_min,extent_aspectN_max,extent_aspectN_avg,extent_aspectN_stddev,extent_CrossScCrv_min,extent_CrossScCrv_max,extent_CrossScCrv_avg,extent_CrossScCrv_stddev,extent_LongtCrv_min,extent_LongtCrv_max,extent_LongtCrv_avg,extent_LongtCrv_stddev,extent_Npx,heads5km_N,heads5km_NDR_min,heads5km_NDR_max,heads5km_NDR_avg,heads5km_NDR_stddev,heads5km_DTM_min,heads5km_DTM_max,heads5km_DTM_avg,heads5km_DTM_stddev,heads5km_slope_min,heads5km_slope_max,heads5km_slope_avg,heads5km_slope_stddev,heads5km_aspectN_min,heads5km_aspectN_max,heads5km_aspectN_avg,heads5km_aspectN_stddev,heads5km_CrossScCrv_min,heads5km_CrossScCrv_max,heads5km_CrossScCrv_avg,heads5km_CrossScCrv_stddev,heads5km_LongtCrv_min,heads5km_LongtCrv_max,heads5km_LongtCrv_avg,heads5km_LongtCrv_stddev,heads5km_Npx,heads_N,heads_NDR_avg,heads_DTM_avg,heads_slope_avg,heads_aspectN_avg,heads_CrossScCrv_avg,heads_LongtCrv_avg,heads_Npx,termini_N,termini_NDR_avg,termini_DTM_avg,termini_slope_avg,termini_aspectN_avg,termini_CrossScCrv_avg,termini_LongtCrv_avg,termini_Npx
3220617.80862,1953273.18002,3220906.1434,1955353.7219,3221194.47819,1956948.21126,3220041.13905,1955531.54599,3221307.99582,1955152.18793,3.72868,1.43801,5.36189,9.74611,240,70.93405,32.988,H5360_0000_DA4,75,,,,239,172.167,-1587.67,9.58414,21.7215,0.0953541,0.166847,6,239,102,223,168.923,19.444,-2121,196,-1500.4,500.998,0,51.7597,12.1594,8.4325,0,180,88.5138,53.5832,-1.20209,2.15385,0.0086326,0.120796,-2.98839,2.66403,-0.00792924,0.247763,70187,239,117,217,173.388,18.7249,-1961,-314,-1419.22,359.814,0,46.9727,12.6235,7.83143,0,180,66.2723,39.1673,-1.04041,0.77462,0.00133314,0.12117,-2.33737,2.42972,-0.0175078,0.305076,7800,239,152,185,172.005,5.81308,-1779,-1274,-1582.22,119.111,0.284703,20.7282,8.01066,3.56895,0,128.66,34.8666,24.6078,-0.416737,0.504074,-0.0202217,0.103273,-1.08371,0.715602,-0.0215769,0.138397,865,239,106,217,167.918,22.8221,-1895,-177,-1115.94,429.763,0,51.7597,16.7473,7.97755,0,180,78.9267,50.0699,-1.04041,1.13379,0.0151629,0.140258,-2.33737,2.42972,0.000462143,0.315752,13884,239,174.333,-1363,16.5954,6.65092,-0.156191,-0.0149204,6,239,174.5,-1782.17,5.09599,29.8927,-0.032869,0.0261923,6
3224609.08855,1975210.74557,3225108.56613,1978293.02984,3225608.04371,1981031.52087,3224300.32059,1978251.53755,3225830.53826,1978281.1749,5.92144,1.66832,9.87883,10.59109,241,71.0266,33.375,H5360_0000_DA4,75,,,,240,167.667,-1618.67,6.46243,19.9333,0.0255056,0.147822,6,240,104,224,167.287,22.38,-2311,176,-1600.81,507.26,0,53.8977,12.2009,8.22245,0,180,86.6165,48.4066,-1.6297,1.48311,0.00832728,0.11864,-3.82734,3.39345,-0.00813396,0.264582,127846,240,108,219,159.776,24.3853,-2193,-435,-1547.93,465.552,0,53.8977,13.4981,8.6625,0,180,82.894,44.5325,-1.02334,1.48311,0.0133151,0.126053,-2.3306,2.3611,-0.000518476,0.300605,14207,240,114,204,160.266,14.6512,-1924,-966,-1589.92,193.176,0.381966,53.8977,9.69145,6.21396,0,180,52.468,30.6879,-0.776043,1.48311,-0.00804483,0.126065,-2.3306,1.61024,-0.0372009,0.231362,1585,240,108,219,162.561,26.8965,-2043,-435,-1329.33,435.903,0.127324,53.8977,13.4649,8.49725,0,180,83.514,41.5314,-1.02334,1.48311,0.00892628,0.11898,-2.3306,2.3611,-0.00682372,0.311987,13884,240,150,-1260.67,14.3865,25.7001,0.0514723,-0.0781542,6,240,166.333,-1920.83,4.83677,88.6953,-0.0237519,-0.249579,6
3236592.00974,1974949.9369,3236937.10334,1976870.4371,3237282.19694,1978464.92646,3236206.04979,1977066.0436,3236769.09725,1976645.19325,3.59446,0.74432,2.67542,12.08143,242,71.2871,33.351,H5360_0000_DA4,75,,,,241,160.5,-1633.67,7.22082,71.7165,0.115668,0.202115,6,241,116,227,186.245,18.7986,-2277,-67,-1510.71,645.735,0,56.4236,11.9908,9.27366,0,180,80.5667,44.5745,-1.26738,1.23655,0.00604242,0.114195,-4.56438,4.14489,-0.00430479,0.325217,33157,241,117,198,162.386,16.9188,-2169,-508,-1394.61,554.811,0.180063,37.9227,11.6557,7.30582,0,180,53.0295,35.3866,-0.953623,0.712609,0.00063259,0.133642,-1.52452,1.17091,-0.0107377,0.226963,3684,241,120,190,152.277,14.4074,-1960,-1098,-1563.87,245.262,3.47102,28.1428,15.3501,5.00061,0,80.1865,38.7001,17.2853,-0.648509,0.399685,-0.0310145,0.138836,-1.13658,0.8248,-0.0232482,0.237301,411,241,117,227,170.704,19.0325,-2133,-26,-1171.93,530.091,0,41.3395,14.6191,7.45957,0,180,37.7176,29.2258,-1.00168,1.23421,0.00865633,0.127478,-1.69967,1.7211,-0.00359236,0.231645,13884,241,165.333,-1150.5,13.4568,40.9461,0.00575951,-0.0724451,6,241,165,-1962.33,7.59072,48.4766,-0.030401,-0.0785112,6
3231837.89133,1993793.36324,3232387.31667,1992578.23194,3232936.742,1991724.6763,3233059.34105,1992898.31531,3232060.38589,1992275.93099,2.38866,1.2516,2.98965,149.98996,243,71.1869,33.616,H5360_0000_DA4,75,,,,242,152.667,-1726.33,16.4285,136.407,0.00640674,-0.0397718,6,242,108,219,171.322,19.1386,-2311,-561,-1907.99,353.811,0,51.0967,10.9657,8.02569,0,180,87.6632,50.8719,-1.88037,0.956403,0.00856301,0.120648,-3.65923,3.16899,-0.00933723,0.242035,39605,242,108,217,166.16,20.3212,-2193,-561,-1514.84,476.197,0.127324,36.1012,14.8132,7.28715,0,180,140.254,30.096,-0.86485,0.779983,0.00933035,0.126645,-1.34749,1.6953,0.00045863,0.216373,4399,242,125,177,159.581,11.8568,-1935,-1337,-1686.01,150.096,2.69595,32.8302,14.1977,5.8089,102.144,180,142.701,17.4722,-0.746964,0.319915,-0.0267298,0.127118,-1.34749,0.980624,-0.0359496,0.220212,489,242,108,219,168.668,27.108,-2244,-561,-1644.96,432.456,0,51.0967,15.4417,8.41004,0,180,113.553,42.4258,-1.20405,0.863641,0.0204034,0.123416,-3.65923,3.16899,-0.00769742,0.333643,13884,242,158.167,-1379.5,22.882,157.847,-0.246096,-0.0538993,6,242,167.833,-1914.5,12.108,149.834,-0.0203129,0.193616,6
3222438.63143,1994415.74757,3224395.6754,1993526.6271,3226352.71937,1993692.59626,3224386.59399,1994066.02685,3224409.29752,1993010.93724,4.31456,1.05532,4.55324,99.62429,244,71.0109,33.632,H5360_0000_DA4,75,,,,243,148.333,-1685.5,9.2578,87.8506,0.0271506,0.21063,6,243,106,224,170.813,22.0124,-2236,-539,-1736.54,424.604,0,53.6116,13.0255,8.54656,0,180,86.2858,54.3236,-1.20405,1.08736,0.00999069,0.118316,-3.82734,3.39345,-0.00852066,0.289,59233,243,110,218,169.594,26.2247,-2169,-539,-1461.88,497.236,0.284703,49.3849,16.2815,7.98162,0,180,91.4811,34.4939,-0.763182,1.08736,0.0117922,0.12258,-3.82734,3.39345,-0.0024848,0.354448,6587,243,123,181,148.988,9.78052,-2086,-878,-1606.48,324.968,2.03633,49.3849,15.7224,7.29349,27.1081,153.947,96.934,25.6668,-0.431072,0.555493,-0.0293005,0.100712,-3.82734,3.39345,-0.0185345,0.51179,730,243,106,222,162.583,24.3725,-2164,-539,-1413.61,447.776,0.180063,53.6116,18.0307,8.06964,0,180,93.8159,47.1362,-0.84267,1.08736,0.0180508,0.137023,-3.82734,3.39345,-0.00436234,0.345643,13884,243,134,-971.167,20.9199,108.386,-0.0800619,0.0667105,6,243,164.333,-2096.67,10.1725,92.2311,-0.0802959,-0.0441926,6
3218124.96143,1700010.17991,3216744.58703,1701243.09362,3215364.21263,1703465.89477,3215772.8761,1701035.63218,3216249.65015,1701414.99024,4.68301,0.66475,3.11302,317.56613,245,70.8424,28.701,H5360_0000_DA4,75,,,,244,229.167,417,18.2723,104.192,0.0603441,0.255216,6,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,129,207,172.385,17.0601,-61,1245,634.68,325.343,0.284703,34.7869,14.5137,5.98791,0,150.255,18.0467,22.6625,-0.735712,0.67977,-0.00355524,0.16197,-1.27495,1.17094,0.01765,0.225008,4463,244,129,241,184.893,26.8639,-153,646,163.43,177.275,1.32906,32.2008,15.894,6.62892,0,134.405,67.972,34.6508,-0.671044,0.342261,-0.0953105,0.145028,-1.50254,1.29811,-0.10749,0.388826,495,244,129,249,188.905,18.753,-271,1348,756.303,421.236,0,49.2184,12.2477,7.40809,0,180,55.0909,44.6195,-2.54298,0.985907,-0.00395834,0.150175,-3.50599,3.49917,0.00431899,0.26037,13884,244,213.333,658,15.9594,59.3484,0.0173777,-0.228493,6,244,180.833,-160.5,7.21519,41.5887,-0.0691166,-0.0397726,6
3196343.19827,1817664.52702,3195732.47341,1819377.56578,3195121.74855,1821060.96719,3195398.73157,1819211.59663,3195775.61011,1819531.67999,3.66255,0.53047,1.94287,338.02335,246,70.37965,30.694,H5378_0000_DA4,100,ESP_020676_2110,,,245,191.75,163.5,2.02708,108.441,-0.055185,-0.0873159,4,245,118,246,189.341,14.3258,-615,755,235.04,425.622,0,41.4601,7.58314,6.84015,0,180,77.4801,51.0931,-1.14915,0.950684,-0.000319984,0.107303,-1.50479,1.38799,-0.00341626,0.171066,13531,245,131,245,183.185,22.0519,-281,594,223.374,256.593,0.135047,34.1002,11.9063,7.33606,0,176.009,56.2016,35.1135,-0.667822,0.536488,-0.018704,0.142753,-1.33349,1.38799,-0.0355999,0.23975,1506,245,158,228,190.577,13.7475,-42,306,138.155,87.0335,0.381966,21.7039,9.14338,4.76744,0,171.254,52.5216,31.3264,-0.617819,0.189759,-0.0914366,0.143363,-0.884825,0.249568,-0.162612,0.161193,168,245,131,252,194.795,17.069,-154,683,425.677,168.738,0,34.1002,7.52834,6.27648,0,180,69.1011,45.5955,-0.859514,0.62933,-0.00349425,0.11027,-1.44964,1.38799,0.00130831,0.184531,7812,245,205,250,12.1787,14.5009,-0.240553,-0.189448,4,245,196.5,-34,5.75758,57.0807,-0.189751,-0.140249,4
3196474.87872,1925514.83917,3196540.71895,1927790.98755,3196606.55917,1930292.37979,3195235.26618,1927802.84249,3195875.50563,1927773.20514,4.77947,0.70529,3.3709,1.73687,247,70.39745,32.523,H5378_0000_DA4,100,,,,246,182.25,-244,11.0224,27.4009,-0.00635994,0.026361,4,246,116,228,175.534,16.007,-1627,84,-393.892,495.603,0,42.7864,9.01039,6.91471,0,180,84.7224,48.462,-1.19776,1.31872,0.00163382,0.108915,-1.99948,1.81924,-0.000475912,0.214364,24906,246,132,220,180.546,19.107,-1329,26,-372.943,365.706,0.190985,36.6951,11.9901,7.52235,0,180,66.9864,44.2737,-0.97216,0.884482,0.0144713,0.148882,-1.91526,1.26151,0.0146593,0.23624,2767,246,134,214,168.785,17.2324,-705,-38,-325.458,153.212,0.580841,23.9234,11.7488,5.03113,2.43665,172.235,52.9098,30.4762,-0.545197,0.309996,-0.0316315,0.127208,-0.808854,0.766374,-0.0112837,0.244829,312,246,131,220,178.348,14.4267,-957,126,-199.214,258.904,0.0954929,42.8753,9.07813,6.81887,0,180,62.12,45.72,-1.39665,0.899174,0.00299911,0.119975,-1.91526,1.56628,0.00335479,0.190115,7812,246,192.75,-115.5,3.98504,32.4784,-0.0702208,0.0302213,4,246,170.5,-854,12.9569,39.3344,0.0116835,-0.0191817,4
3205274.76553,1933013.0884,3203224.6371,1932592.23805,3201174.50867,1930322.01713,3203127.01194,1932319.57444,3202949.92443,1932811.55443,5.2514,0.52909,2.77847,239.19919,248,70.54465,32.604,H5378_0000_DA4,100,,,,247,200.25,-217.25,22.086,141.712,-0.157307,0.127308,4,247,115,224,179.045,19.7653,-1715,270,-405.581,491.99,0,48.3976,11.9102,7.87738,0,180,76.3728,44.6076,-1.19776,1.31872,0.00373107,0.135666,-3.29203,2.70309,0.00120867,0.284155,20200,247,138,221,186.052,15.6135,-922,270,-270.576,354.249,0,33.2984,10.6409,6.05657,0,180,88.5621,58.2887,-0.696029,0.719566,-0.00836622,0.140812,-1.79358,1.96586,-0.0168086,0.198857,2245,247,174,221,200.715,7.60436,-715,46,-344.996,230.798,3.79979,23.2847,12.2884,4.52809,50.9469,179.605,143.155,33.4687,-0.696029,0.480463,-0.0748359,0.170277,-0.528413,0.537841,-0.0603835,0.165491,249,247,146,221,190.925,12.6192,-715,297,-13.9832,211.387,0,39.9238,10.4379,6.50195,0,180,89.01,50.0224,-0.869743,0.794203,0.00724211,0.139624,-1.79358,2.06822,0.0108277,0.230616,7812,247,213.75,-28.25,17.6177,168.639,-0.279843,0.00984312,4,247,193,-690,7.23282,101.091,0.0794334,-0.0144284,4
3203213.28534,1936628.84495,3201117.74986,1935615.24762,3199022.21438,1933362.80912,3201088.23527,1935384.0763,3200711.35673,1935852.34641,5.64678,0.62515,3.53006,234.68985,249,70.49825,32.655,H5378_0000_DA4,100,,,,248,204.5,-350,4.15174,66.2426,-0.0411832,-0.0988165,4,248,119,231,177.455,16.4276,-1982,186,-703.241,673.226,0,40.8569,10.5288,7.37103,0,180,81.1899,51.4614,-1.39665,1.46367,0.000347729,0.122016,-1.91526,2.06822,-0.00442934,0.202763,25863,248,131,219,177.419,19.2899,-1119,128,-465.968,363.82,0,35.2728,12.9298,5.84566,0,180,84.9189,53.8004,-0.619147,0.75861,-0.00487943,0.134833,-1.18187,1.55838,-0.00955829,0.211141,2874,248,172,215,200.342,8.29619,-854,-121,-435.201,213.124,0.405136,23.6463,10.8499,5.26167,0.493927,180,127.021,45.7954,-0.619147,0.495596,-0.0932197,0.150665,-0.680836,0.639591,-0.0693492,0.19801,319,248,139,221,182.304,18.9293,-1199,238,-191.173,292.987,0,39.9238,13.4048,6.8837,0,180,78.9115,58.587,-0.869743,1.46367,0.00604119,0.148244,-1.3398,2.06822,0.0143334,0.204425,7812,248,204.25,-169.5,14.4583,151.498,-0.373027,-0.0669727,4,248,191.5,-840.5,8.91345,89.867,0.0703736,-0.08537,4
3199358.22657,1940220.89162,3199723.75334,1941127.79449,3200089.28011,1942129.53688,3199535.31407,1941234.48895,3199889.48908,1941032.95498,2.07043,0.43795,0.90675,22.80363,250,70.46755,32.748,H5378_0000_DA4,100,,,,249,183.5,-503,12.3576,4.41541,-0.0151242,0.00512622,4,249,143,220,181.398,14.6704,-1870,146,-1016.84,649.488,0.0954929,38.9405,10.8881,7.55729,0,180,72.6658,54.1802,-0.735,1.46367,0.00250906,0.11746,-1.63244,1.82464,-0.000657629,0.171016,6667,249,143,205,172.43,13.384,-1533,7,-634.771,473.922,0.540174,36.9888,14.6207,6.18037,0,175.914,30.1933,25.5931,-0.675305,0.743605,-0.0235553,0.144787,-0.811929,1.15608,-0.0116916,0.17154,741,249,158,204,175.627,11.3177,-852,-336,-546.265,154.777,6.73534,23.0599,14.8924,4.55746,0.458344,61.9052,17.9717,10.3899,-0.199148,0.189571,-0.0637439,0.0739501,-0.420848,0.170429,0.000372732,0.0962095,83,249,139,222,179.798,20.166,-1648,146,-537.446,468.991,0.135047,41.1002,15.5458,6.87422,0,180,63.4836,56.7811,-0.952178,1.46367,0.0106664,0.136416,-1.63244,1.82464,0.0124412,0.187263,7812,249,178.75,-333.75,11.5243,37.9931,-0.23774,-0.114757,4,249,163.75,-857.75,15.9754,29.1295,-0.0659939,-0.114,4
3204457.43858,1964707.26917,3206564.32582,1962763.05909,3208671.21306,1961002.60057,3206541.6223,1962970.52053,3205942.2492,1962591.16247,5.91165,0.75719,4.47624,128.77713,251,70.6182,33.113,H5378_0000_DA4,100,,,,250,204.25,-811.25,15.7063,162.193,0.0520371,-0.129535,4,250,114,228,184.356,16.9346,-1904,230,-750.026,585.336,0,47.3158,13.347,8.38962,0,180,101.497,51.7647,-1.3634,0.875324,0.0092764,0.126468,-1.94502,1.78963,-0.00523946,0.240003,30938,250,125,216,179.845,18.1808,-1496,187,-579.713,579.427,0.135047,37.3122,11.928,7.98526,0,180,92.2739,45.7506,-0.623828,0.706113,-0.00661045,0.119718,-1.81447,1.59431,-0.0127915,0.258727,3441,250,136,211,176.688,14.1059,-1337,-154,-801.538,323.623,5.11109,32.9847,13.5499,4.88192,60.5129,180,125.079,27.3743,-0.47887,0.382763,-0.0764384,0.100646,-1.5493,1.11711,-0.0478362,0.246302,381,250,121,228,177.916,19.65,-1294,187,-286.564,364.015,0.190985,38.8266,14.8356,7.79492,0,180,104.751,54.1315,-1.25716,0.728829,0.0132243,0.132383,-1.5493,1.59431,0.0168973,0.21735,7812,250,184.5,-260.5,15.4002,134.784,-0.0841142,-0.105885,4,250,182.25,-1357.75,6.75484,126.602,0.0593251,-0.104318,4
3195167.15561,1970782.92566,3192894.53262,1969876.02279,3190621.90963,1969656.70641,3193105.67541,1969478.88232,3193060.26836,1970290.94567,5.08856,0.81353,4.13969,257.24136,252,70.31715,33.233,H5378_0000_DA4,100,ESP_012751_2135,,,251,204,-722,11.7814,115.302,-0.124435,-0.150561,4,251,118,223,181.747,16.575,-1745,174,-772.038,513.447,0,41.2045,10.7527,7.01063,0,180,91.4646,51.8258,-0.729008,1.18978,0.00344935,0.114398,-1.62411,2.0049,-0.00276997,0.205548,30314,251,126,223,186.615,16.3493,-1195,-56,-607.811,373.495,0.0954929,41.2045,10.8312,6.82137,0,180,76.025,45.2261,-0.729008,0.850967,-0.00505955,0.133169,-1.26948,1.28457,-0.017592,0.222546,3372,251,190,223,204.614,5.14293,-1062,-232,-648.436,215.125,1.56581,41.2045,14.1457,5.77776,4.89908,179.452,104.639,47.0885,-0.729008,0.850967,-0.0431866,0.231452,-1.09243,0.921077,-0.0721031,0.245526,376,251,141,228,192.153,13.2741,-1166,174,-309.427,310.924,0.0954929,41.2045,11.2021,7.03796,0,180,71.9469,46.0808,-0.729008,0.850967,0.0018284,0.136766,-1.77145,1.78963,0.00840851,0.230111,7812,251,202.25,-332.5,10.2512,107.282,-0.387725,-0.0072755,4,251,194.25,-1064.25,8.2406,77.3706,-0.00856397,0.00606597,4
3204766.20654,1969425.53509,3206362.26444,1971476.43963,3207958.32234,1973183.55091,3206142.04023,1971938.78227,3206895.79731,1971043.73433,5.12462,1.21569,6.22995,42.81822,253,70.61375,33.260,H5378_0000_DA4,100,,,,252,164,-1188.25,16.4879,11.5608,0.0699744,3.66713e-05,4,252,118,228,178.36,19.2354,-2052,187,-928.558,601.289,0,49.5814,13.3552,7.93078,0,180,85.9333,55.9737,-1.25716,1.18978,0.00814074,0.133216,-2.63535,2.19634,-0.000843599,0.217771,46089,252,124,210,174.218,13.6988,-1656,170,-878.923,681.868,0,38.8266,9.67453,7.25783,0,180,67.2395,49.6838,-1.25716,0.760189,0.00227116,0.119507,-0.917002,0.975856,-0.00440219,0.139549,5117,252,132,187,165.48,10.3469,-1548,-424,-1131.41,285.331,0.135047,38.8266,13.1067,7.31624,0,146.31,40.4168,27.7175,-1.25716,0.52538,-0.0263069,0.180654,-0.891349,0.55462,-0.0315798,0.183051,569,252,118,211,167.687,16.4636,-1572,157,-508.394,513.112,0.135047,46.1589,13.0754,7.19179,0,180,55.2069,43.1456,-1.25716,0.928419,0.00771838,0.141296,-1.62411,1.73695,0.00765996,0.200656,7812,252,140.5,-517.5,36.0415,30.1322,0.0587645,0.336235,4,252,176.25,-1500.75,6.70976,25.6539,0.0530316,0.0094724,4
3189591.16954,2071259.46544,3188730.70589,2072361.97481,3187870.24224,2073458.55671,3188469.61534,2072083.38373,3188792.00541,2072687.98565,2.86787,0.69602,1.9961,320.07463,254,70.22545,34.962,H1607_0009_DA4,175,,,,253,112,-859,11.778,68.0042,-0.0857549,-0.114248,1,253,95,201,154.556,20.1814,-2050,-340,-1070.07,413.765,0.122016,30.5207,7.68836,5.1319,0,180,81.205,53.3861,-0.185419,0.283345,0.00480209,0.0592299,-0.319102,0.427109,0.000770346,0.0733488,4629,253,95,169,137.959,15.0182,-1260,-387,-778.915,278.668,0.415566,18.7256,6.94294,4.29016,0,179.012,57.497,45.2509,-0.126042,0.168329,-0.013494,0.0528091,-0.163572,0.202857,0.00498182,0.067939,515,253,101,141,123.211,11.4075,-981,-499,-796.158,160.491,1.44032,18.673,10.7861,4.92979,34.528,86.5318,60.0281,15.8865,-0.0916506,0.0661078,-0.01671,0.0429395,-0.156753,0.202857,-0.0169763,0.105467,57,253,95,196,146.53,20.2777,-1222,-340,-706.333,241.913,0.15434,23.1631,8.14886,4.39898,0,179.17,60.6879,48.6205,-0.179052,0.289342,0.0105769,0.0637433,-0.168069,0.229648,0.0159543,0.066689,2559,253,128,-488,6.66206,32.0054,0.0250374,0.0949573,1,253,135,-993,4.80825,30.63,-0.0939013,-0.00323229,1
3187375.30537,2070346.63509,3186925.77555,2070880.10737,3186476.24573,2071893.7047,3186685.11817,2070637.08111,3187098.32235,2071111.27869,1.82172,0.64834,1.1811,328.1293,255,70.1857,34.937,H1607_0009_DA4,175,,,,254,109,-838,12.2315,36.0644,0.0444118,-0.0558452,1,254,95,195,147.457,17.7785,-1377,-340,-830.517,304.359,0.122016,29.1445,7.23787,4.51604,0,179.759,69.8372,49.4878,-0.269114,0.226396,0.00696649,0.0583494,-0.295348,0.292107,0.00908182,0.0713596,2824,254,98,154,131.734,14.2198,-1059,-373,-811.971,210.484,0.825698,16.2842,8.42615,4.25282,0,178.995,55.1913,46.2232,-0.161305,0.142599,-0.0022964,0.0516995,-0.143227,0.153551,-0.00707246,0.0710925,316,254,104,146,125.971,11.7071,-1012,-677,-871.086,102.179,2.85709,15.9081,10.7688,3.50198,23.279,48.0941,32.3949,4.61915,-0.0375309,0.0711811,0.023935,0.0295295,-0.118239,-0.0145077,-0.064102,0.0246597,35,254,95,187,143.28,16.5241,-1196,-340,-691.302,223.895,0.15434,18.7256,6.84583,3.80092,0,180,71.5047,47.7582,-0.161305,0.204099,0.00448759,0.059424,-0.176643,0.228785,0.00475995,0.0642533,2559,254,114,-651,15.5592,29.283,0.0574181,-0.000280974,1,254,140,-1011,4.3202,33.6901,-0.0316491,-0.105494,1
3190090.64712,2072302.70011,3188953.20045,2072954.72179,3187815.75378,2074092.79598,3188937.30798,2072664.27577,3189114.39549,2073197.74804,3.02067,0.56607,1.70993,306.35484,256,70.23035,34.972,H1607_0009_DA4,175,,,,255,134,-843,9.80529,85.8919,-0.000205431,-0.0112263,1,255,95,205,154.916,18.8143,-2086,-392,-1095.29,358.107,0.122016,30.1804,7.99231,4.73208,0,180,72.7832,49.0479,-0.382821,0.412961,0.00606772,0.075273,-0.417092,0.520807,0.00108157,0.0748859,4075,255,104,163,139.122,12.9091,-1287,-432,-839.642,288.109,0.503074,17.0396,7.08488,3.07654,0,124.216,37.4508,24.2161,-0.126042,0.204099,0.00388243,0.0625635,-0.133676,0.142584,0.00934691,0.0504351,466,255,104,156,128.321,11.9614,-1044,-559,-834.679,140.214,5.54661,14.6782,10.0033,2.29533,25.4193,88.9053,65.6526,15.554,-0.115364,0.103792,-0.00931489,0.0516611,-0.0820504,0.120567,-0.0102784,0.0552678,56,255,95,194,144.944,18.3984,-1370,-340,-786.865,276.036,0.272835,19.1818,8.29496,4.1374,0,179.012,50.4641,44.5149,-0.174566,0.289342,0.00744222,0.0618259,-0.168069,0.202857,0.00852662,0.0630386,2559,255,130,-576,9.96376,57.1714,-0.0448124,0.10766,1,255,134,-1045,5.91472,6.86368,-0.103038,-0.00553507,1
3179815.0311,2071158.69845,3178561.79645,2072361.97481,3177308.5618,2073310.36997,3178316.59836,2071911.48711,3178684.39549,2072818.38998,3.43789,0.98853,3.39845,308.75932,257,70.0015,34.962,H1607_0009_DA4,175,,,,256,122,-866,11.6859,80.1907,-0.024753,-0.0495351,1,256,91,195,145.34,17.3508,-1790,-340,-927.97,309.757,0.109135,29.1445,7.55227,4.86654,0,180,94.3998,53.3354,-0.468774,0.364693,0.00618922,0.0688327,-0.360774,0.352505,-0.00192183,0.0736288,8103,256,95,181,138.941,16.6946,-1283,-396,-861.438,294.259,0.439928,15.8361,7.15494,3.07069,0,173.66,59.3962,32.9106,-0.174698,0.207024,0.0127771,0.0562927,-0.180265,0.150913,-0.000568385,0.0534891,900,256,97,160,123.089,10.7345,-1092,-559,-840.04,163.178,5.01212,14.1219,9.21573,2.32168,0,80.875,57.2791,22.5094,-0.10172,0.120961,-0.00186578,0.0524641,-0.0884021,0.112609,-0.00328424,0.0494422,101,256,91,181,139.592,16.5564,-1256,-396,-773.919,217.746,0.122016,15.8361,7.03138,3.00833,0,180,61.5201,39.8143,-0.160636,0.265142,0.00920837,0.0567143,-0.162421,0.262041,0.00385552,0.0566338,2559,256,160,-599,5.87887,2.6507,0.0296484,-0.0239352,1,256,132,-1102,5.31696,72.1213,0.0316217,-0.0601958,1
