HeadX,HeadY,CentreX,CentreY,TerminiX,TerminiY,LeftMidChX,LeftMidChY,RightMidChX,RightMidChY,Length_km,Width_km,Area_kmsq,Orientation,CatNumber,CentreLong,CentreLat,DTMtile,DTMres,HiRISE,HiRISEANAGLYPH,HiRISEDTM,centres_N,centres_NDR_avg,centres_DTM_avg,centres_slope_avg,centres_aspectN_avg,centres_CrossScCrv_avg,centres_LongtCrv_avg,centres_Npx,context9_N,context9_NDR_min,context9_NDR_max,context9_NDR_avg,context9_NDR_stddev,context9_DTM_min,context9_DTM_max,context9_DTM_avg,context9_DTM_stddev,context9_slope_min,context9_slope_max,context9_slope_avg,context9_slope_stddev,context9_aspectN_min,context9_aspectN_max,context9_aspectN_avg,context9_aspectN_stddev,context9_CrossScCrv_min,context9_CrossScCrv_max,context9_CrossScCrv_avg,context9_CrossScCrv_stddev,context9_LongtCrv_min,context9_LongtCrv_max,context9_LongtCrv_avg,context9_LongtCrv_stddev,context9_Npx,context_N,context_NDR_min,context_NDR_max,context_NDR_avg,context_NDR_stddev,context_DTM_min,context_DTM_max,context_DTM_avg,context_DTM_stddev,context_slope_min,context_slope_max,context_slope_avg,context_slope_stddev,context_aspectN_min,context_aspectN_max,context_aspectN_avg,context_aspectN_stddev,context_CrossScCrv_min,context_CrossScCrv_max,context_CrossScCrv_avg,context_CrossScCrv_stddev,context_LongtCrv_min,context_LongtCrv_max,context_LongtCrv_avg,context_LongtCrv_stddev,context_Npx,extent_N,extent_NDR_min,extent_NDR_max,extent_NDR_avg,extent_NDR_stddev,extent_DTM_min,extent_DTM_max,extent_DTM_avg,extent_DTM_stddev,extent_slope_min,extent_slope_max,extent_slope_avg,extent_slope_stddev,extent_aspectN_min,extent_aspectN_max,extent_aspectN_avg,extent_aspectN_stddev,extent_CrossScCrv_min,extent_CrossScCrv_max,extent_CrossScCrv_avg,extent_CrossScCrv_stddev,extent_LongtCrv_min,extent_LongtCrv_max,extent_LongtCrv_avg,extent_LongtCrv_stddev,extent_Npx,heads5km_N,heads5km_NDR_min,heads5km_NDR_max,heads5km_NDR_avg,heads5km_NDR_stddev,heads5km_DTM_min,heads5km_DTM_max,heads5km_DTM_avg,heads5km_DTM_stddev,heads5km_slope_min,heads5km_slope_max,heads5km_slope_avg,heads5km_slope_stddev,heads5km_aspectN_min,heads5km_aspectN_max,heads5km_aspectN_avg,heads5km_aspectN_stddev,heads5km_CrossScCrv_min,heads5km_CrossScCrv_max,heads5km_CrossScCrv_avg,heads5km_CrossScCrv_stddev,heads5km_LongtCrv_min,heads5km_LongtCrv_max,heads5km_LongtCrv_avg,heads5km_LongtCrv_stddev,heads5km_Npx,heads_N,heads_NDR_avg,heads_DTM_avg,heads_slope_avg,heads_aspectN_avg,heads_CrossScCrv_avg,heads_LongtCrv_avg,heads_Npx,termini_N,termini_NDR_avg,termini_DTM_avg,termini_slope_avg,termini_aspectN_avg,termini_CrossScCrv_avg,termini_LongtCrv_avg,termini_Npx
1685382.65482,2592325.54895,1682898.88904,2593505.11543,1680415.12326,2594933.63565,1682789.91211,2592734.54437,1683629.94258,2594269.75903,5.36068,1.72741,9.26008,299.14825,555,37.0625,43.754,H1600_0001_DA4,125,,,,554,70.3333,-2072,15.4986,27.1776,0.0302923,-0.0356346,3,554,40,148,90.7247,16.5271,-3668,-580,-2397.77,801.613,0,31.82,6.76393,5.2988,0,180,86.8723,56.1487,-0.271295,0.432101,0.00233543,0.0424179,-0.582769,0.340708,-0.00177824,0.0512736,50893,554,51,116,82.6632,10.8133,-3095,-991,-2113.92,655.135,0.0763943,28.3804,7.94591,5.0293,0,180,67.7551,45.111,-0.218403,0.224549,-0.00497755,0.0443775,-0.308877,0.293745,-0.0048422,0.0500511,5656,554,53,87,76.9348,4.92654,-2615,-1574,-2107.66,296.166,6.77802,22.4839,11.8654,3.48346,0,90.5729,39.6563,24.9737,-0.218403,0.224549,-0.0112456,0.0710699,-0.308877,0.255431,-0.0116556,0.0703477,629,554,49,117,82.5012,12.7521,-2558,-1089,-1659.26,326.496,0.108038,29.0914,8.21991,5.20204,0,180,66.4328,46.9269,-0.218403,0.224549,8.19325e-05,0.047503,-0.308877,0.293745,0.00409465,0.0530151,5008,554,64.3333,-1723,12.8382,22.9467,-0.0396994,-0.0509675,3,554,76,-2624.33,10.1008,60.8629,-0.0232592,0.0259407,3
1657802.41103,2378557.27981,1658367.72884,2379523.45738,1658933.04665,2380584.47446,1657988.57995,2379813.90339,1658765.04055,2379179.66413,2.31988,1.00125,2.32278,29.09008,556,36.52225,40.144,H1600_0001_DA4,125,,,,555,113,-1829.33,9.26327,23.0985,0.0640294,0.00796858,3,555,67,142,106.788,8.12012,-2335,-1522,-2020.65,283.995,0,18.1783,4.38671,3.37939,0,180,47.2759,53.7635,-0.174034,0.284072,0.000703451,0.0374413,-0.241659,0.373835,-0.000752541,0.0528223,11877,555,81,142,108.631,9.71269,-2317,-1522,-1913.76,217.682,0.241579,18.1783,8.17711,3.22032,0,180,37.7962,34.9625,-0.168245,0.284072,0.00719268,0.0645159,-0.21662,0.373835,-0.00817014,0.0820799,1319,555,90,130,109.455,6.33434,-2044,-1632,-1845.21,103.934,5.71059,11.1433,9.07595,1.07148,0,62.6676,25.3442,14.5644,-0.0799999,0.161795,0.0465633,0.0573737,-0.079995,0.0634702,-0.00242809,0.0235783,145,555,67,142,107.609,9.56118,-2319,-1522,-1815.16,242.101,0,18.1783,6.44493,3.81805,0,180,32.3791,44.3582,-0.168245,0.284072,0.00223357,0.0454429,-0.21662,0.373835,0.00276164,0.0642046,5008,555,113.333,-1706.33,9.95589,40.701,0.0952014,0.0274545,3,555,105,-2010,6.84737,7.27521,0.0965768,0.0527424,3
1597429.19382,2771394.41017,1597467.78982,2770677.18633,1597506.38581,2769995.52731,1597728.88037,2770730.53356,1597183.99574,2770641.62151,1.40051,0.49545,0.69388,177.17341,557,35.18105,46.743,H1395_0000_DA4,100,,,,556,214.5,-3157.75,20.2147,176.762,-0.125002,-0.284999,4,556,125,243,184.946,20.5321,-3632,-2180,-3075.75,381.411,0.0954929,28.4434,10.9239,7.45616,0,180,116.086,53.2053,-0.307385,0.413283,0.0213814,0.0826341,-0.653152,0.422151,-0.00226281,0.0908408,6226,556,158,236,204.088,13.4716,-3401,-2436,-2997.41,301.045,0.486909,27.5275,12.3889,7.13146,0,180,156.599,29.9755,-0.285844,0.284433,0.00765065,0.0697475,-0.653152,0.315886,-0.00276082,0.122908,693,556,201,232,214.354,7.94608,-3215,-2831,-3079.89,122.156,0.727214,24.7833,16.286,9.09133,0,180,149.316,48.8126,-0.285844,0.238651,-0.0429784,0.0778004,-0.653152,0.24,-0.0620756,0.204858,79,556,125,243,188.535,17.5881,-3533,-2180,-3091.73,333.616,0.0954929,28.4434,10.6874,7.33968,0,180,119.366,44.541,-0.583416,0.413283,0.0168602,0.0846937,-0.653152,0.422151,-0.00682695,0.0888217,7812,556,224.5,-2849.5,23.108,172.983,-0.074094,0.0116091,4,556,201.25,-3209.25,7.50584,165.837,0.0427441,0.0873011,4
1596362.12809,2770890.57524,1596362.12809,2770558.63694,1596362.12809,2770179.27887,1596598.24476,2770558.63694,1596262.23257,2770528.99959,0.71126,0.30204,0.21482,180,558,35.1567,46.741,H1395_0000_DA4,100,,,,557,214.5,-3158.5,21.0451,168.867,-0.0354378,-0.19954,4,557,152,243,195.086,17.1318,-3497,-2372,-3072.44,342.748,0.301972,28.4434,10.6856,7.25933,0,180,141.359,42.7117,-0.291101,0.413283,0.00700391,0.0760361,-0.653152,0.335981,0.00205068,0.104863,1920,557,196,243,214.308,13.5955,-3362,-2723,-3110.95,192.828,3.53006,27.4746,16.6349,7.31354,118.301,180,161.944,15.2281,-0.124077,0.168991,0.0119053,0.0588293,-0.371785,0.223455,-0.0310862,0.104774,211,557,204,226,213.333,6.03429,-3263,-3039,-3161.43,69.7571,14.105,25.2506,19.3862,4.25033,151.905,174.56,165.663,6.63127,-0.0987759,0.0763403,-0.0259725,0.0512407,-0.241878,0.0470306,-0.0864009,0.0863467,21,557,129,243,188.258,16.1914,-3550,-2180,-3143.26,337.042,0.0954929,28.4434,9.64439,7.21365,0,180,121.163,44.3597,-0.678045,0.413283,0.0120952,0.0809552,-0.66278,0.422151,-0.00487795,0.0885556,7812,557,226.5,-3025.25,25.1231,172.597,0.00506606,-0.00256471,4,557,203,-3269.25,13.8005,155.274,-0.0881324,-0.0668636,4
1606851.15725,2477237.79624,1606567.36317,2478630.75163,1606283.56909,2479958.50486,1606442.49378,2478583.33188,1607150.8438,2478701.88127,2.77603,0.69924,1.94111,348.53085,559,35.38145,41.816,H1395_0000_DA4,100,,,,558,150.75,-2326,21.0562,15.1394,-0.0823617,0.417377,4,558,95,191,164.296,7.63084,-2553,-1730,-2013.28,210.219,0,42.1582,5.49683,5.52021,0,180,78.2823,52.2272,-0.825271,0.654118,-0.0024113,0.0829297,-0.863625,0.900389,0.00251485,0.100669,16157,558,127,177,159.718,6.78396,-2553,-1870,-2208.41,216.501,0.0954929,33.1607,6.31217,5.86938,0,180,75.1451,54.2789,-0.825271,0.460372,-0.00795455,0.101101,-0.751601,0.596471,0.00506597,0.115412,1797,558,136,162,152.527,5.04808,-2553,-2017,-2314.81,158.267,1.36699,33.1607,12.9968,6.31173,0,179.502,53.6193,54.4283,-0.735252,0.214491,-0.119509,0.127062,-0.751601,0.596471,0.00330132,0.233781,201,558,95,184,160.418,8.74996,-2558,-1736,-2096.85,231.366,0,33.1607,6.21314,5.29297,0,180,53.7128,46.1094,-0.825271,0.460372,-0.000314858,0.0812078,-0.753971,0.596471,0.00104794,0.0941804,7812,558,148.25,-2024,10.3448,2.17429,-0.043103,0.145605,4,558,158.5,-2425.25,1.98112,137.751,0.054208,0.125804,4
1608467.64832,2487379.69699,1608136.17684,2485802.99003,1607804.70536,2483734.30309,1609743.5865,2485239.88041,1606419.79025,2486372.02713,3.7016,3.42023,12.66034,190.02046,560,35.416,41.937,H1395_0000_DA4,100,,,,559,162.5,-2017.75,3.65636,120.575,0.009508,-0.024496,4,559,88,197,164.602,8.11898,-3266,-1599,-2096.34,320.179,0,46.0357,6.26075,5.71833,0,180,84.544,55.1845,-1.22745,1.32756,0.0013149,0.0865225,-1.02882,1.52046,0.000135291,0.0969377,104222,559,144,191,165.857,6.21308,-2653,-1757,-2095.44,238.747,0,42.1582,7.0372,6.94597,0,180,93.2642,51.7515,-0.614799,0.946286,0.00363479,0.0970529,-0.863625,1.05083,0.00250737,0.125864,11575,559,146,183,165.67,5.7065,-2249,-1833,-2013.42,83.5489,0.0954929,30.0103,7.55188,5.08244,0,180,116.204,37.7519,-0.390571,0.444653,0.0026747,0.0937932,-0.328209,0.532772,0.00649593,0.0976611,1289,559,144,191,165.101,5.90034,-2455,-1757,-1951.3,121.418,0,40.4746,5.99768,5.45653,0,180,96.0838,51.7473,-0.54508,0.804599,0.00467198,0.0896641,-0.602552,0.900389,0.00353798,0.10813,7812,559,163,-1981.75,6.21945,153.842,-0.0491728,0.0516828,4,559,167.25,-2227.25,14.1091,118.999,-0.0652395,0.0702505,4
1601352.36317,2502299.13836,1600382.9226,2500858.76321,1599413.48202,2499163.50686,1600675.79809,2500449.76779,1599899.33749,2501261.83115,3.65343,1.10602,4.04078,210.89675,561,35.24525,42.191,H1395_0000_DA4,100,,,,560,160,-1820.25,12.0599,98.1789,0.0674595,0.200046,4,560,121,192,163.307,9.99624,-3287,-1524,-2534.41,433.706,0,46.0357,8.5641,7.02755,0,180,82.3663,52.8297,-0.770889,1.32756,0.0033259,0.10041,-0.867987,1.52046,-0.00246603,0.112096,32474,560,134,189,161.123,9.56471,-2745,-1770,-2122.42,257.89,0,33.1936,8.99399,6.4347,0,180,88.8557,55.8646,-0.509833,0.8837,0.00238588,0.10298,-0.545751,0.945089,-0.00105031,0.120193,3613,560,142,175,162.104,6.1153,-2018,-1777,-1875.68,58.309,0,15.8122,6.32413,3.31226,0,180,121.088,43.2745,-0.403429,0.829688,-0.0085644,0.115101,-0.46253,0.389376,-0.0126464,0.109411,402,560,128,189,159.261,9.32788,-2883,-1759,-2145.78,308.711,0,33.1936,8.98309,6.44026,0,180,75.533,55.1919,-0.509833,0.8837,0.00667631,0.096472,-0.555253,0.945089,0.00162815,0.109805,7812,560,155,-1832.5,9.77328,69.4654,-0.015308,-0.0596836,4,560,162,-1999.25,6.98673,157.855,0.0323344,0.00516556,4
1603822.50684,2500260.08876,1604029.10893,2501510.78488,1604235.71102,2503751.36844,1603513.73888,2501623.4068,1604113.11197,2501362.59813,3.51387,0.63555,2.23324,6.52518,562,35.32555,42.202,H1395_0000_DA4,100,ESP_028721_2225,,,561,154.75,-2087,4.66374,22.1939,-0.135267,0.0827789,4,561,128,196,163.581,6.98586,-3357,-1770,-2585.53,449.915,0,33.1936,6.18984,5.21329,0,180,76.5767,50.7044,-0.509833,0.8837,0.00132301,0.0790611,-0.636,0.945089,-0.00201724,0.0838007,17825,561,136,182,161.271,7.66111,-2840,-1781,-2354.57,337.295,0.0954929,33.1936,7.6792,6.03773,0,180,64.4551,47.0653,-0.338754,0.665765,0.00276194,0.08535,-0.555253,0.891791,-0.00775861,0.107187,1979,561,138,166,156.124,7.61264,-2552,-1994,-2183.88,159.704,0.270093,26.6738,10.7879,5.68496,0.400665,162.474,47.8278,35.0106,-0.228358,0.214886,0.00967379,0.0923491,-0.300707,0.319402,-0.0135807,0.107167,217,561,128,185,161.806,7.70669,-2750,-1770,-2157.88,212.56,0,33.1936,7.08519,5.20989,0,180,83.6402,53.9586,-0.415694,0.8837,0.00387403,0.0778431,-0.555253,0.945089,-0.000140593,0.092761,7812,561,163,-2067.25,6.12015,92.8961,0.00728021,-0.0372671,4,561,154.5,-2561.25,7.76002,24.6294,-0.0315486,-0.0609363,4
1604766.97353,2360253.25321,1605000.81985,2363045.09146,1605234.66617,2365054.50371,1603204.97092,2363465.94182,1604821.462,2362612.38617,4.8238,1.83071,8.83096,5.57173,563,35.34695,39.866,H1395_0000_DA4,100,,,,562,194.5,-1782,5.15131,32.4947,0.0687598,0.0162454,4,562,147,220,188.741,7.97494,-2146,-1098,-1793.64,268.372,0,40.0005,4.86899,5.78309,0,180,87.4394,52.2836,-0.919602,0.698769,-0.00152856,0.0719829,-1.03136,0.826872,-0.00122964,0.0851484,66637,562,151,216,191.002,10.9079,-2090,-1107,-1577.29,319.734,0,34.0681,9.04992,7.42662,0,180,66.794,42.3441,-0.729228,0.479262,0.00712011,0.10029,-0.696881,0.671322,0.0052646,0.121335,7404,562,173,211,190.79,4.79074,-1933,-1260,-1658.06,186.087,0.0954929,27.5783,10.3794,5.34557,0,175.855,52.2021,28.4805,-0.729228,0.340008,-0.0204825,0.129858,-0.649409,0.500607,-0.015705,0.135894,825,562,160,216,197.125,7.88315,-1994,-1148,-1461.77,243.647,0,30.5482,8.35854,6.19203,0,180,64.5759,45.8505,-0.729228,0.544811,0.00545833,0.111703,-0.655807,0.711112,0.00494037,0.123079,7812,562,174,-1426,7.49487,11.9567,-0.0757173,-0.119277,4,562,198.25,-1922.5,2.09682,52.1577,-0.00963049,-0.00786151,4
1587630.35186,2462970.37655,1586420.25391,2465590.31818,1585210.15595,2467149.24272,1586022.9422,2465039.06349,1586853.89126,2466094.15311,4.80044,1.33082,6.38852,330.53083,564,34.93775,41.596,H1395_0000_DA4,100,,,,563,162.25,-2489,11.4725,18.9428,-0.119207,-0.158274,4,563,119,188,164.863,7.71652,-2984,-1527,-2150.11,534.113,0,37.5941,3.30882,4.86217,0,180,67.4099,50.4206,-0.572364,0.530501,-0.000506778,0.0469372,-0.689097,0.68919,-0.000585355,0.0580345,48812,563,132,180,163.697,7.2682,-2754,-1656,-2205.39,431.415,0,31.2776,5.46979,6.11079,0,180,59.3829,43.6322,-0.41296,0.527438,-0.00101494,0.0663239,-0.429111,0.507597,-0.00398066,0.0744265,5423,563,137,178,159.664,8.86463,-2723,-1798,-2332.05,274.095,1.29862,26.1545,11.2634,5.60567,0,142.765,40.465,32.578,-0.41296,0.357689,-0.0170452,0.113922,-0.332432,0.40512,-0.0160661,0.127512,602,563,128,183,161.369,8.99542,-2754,-1596,-1953.78,321.6,0,32.7931,7.972,7.18568,0,180,69.0144,48.4803,-0.41296,0.527438,-0.000365477,0.0733127,-0.541422,0.68919,0.000257783,0.0930277,7812,563,147.25,-1895.5,15.8242,8.1599,0.129302,-0.0117943,4,563,174.25,-2677.75,2.82005,67.9964,0.0293331,-0.0318251,4
1590999.55517,2336187.72602,1590388.83031,2337497.69683,1589778.10545,2338588.35127,1590000.60001,2337254.67057,1590931.44459,2337776.28791,2.69794,1.07365,2.89665,332.85055,565,35.02515,39.435,H1395_0000_DA4,100,,,,564,181.25,-1694.25,12.4155,19.9083,0.197096,-0.0945944,4,564,150,224,193.399,7.46657,-2026,-1153,-1490.01,268.472,0,49.732,4.89592,5.72251,0,180,84.2336,50.1149,-1.59596,1.06995,-0.00300972,0.0899296,-1.42655,1.13765,0.00226127,0.0965567,23258,564,154,202,190.175,8.64544,-1966,-1188,-1555.49,245.015,0,31.2453,7.22427,5.55939,0,180,53.0783,45.2992,-0.452941,0.4012,-0.0067276,0.0912514,-0.558138,0.470002,0.00276975,0.105207,2586,564,160,199,181.592,9.24031,-1802,-1368,-1633.58,144.985,0.135047,23.5158,9.48082,5.79685,0,164.578,39.7487,33.2295,-0.406194,0.243147,-0.0254755,0.107637,-0.413798,0.399938,0.00177827,0.115592,289,564,150,204,189.998,9.53993,-2026,-1187,-1460.84,232.085,0,32.9608,6.2457,6.30417,0,180,62.4569,45.4496,-0.5569,0.660959,-0.0028427,0.0853556,-0.558931,0.523691,0.00338436,0.0985362,7812,564,179.5,-1368.25,1.02572,28.6745,0.025392,0.0121116,4,564,194.75,-1786.5,0.882797,152.603,-0.0160672,0.0285788,4
1582018.04015,2357947.46748,1581725.16466,2359962.80719,1581432.28917,2361871.45245,1580301.65356,2360075.42912,1581840.95265,2359862.04021,3.96748,1.55808,6.18163,351.49117,566,34.83435,39.814,H1395_0000_DA4,100,ESP_036514_2210,,,565,186.25,-1892.5,8.68277,19.2201,-0.00044224,-0.0345478,4,565,148,224,188.158,7.10942,-2214,-1104,-1692.26,404.606,0,49.732,3.32362,4.68144,0,180,76.6365,50.9435,-1.59596,1.06995,-0.000217031,0.0655353,-1.42655,1.13765,0.000464198,0.0698837,47913,565,160,215,189.355,7.74714,-2146,-1158,-1697.49,373.381,0,32.3206,5.39081,5.93423,0,180,59.1833,55.1397,-0.616479,0.324409,-0.00374539,0.0620484,-0.789984,0.576767,0.000201325,0.0812175,5323,565,161,200,184.024,8.10905,-2048,-1320,-1788.8,213.216,0.514232,32.3206,11.0949,6.06592,0,158.199,23.3154,21.9217,-0.316757,0.232633,0.00347599,0.07288,-0.789984,0.576767,-0.0139753,0.128172,593,565,146,215,189.924,10.5991,-2079,-1087,-1500.14,331.462,0,32.3206,7.00969,7.13275,0,180,64.6511,60.2797,-0.616479,0.516792,0.00338391,0.0694711,-0.789984,0.576767,0.000658041,0.0911586,7812,565,167.75,-1377.25,15.3662,5.20768,-0.0435632,0.158571,4,565,192,-2030,2.35401,69.2743,0.00476235,-0.0122504,4
1578903.11634,2358024.52458,1578837.27611,2360081.35659,1578771.43589,2361812.17776,1577863.29483,2359992.44454,1579134.69231,2360152.48622,3.78974,1.28475,4.86889,358.00437,567,34.77075,39.816,H1395_0000_DA4,100,ESP_036514_2210,,,566,185.75,-1894.5,4.14706,17.2524,0.00149149,0.0485165,4,566,148,215,188.501,6.57751,-2214,-1104,-1651.39,398.997,0,36.2032,3.23939,4.33925,0,180,73.3762,49.9389,-0.659764,0.583745,0.00117733,0.0561334,-0.817569,0.683569,-0.000605431,0.0625239,39176,566,157,215,189.737,8.30745,-2127,-1158,-1642.34,369.958,0,29.2914,5.9903,6.33119,0,180,62.6288,54.6097,-0.616479,0.583745,0.00179664,0.074654,-0.785976,0.5625,-0.000910063,0.087678,4352,566,164,198,182.619,8.12284,-2049,-1275,-1788.87,230.724,0.0954929,29.2914,10.9517,7.59893,0,180,20.4944,27.86,-0.616479,0.206712,-0.0213994,0.0946501,-0.785976,0.347754,-0.0249713,0.156051,486,566,148,215,189.744,10.0287,-2070,-1158,-1499.73,319.199,0,32.3206,6.94777,6.86806,0,180,66.6398,57.8559,-0.616479,0.583745,0.00154868,0.0740055,-0.789984,0.576767,0.00145126,0.0895786,7812,566,168,-1364.75,9.94441,6.62796,0.114755,0.07525,4,566,193.75,-2041.75,0.503089,68.5997,0.0090849,-0.00407089,4
1559591.49685,2450611.60212,1562640.58043,2448934.12818,1565689.66402,2449959.58044,1562620.14726,2449277.92142,1562797.23476,2448584.40746,6.01216,0.71488,4.29797,96.18129,568,34.41405,41.315,H1395_0000_DA4,100,,,,567,171,-1854,15.5212,82.921,-0.109109,0.0116153,4,567,136,202,169.707,8.21419,-2601,-878,-1765.37,467.528,0,44.4427,7.14088,7.54298,0,180,80.9321,49.7026,-1.09908,0.78898,-0.00107226,0.0788342,-0.858918,0.974477,0.00288906,0.0897903,33321,567,152,200,174.322,6.24713,-2434,-967,-1806.48,514.828,0.344301,25.0958,7.04786,4.77244,0,180,76.0891,51.8355,-0.530868,0.530971,-0.00157189,0.0740415,-0.589357,0.488849,0.00539463,0.073413,3702,567,165,200,177.694,7.72699,-2360,-1239,-1881.99,361.506,0.486909,22.4629,10.3785,4.3498,0,176.906,81.1519,37.2519,-0.36637,0.211724,-0.0206781,0.0884918,-0.23363,0.252568,0.00572205,0.0817141,415,567,150,206,177.646,9.06224,-2449,-1098,-1585.42,386.402,0,38.0973,13.4731,8.39554,0,180,102.504,44.1366,-0.923781,0.762954,-0.00111962,0.127535,-0.742082,0.841972,0.0152533,0.132849,7812,567,182.75,-1289,10.2064,166.525,-0.0568571,-0.113138,4,567,171.5,-2308,10.4877,11.7111,-0.00992214,0.0324461,4
1556145.10155,2476816.94589,1560090.97443,2476615.41192,1564036.8473,2476733.96131,1560867.43503,2477225.9413,1561021.819,2476034.51988,7.6817,1.2008,9.22415,90.56103,569,34.3579,41.782,H1395_0000_DA4,100,,,,568,172.5,-2117,2.16046,62.9829,-0.0334183,0.0384203,4,568,84,207,164.774,11.3615,-3021,-698,-2023.6,850.349,0,43.8816,5.40634,6.79781,0,180,59.2676,47.483,-1.22745,0.722212,-0.00127957,0.0675147,-1.22529,0.896061,0.00388669,0.0833922,76048,568,132,207,170.616,8.62172,-2827,-871,-1984.18,736.456,0,39.7729,6.40138,7.20014,0,180,85.396,36.8022,-0.556439,0.50503,-0.00556565,0.0688194,-0.738629,0.896061,-0.00724118,0.0816604,8445,568,156,203,172.854,6.94439,-2674,-1272,-2119.51,368.704,0.393721,27.9331,11.4132,5.23373,0,169.31,72.5461,29.8345,-0.286037,0.234229,-0.0359354,0.0726248,-0.458145,0.252817,-0.0246617,0.0887385,940,568,132,207,174.758,12.3128,-2316,-883,-1227.65,334.767,0,41.2404,10.3145,9.32829,0,180,90.1433,46.8881,-0.556439,0.722212,0.00279404,0.101589,-0.750653,0.896061,0.0117669,0.130774,7812,568,179.25,-1250.5,9.30443,70.877,-0.130552,-0.00194034,4,568,170.5,-2643.5,4.58476,114.568,0.0067303,-0.0192241,4
1556276.782,2467587.87549,1559757.23259,2465768.14227,1563237.68317,2464025.46616,1559936.59045,2466455.72876,1559491.60133,2465039.06349,7.6719,1.48169,11.36736,117.61526,570,34.35055,41.599,H1395_0000_DA4,100,,,,569,178,-2116.25,10.4654,116.438,0.0382259,0.0267791,4,569,123,208,171.878,8.38066,-2725,-698,-1606.41,643.431,0,44.7062,5.32817,6.99938,0,180,67.7969,49.948,-0.704453,0.774525,0.000903927,0.0684893,-0.985087,0.882082,0.00179657,0.0840797,92728,569,151,203,173.679,7.27109,-2668,-845,-1857.92,668.907,0,44.7062,6.68278,7.06548,0,180,85.1025,43.1445,-0.689505,0.701837,-0.00319539,0.0782295,-0.691454,0.664965,-0.00392342,0.088012,10312,569,155,188,174.11,4.91213,-2483,-1420,-2085.72,287.749,1.18102,24.6603,8.52325,4.62479,17.8189,167.764,100.755,25.2352,-0.562045,0.235605,-0.0197817,0.0880727,-0.455048,0.25228,-0.0211306,0.0780099,1149,569,151,204,179.296,8.03286,-2288,-932,-1315.62,355.749,0,44.7062,10.1993,8.1839,0,180,100.027,44.9115,-0.704453,0.701837,-0.00538636,0.112618,-0.691454,0.714909,0.00434224,0.128103,7812,569,176,-1484.75,16.1944,125.177,0.0158883,0.0516152,4,569,171.5,-2466.75,3.19753,118.547,0.0559114,-0.0084003,4
1555568.43198,2458495.13689,1559105.64138,2458892.27736,1562642.85078,2459627.28361,1559337.21735,2459366.47494,1559446.19428,2458441.78966,7.00975,0.93075,6.52435,80.65436,571,34.3362,41.483,H1395_0000_DA4,100,,,,570,168,-1950,15.3048,73.2779,-0.207882,-0.089608,4,570,119,208,166.233,10.7844,-2838,-878,-2047.95,584.89,0,42.7551,7.3484,7.94118,0,180,64.8817,48.5964,-0.967817,0.85112,-0.000534947,0.0751559,-1.21775,0.882082,-0.000284458,0.0984847,53988,570,140,208,172.345,9.52734,-2647,-898,-1815.45,680.509,0,38.0185,6.21802,6.98251,0,180,70.914,43.6863,-0.448017,0.85112,-0.0046348,0.0732389,-0.793583,0.647489,-3.81043e-05,0.086369,5996,570,144,199,167.562,7.41518,-2490,-1170,-1884.22,396.036,1.24488,24.167,11.5303,4.58517,0.716156,167.963,68.7339,28.0263,-0.333115,0.271373,-0.052289,0.0939127,-0.355297,0.218147,-0.0312766,0.0834942,666,570,140,208,178.094,8.35106,-2161,-933,-1201.5,285.74,0,42.7551,7.37789,8.01396,0,180,84.7061,41.2828,-0.448017,0.85112,0.00155522,0.0852086,-0.834808,0.882082,0.0073401,0.109888,7812,570,169.75,-1214.25,6.51988,21.6806,-0.0599787,-0.0650197,4,570,168.75,-2466,3.73556,77.7989,-0.0112622,0.00626129,4
1540071.00491,2326603.00743,1541578.51906,2328606.4922,1543086.03321,2330775.94613,1541047.25654,2329181.45677,1541978.10112,2328025.60017,5.16627,1.49008,7.69815,36.10894,572,33.9502,39.285,H1395_0000_DA4,100,,,,571,175.25,-1481,8.13935,60.2044,-0.0553432,0.0478468,4,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,161,203,183.625,5.42437,-1924,-1347,-1700.98,158.156,0.135047,23.7437,6.45642,4.57987,0,180,55.1902,54.3398,-0.502005,0.454784,0.00346249,0.0890763,-0.481943,0.462957,-0.00524329,0.097513,6634,571,163,200,179.806,5.86685,-1868,-1362,-1569.14,155.033,0.190985,21.1999,8.69753,4.58042,0,176.186,67.8033,36.2847,-0.27407,0.318118,0.00685874,0.0853538,-0.318524,0.378399,0.00231331,0.0967302,737,571,161,207,183.678,7.0665,-1856,-1316,-1548.02,148.225,0.190985,23.7437,7.17239,4.38207,0,180,35.4123,44.8204,-0.487059,0.454784,0.0106326,0.0828143,-0.474962,0.424376,-0.00526095,0.0916438,7812,571,184.5,-1522.75,6.44626,88.94,0.00177899,-0.116779,4,571,187.5,-1809.25,7.26694,169.77,0.0045148,0.0179863,4
