HeadX,HeadY,CentreX,CentreY,TerminiX,TerminiY,LeftMidChX,LeftMidChY,RightMidChX,RightMidChY,Length_km,Width_km,Area_kmsq,Orientation,CatNumber,CentreLong,CentreLat,DTMtile,DTMres,HiRISE,HiRISEANAGLYPH,HiRISEDTM
2611105,2100245,2616815,2100517,2622525,2102385,2617558,2100968,2617735,2100097,12.330,0.891,10.991,79.9,324,57.6302,35.4370,H1468_0001_DA4,75,,,
2618588,2109924,2619835,2110357,2621081,2110274,2619896,2110517,2619951,2110203,2.669,0.319,0.852,82.5,325,57.6967,35.6030,H1468_0001_DA4,75,,,
2622902,2089060,2625125,2091923,2627347,2094786,2624873,2092343,2625917,2091520,7.431,1.385,10.288,39.6,326,57.8132,35.2920,H2864_0000_DA4,175,,,
2639339,2077815,2641362,2078527,2643385,2079914,2641437,2079113,2641923,2077928,4.805,1.294,6.218,64.1,327,58.1708,35.0660,H2864_0000_DA4,175,,,
2645429,1998932,2644890,1999810,2644352,2000740,2644507,1999567,2645070,2000047,2.152,0.777,1.673,327.1,328,58.2485,33.7380,H2864_0000_DA4,175,PSP_005882_2140,,
2643585,1997949,2643424,1998921,2643263,1999928,2642945,1998885,2643530,1998932,2.010,0.638,1.282,350.0,329,58.2162,33.7230,H2864_0000_DA4,175,PSP_005882_2140,,
2640525,1995500,2640654,1997557,2640783,1999424,2640238,1997670,2641260,1997480,3.934,1.126,4.428,4.1,330,58.1552,33.7000,H2864_0000_DA4,175,PSP_005882_2140,,
2640683,2001914,2641449,2001055,2642214,2000391,2641555,2001185,2641324,2000912,2.253,0.371,0.836,132.5,331,58.1727,33.7590,H2864_0000_DA4,175,PSP_005882_2140,,
2624796,1993983,2628587,1993290,2632379,1992709,2627956,1993805,2628133,1992750,8.340,1.072,8.944,98.7,332,57.8894,33.6280,H2864_0000_DA4,175,,,
2611591,2055469,2610937,2053394,2610283,2051189,2611005,2053139,2610229,2053619,4.504,0.962,4.334,198.2,333,57.5007,34.6420,H2864_0000_DA4,175,,,
2589655,2130042,2591190,2131103,2592725,2132123,2591172,2131459,2591571,2130777,3.853,0.802,3.090,57.3,334,57.0658,35.9530,H5281_0000_DA4,75,"PSP_008308_2160, PSP_008888_2160",PSP_008308_2160_PSP_008888_2160_RED_ANAGLYPH,
2593746,2020260,2594693,2018126,2595640,2015861,2595031,2018292,2594677,2017960,4.851,0.507,2.459,155.0,335,57.1430,34.0470,H2864_0000_DA4,175,,,
2581550,2064947,2581845,2065545,2582140,2066263,2581704,2065646,2582158,2065409,1.460,0.541,0.790,25.7,336,56.8600,34.8470,H2864_0000_DA4,175,,,
2564413,2125626,2564879,2120374,2565344,2116397,2566320,2120535,2565521,2120214,9.281,0.905,8.398,173.9,337,56.4864,35.7720,H5281_0000_DA4,75,"PSP_007016_2160, PSP_009956_2160",PSP_007016_2160_PSP_009956_2160_RED_ANAGLYPH,
2571837,2126118,2575717,2120315,2579597,2117986,2574698,2120997,2574212,2119610,11.560,1.479,17.101,134.7,338,56.7251,35.7710,H5281_0000_DA4,75,,,
2584810,2122040,2585387,2120671,2585963,2119551,2585473,2120878,2584919,2120505,2.773,0.695,1.928,153.9,339,56.9380,35.7770,H5281_0000_DA4,75,"PSP_008308_2160, PSP_008888_2160",PSP_008308_2160_PSP_008888_2160_RED_ANAGLYPH,
2586763,2123777,2587582,2122271,2588402,2120967,2587693,2122414,2587248,2122093,3.302,0.570,1.881,148.3,340,56.9864,35.8040,H5281_0000_DA4,75,"PSP_008308_2160, PSP_008888_2160",PSP_008308_2160_PSP_008888_2160_RED_ANAGLYPH,
2589442,2123297,2590091,2122627,2590740,2122111,2590155,2122805,2589977,2122502,1.815,0.356,0.646,130.8,341,57.0416,35.8100,H5281_0000_DA4,75,"ESP_033599_2160, PSP_008308_2160, PSP_008888_2160",PSP_008308_2160_PSP_008888_2160_RED_ANAGLYPH,
2558115,2499454,2559346,2495998,2560576,2492768,2560131,2496472,2558424,2495542,7.098,1.897,13.466,160.4,342,56.3645,42.1090,H2908_0000_DA4_(partial),150,PSP_007451_2225,,
2558052,2499377,2557341,2500977,2556630,2503882,2556276,2500752,2558914,2501191,4.710,2.589,12.192,343.0,343,56.3204,42.1930,H2908_0000_DA4_(partial),150,PSP_007451_2225,,
2570489,2271264,2571874,2267316,2573259,2262266,2573190,2267589,2571928,2266985,9.435,1.428,13.475,162.5,344,56.6404,38.2510,H5281_0000_DA4,75,,,
2565076,2285158,2566563,2286344,2568050,2287156,2566520,2286723,2567006,2285941,3.634,0.926,3.366,56.6,345,56.5235,38.5720,H5281_0000_DA4,75,ESP_036078_2190,,
2549601,2215060,2554113,2209583,2558624,2207591,2553924,2210110,2553770,2209014,11.980,1.108,13.276,128.5,346,56.2493,37.2770,H5281_0000_DA4,75,,,
2560999,2218794,2562661,2217644,2564322,2216654,2562928,2218012,2562683,2217229,4.056,0.823,3.337,121.8,347,56.4375,37.4130,H5281_0000_DA4,75,,,
2546477,2225451,2547774,2227365,2549070,2229387,2547563,2227620,2548294,2227069,4.763,0.936,4.457,34.3,348,56.1097,37.5770,H5299_0000_DA4,75,,,
2543680,2354972,2547095,2355162,2550510,2355926,2546941,2356964,2547186,2353348,6.921,3.624,25.081,82.0,349,56.0947,39.7330,H5299_0000_DA4,75,,,
2534567,2201456,2537650,2199388,2540733,2196305,2538736,2199809,2538318,2198937,8.231,0.974,8.015,128.7,350,55.8867,37.1050,H5299_0000_DA4,75,,,
2527851,2192950,2531697,2184213,2535543,2182121,2530135,2184871,2529804,2183597,13.481,1.321,17.802,143.4,351,55.7556,36.8490,H5299_0000_DA4,75,,,
2525259,2165133,2530966,2165838,2536674,2166176,2530957,2166407,2531511,2165251,12.018,1.294,15.546,84.9,352,55.7395,36.5390,H5299_0000_DA4,75,,,
2529890,2161807,2533670,2162874,2537451,2164297,2534236,2163366,2534567,2162412,8.315,1.016,8.446,72.5,353,55.7991,36.4890,H5299_0000_DA4,75,,,
2511110,2525327,2510467,2523028,2509825,2520953,2510801,2522719,2509625,2523330,4.545,1.285,5.840,195.8,354,55.2881,42.5650,H5299_0000_DA4,75,"ESP_017314_2230, ESP_017024_2230",ESP_017024_2230_ESP_017314_2230_RED_ANAGLYPH,
2511133,2526886,2512486,2528540,2513839,2530739,2511646,2529174,2513217,2527900,4.647,1.974,9.175,34.0,355,55.3325,42.6580,H5299_0000_DA4,75,"ESP_017314_2230, ESP_017024_2230",ESP_017024_2230_ESP_017314_2230_RED_ANAGLYPH,
2528097,2507438,2525813,2505364,2523529,2502922,2526653,2504166,2525014,2506514,6.314,2.831,17.878,224.4,356,55.6260,42.2670,H5299_0000_DA4,75,,,
2533150,2475282,2532817,2477564,2532483,2480148,2532351,2477427,2533282,2477659,4.909,0.935,4.590,352.4,357,55.7803,41.7980,H5299_0000_DA4,75,,,
2498319,2431057,2496711,2434412,2495104,2436848,2496789,2434038,2497896,2434762,6.599,1.308,8.633,331.4,358,54.9851,41.0700,H5299_0000_DA4,75,,,
2513285,2393115,2515435,2407916,2517585,2391207,2515437,2392019,2515301,2423861,4.684,1.841,8.622,114.0,359,55.3975,40.6230,H5299_0000_DA4,75,,,
2481314,2452331,2480483,2455988,2479652,2458756,2480006,2455804,2480982,2456213,6.628,1.039,6.888,345.8,360,54.6277,41.4340,H2908_0000_DA4,150,"PSP_008809_2215, PSP_009455_2215",PSP_008809_2215_PSP_009455_2215_RED_ANAGLYPH,
2486213,2448656,2487466,2447986,2488720,2447351,2487566,2448424,2487235,2447529,2.782,0.952,2.649,117.9,361,54.7815,41.2990,H5299_0000_DA4,75,"PSP_008809_2215, PSP_009455_2215",PSP_008809_2215_PSP_009455_2215_RED_ANAGLYPH,
2482267,2448454,2484429,2446030,2486590,2443795,2485083,2446456,2484438,2445591,6.300,1.072,6.753,137.7,362,54.7146,41.2660,H5299_0000_DA4,75,"PSP_008809_2215, PSP_009455_2215",PSP_008809_2215_PSP_009455_2215_RED_ANAGLYPH,
2476346,2441738,2477922,2440280,2479498,2438846,2478276,2440553,2478054,2439972,4.237,0.621,2.630,133.0,363,54.5713,41.1690,H2908_0000_DA4,150,"PSP_001834_2215, PSP_001570_2215, ESP_018725_2215",PSP_001834_2215_PSP_001570_2215_RED_ANAGLYPH,
2477300,2421217,2479872,2426054,2482444,2431869,2478807,2428224,2483707,2423938,11.797,6.458,76.192,25.4,364,54.6143,40.9290,H2908_0000_DA4,150,"PSP_001834_2215, PSP_001570_2215, ESP_018725_2215",PSP_001834_2215_PSP_001570_2215_RED_ANAGLYPH,
2449965,2391811,2448866,2389363,2447767,2388545,2449429,2388806,2449052,2389902,3.931,1.159,4.555,213.8,365,53.9314,40.3100,H2908_0000_DA4,150,PSP_002902_2205,,
2456658,2379601,2455350,2378812,2454042,2378415,2455541,2378486,2455527,2379079,2.867,0.593,1.700,245.6,366,54.0742,40.1320,H2908_0000_DA4,150,PSP_006159_2205,,
2476024,2482608,2476562,2485329,2477100,2488020,2476146,2485459,2476823,2485210,5.511,0.703,3.872,10.9,367,54.5414,41.9290,H1241_0000_DA4,75,,,
2478807,2484878,2478680,2486336,2478553,2488020,2477945,2486313,2478984,2486384,3.151,1.012,3.189,355.5,368,54.5880,41.9460,H1241_0000_DA4,75,,,
2464263,2558883,2466025,2560489,2467787,2563299,2466502,2561070,2466992,2559956,5.544,1.208,6.698,37.2,369,54.3093,43.1970,H1241_0000_DA4,75,,,
2475347,2238462,2475715,2239161,2476083,2240210,2475615,2239244,2475915,2239114,1.906,0.336,0.640,23.5,370,54.5227,37.7760,H2908_0000_DA4,150,,,
2442604,2351860,2443358,2352791,2444112,2354029,2443113,2353004,2443512,2352536,2.645,0.617,1.632,34.9,371,53.8101,39.6930,H5317_0000_DA4,100,,,
2439785,2400382,2437246,2401574,2434708,2403186,2437169,2401076,2437591,2402030,5.765,1.042,6.008,299.1,372,53.6755,40.5160,H5317_0000_DA4,100,,,
2443158,2407732,2442525,2410228,2441891,2412711,2441605,2409872,2443467,2410595,5.134,1.980,10.167,345.9,373,53.7918,40.6620,H5317_0000_DA4,100,ESP_027639_2210,,
2442582,2394158,2441351,2393809,2440121,2393868,2441428,2393174,2441360,2394419,2.464,1.247,3.072,263.2,374,53.7659,40.3850,H5317_0000_DA4,100,PSP_003245_2205,PSP_003245_2205_PSP_002902_2205_RED_ANAGLYPH,
2446019,2409902,2445597,2411235,2445174,2412391,2445183,2411206,2445728,2411265,2.626,0.543,1.425,341.4,375,53.8594,40.6790,H5317_0000_DA4,100,ESP_027639_2210,,
2457707,2699222,2457761,2698125,2457816,2696839,2458238,2698184,2457076,2698083,2.385,1.068,2.547,177.6,376,54.1273,45.5190,H1241_0000_DA4,75,,,
2418902,2396357,2419401,2398728,2419901,2400987,2418393,2398960,2419388,2398468,4.734,1.103,5.223,12.1,377,53.2825,40.4680,H5317_0000_DA4,100,,,
2422139,2396731,2422339,2398373,2422539,2400204,2422049,2398444,2422916,2398266,3.496,0.880,3.075,6.5,378,53.3472,40.4620,H5317_0000_DA4,100,,,
2397715,2408627,2398475,2410168,2399236,2411526,2398282,2410364,2398768,2409973,3.266,0.620,2.025,27.4,379,52.8217,40.6610,H5335_0000_DA4,100,,,
2407586,2407282,2407457,2408094,2407328,2408983,2406783,2408201,2407128,2408017,1.720,0.388,0.668,351.4,380,53.0195,40.6260,H5335_0000_DA4,100,,,
2413925,2525920,2415664,2528421,2417403,2532304,2415555,2529192,2416927,2527598,7.204,2.068,14.895,27.6,381,53.2002,42.6560,H5317_0000_DA4,100,ESP_026017_2230_RED,,
2412795,2528961,2411596,2529903,2410397,2531682,2411505,2529322,2411927,2530538,3.563,1.281,4.563,319.8,382,53.1106,42.6810,H5317_0000_DA4,100,ESP_026017_2230_RED,,
2445020,2483622,2445928,2482365,2446836,2481043,2446614,2482750,2445551,2481938,3.125,1.314,4.105,145.6,383,53.8667,41.8790,H1241_0000_DA4,75,,,
2439399,2631589,2440148,2631915,2440897,2632354,2439975,2632514,2440429,2631269,1.593,1.315,2.094,61.3,384,53.7394,44.4020,H1241_0000_DA4,75,,,
2396330,2381960,2396484,2383613,2396639,2385101,2395853,2383625,2397306,2383578,3.156,1.449,4.574,5.6,385,52.7778,40.2130,H5317_0000_DA4,100,,,
2392584,2386951,2393710,2386636,2394836,2386530,2393692,2387022,2393624,2386216,2.282,0.809,1.846,100.6,386,52.7167,40.2640,H5317_0000_DA4,100,,,
2390963,2393826,2393735,2392564,2396507,2392422,2394169,2393086,2393960,2392060,5.690,1.046,5.953,104.3,387,52.7173,40.3640,H5317_0000_DA4,100,,,
2406174,2389209,2405132,2389541,2404090,2389529,2405044,2389179,2405089,2389873,2.099,0.695,1.459,278.8,388,52.9683,40.3130,H5317_0000_DA4,100,,,
2381364,2411579,2382828,2414199,2384293,2418585,2383539,2414501,2384515,2413926,7.581,1.124,8.520,22.4,389,52.4771,40.7290,H5317_0000_DA4,100,"PSP_008519_2210, PSP_009020_2210",PSP_009020_2210_PSP_008519_2210_RED_ANAGLYPH,
2380301,2415485,2381643,2417281,2382985,2420755,2382894,2417631,2383403,2416938,5.899,0.856,5.052,26.7,390,52.4510,40.7810,H5317_0000_DA4,100,"PSP_008519_2210, PSP_009020_2210",PSP_009020_2210_PSP_008519_2210_RED_ANAGLYPH,
2400044,2489757,2398671,2488411,2397297,2487196,2398382,2488180,2398083,2488672,3.696,0.571,2.112,226.2,391,52.8260,41.9810,H5317_0000_DA4,100,,,
2373131,2586025,2374035,2585859,2374939,2585746,2374103,2586191,2374071,2585485,1.730,0.706,1.221,99.3,392,52.2834,43.6250,H5317_0000_DA4,100,,,
2372623,2586220,2371249,2586511,2369876,2586736,2371247,2586303,2371270,2586772,2.646,0.469,1.240,281.3,393,52.2221,43.6360,H5317_0000_DA4,100,,,
2379116,2829614,2379620,2830545,2380124,2831641,2378939,2830888,2380369,2830225,2.212,1.420,3.141,23.6,394,52.4064,47.7530,H5317_0000_DA4,100,,,
2377509,2416386,2377497,2418823,2377486,2421419,2377531,2418698,2378017,2418935,5.032,0.535,2.694,359.7,395,52.3597,40.8070,H5317_0000_DA4,100,,,
2366457,2476224,2364493,2474778,2362529,2473575,2364690,2474517,2364572,2475009,4.653,0.505,2.351,235.3,396,52.0733,41.7510,H5335_0000_DA4,100,,,
2365998,2478441,2363937,2476438,2361875,2474968,2364005,2476212,2363705,2476675,5.307,0.547,2.901,229.2,397,52.0610,41.7790,H5335_0000_DA4,100,,,
2324641,2625063,2325395,2626165,2326149,2627724,2325127,2626527,2326103,2625745,3.011,1.202,3.618,27.9,398,51.2122,44.3050,H1523_0000_DA4,75,,,
2308985,2676798,2307838,2676905,2306692,2677871,2308054,2676075,2308576,2677740,2.367,1.733,4.104,297.0,399,50.8256,45.1610,H1523_0000_DA4,75,,,
2349924,2355025,2348605,2356525,2347286,2358297,2348353,2355748,2349615,2357313,4.209,2.013,8.473,321.0,400,51.7234,39.7560,H2908_0000_DA4,150,,,
2359591,2359661,2358449,2362689,2357307,2364610,2359060,2362381,2359750,2363015,5.453,0.938,5.117,335.2,401,51.9402,39.8600,H2908_0000_DA4,150,,,
2363451,2360496,2360944,2362808,2358438,2364954,2361212,2362464,2361875,2363158,6.715,0.960,6.449,311.6,402,51.9951,39.8620,H2908_0000_DA4,150,,,
2366311,2362233,2364781,2364823,2363251,2367532,2364159,2364402,2364804,2365185,6.121,1.014,6.210,330.0,403,52.0796,39.8960,H2908_0000_DA4,150,ESP_028127_2205,,
2368527,2365997,2366289,2367431,2364050,2370105,2365335,2367094,2365780,2367734,6.078,0.780,4.740,312.5,404,52.1128,39.9400,H2908_0000_DA4,150,ESP_028127_2205,,
2365735,2401218,2364050,2401396,2362365,2400797,2363905,2401058,2363859,2401680,3.370,0.624,2.103,262.9,405,52.0635,40.5130,H5335_0000_DA4,100,,,
2359759,2408455,2358113,2408924,2356467,2409007,2358320,2408544,2358361,2409339,3.307,0.795,2.630,279.6,406,51.9328,40.6400,H5335_0000_DA4,100,,,
2346609,2412291,2346621,2410050,2346632,2408337,2346986,2410091,2346346,2410003,3.953,0.640,2.531,179.7,407,51.6797,40.6590,H5335_0000_DA4,100,,,
2336193,2411378,2337805,2410109,2339417,2406126,2338808,2410755,2338195,2409511,6.146,1.385,8.511,148.7,408,51.4855,40.6600,H1523_0000_DA4,75,,,
2335934,2409712,2337610,2408094,2339285,2405966,2339308,2408455,2337986,2407744,5.006,1.490,7.457,138.4,409,51.4812,40.6260,H1523_0000_DA4,75,,,
2352762,2412018,2353765,2411650,2354769,2411348,2353784,2411828,2353706,2411419,2.096,0.416,0.872,108.6,410,51.8370,40.6860,H5335_0000_DA4,100,,,
2352598,2413707,2354106,2413369,2355613,2413043,2354406,2413737,2354260,2413014,3.056,0.737,2.253,102.5,411,51.8445,40.7150,H5335_0000_DA4,100,,,
2350124,2416238,2352807,2416333,2355491,2416025,2353021,2416706,2352962,2415966,5.311,0.743,3.947,92.3,412,51.8159,40.7650,H5335_0000_DA4,100,,,
2344230,2417714,2344550,2419534,2344870,2421597,2344239,2419688,2344938,2419427,3.933,0.738,2.904,9.2,413,51.6341,40.8190,H5335_0000_DA4,100,,,
2342046,2417139,2342184,2419415,2342323,2423446,2342032,2419107,2342831,2419670,6.312,0.970,6.121,2.5,414,51.5820,40.8170,H2908_0000_DA4,150,,,
2328773,2678185,2330270,2677616,2331766,2677290,2330358,2678072,2330204,2677159,2.895,0.924,2.675,108.0,415,51.3196,45.1730,H3289_0000_DA4,100,,,
2281895,2730631,2284088,2730607,2286281,2730542,2284111,2731094,2284088,2730068,3.974,1.026,4.075,91.2,416,50.3025,46.0670,H1523_0000_DA4,75,,,
2282013,2728906,2283898,2727822,2285782,2727419,2284175,2728391,2283879,2727247,3.726,1.175,4.377,113.5,417,50.2983,46.0200,H1523_0000_DA4,75,,,
2281836,2724710,2280733,2723850,2279629,2723423,2280883,2723542,2280783,2724135,2.380,0.600,1.427,237.3,418,50.2286,45.9530,H1523_0000_DA4,75,,,
2305030,2376732,2306969,2376678,2308908,2376530,2307091,2377224,2307091,2376186,3.877,1.037,4.022,93.0,419,50.8064,40.0960,H1523_0000_DA4,75,,,
2316327,2374402,2316893,2375493,2317458,2376417,2316668,2375694,2317122,2375315,2.310,0.591,1.366,29.3,420,51.0250,40.0760,H1523_0000_DA4,75,,,
2305847,2409860,2306939,2411295,2308031,2412913,2306292,2411858,2307555,2410755,3.741,1.666,6.233,35.3,421,50.8058,40.6800,H1523_0000_DA4,75,,,
2303186,2409528,2304451,2410524,2305716,2411911,2304499,2410797,2304776,2410281,3.457,0.584,2.019,46.4,422,50.7510,40.6670,H1523_0000_DA4,75,,,
2304894,2440410,2305282,2442770,2305670,2444346,2304562,2442924,2305384,2442610,4.009,0.866,3.472,11.0,423,50.7693,41.2110,H1523_0000_DA4,75,"ESP_020558_2215, ESP_020835_2215, ESP_027494_2215",ESP_020835_2215_ESP_020558_2215_RED_ANAGLYPH,
2300149,2437251,2301647,2441169,2303146,2444951,2301370,2441187,2302655,2441104,8.243,1.265,10.429,20.9,424,50.6892,41.1840,H1523_0000_DA4,75,,,
2296780,2440956,2298621,2442651,2300462,2444228,2298641,2443131,2299486,2442171,4.877,1.269,6.188,47.8,425,50.6226,41.2090,H1523_0000_DA4,75,,,
2291726,2445271,2293499,2446741,2295272,2450072,2293901,2447097,2294695,2446427,5.928,1.028,6.093,35.9,426,50.5098,41.2780,H1523_0000_DA4,75,,,
2282790,2449118,2283289,2451187,2283789,2452740,2282567,2451264,2283657,2451056,3.751,1.088,4.081,15.1,427,50.2849,41.3530,H1523_0000_DA4,75,,,
2285428,2485631,2287358,2485032,2289287,2484167,2287480,2485542,2287171,2484558,4.024,1.029,4.139,111.3,428,50.3745,41.9240,H1523_0000_DA4,75,,,
2293056,2507871,2294475,2503289,2295894,2499276,2295050,2503562,2294296,2502981,9.021,0.932,8.406,162.3,429,50.5313,42.2320,H1523_0000_DA4,75,"ESP_018857_2225, ESP_019358_2225",ESP_018857_2225_ESP_019358_2225_RED_ANAGLYPH,
2284828,2504978,2284020,2501866,2283212,2500059,2285010,2501653,2284274,2502115,5.162,0.848,4.379,197.6,430,50.3010,42.2080,H1523_0000_DA4,75,,,
2282880,2516442,2281212,2519056,2279543,2521475,2280319,2518831,2281259,2519323,5.970,1.030,6.147,327.5,431,50.2392,42.4980,H1523_0000_DA4,75,ESP_023604_2230,,
2285428,2515701,2283909,2520775,2282390,2523804,2283503,2520538,2284288,2521012,8.614,0.892,7.684,340.2,432,50.2986,42.5270,H1523_0000_DA4,75,"ESP_023604_2230, ESP_035287_2225",,
2290718,2518973,2291832,2520064,2292947,2521012,2291540,2520698,2292212,2519376,2.960,1.471,4.355,46.4,433,50.4731,42.5150,H1523_0000_DA4,75,ESP_035287_2225,,
2254210,2491968,2255091,2493035,2255972,2494457,2254247,2493793,2255586,2492217,3.019,2.042,6.165,34.4,434,49.6639,42.0590,H1523_0000_DA4,75,,,
2250542,2493390,2250403,2494279,2250265,2495210,2250119,2494256,2250755,2494356,1.839,0.624,1.148,351.6,435,49.5607,42.0800,H1523_0000_DA4,75,,,
2257484,2485892,2258547,2487700,2259609,2489537,2258315,2488002,2258869,2487368,4.188,0.831,3.482,29.5,436,49.7400,41.9690,H1523_0000_DA4,75,"ESP_025305_222, ESP_025582_2225",ESP_025582_2225_ESP_025305_2225_RED_ANAGLYPH,
2259546,2484446,2260481,2486099,2261417,2487409,2259864,2486485,2260699,2485690,3.476,1.135,3.946,31.5,437,49.7826,41.9420,H1523_0000_DA4,75,"ESP_025305_222, ESP_025582_2225",ESP_025582_2225_ESP_025305_2225_RED_ANAGLYPH,
2247427,2490741,2244489,2492145,2241551,2493242,2244543,2491636,2244743,2492667,6.221,1.049,6.528,293.8,438,49.4304,42.0440,H1523_0000_DA4,75,,,
2244066,2486443,2243192,2483610,2242318,2481304,2243867,2483592,2243326,2483663,5.412,0.530,2.867,198.3,439,49.4019,41.9000,H1523_0000_DA4,75,,,
2235730,2644932,2235737,2646556,2235743,2647712,2234899,2646467,2236774,2646609,2.780,1.747,4.857,0.3,440,49.2377,44.6490,H1523_0000_DA4,75,,,
2208717,2688042,2209548,2690716,2210379,2693946,2208095,2691717,2211887,2689749,6.097,3.994,24.350,14.5,441,48.6609,45.3940,H1523_0000_DA4,75,,,
2237219,2891710,2235462,2891953,2233705,2892202,2235498,2891135,2235666,2892813,3.062,1.684,5.156,279.3,442,49.2316,48.7890,H1523_0000_DA4,75,,,
2238114,2893637,2236368,2893969,2234622,2894792,2236107,2893115,2236443,2894840,3.216,1.749,5.623,291.1,443,49.2516,48.8230,H1523_0000_DA4,75,,,
2240843,2730702,2241751,2727703,2242659,2725954,2242396,2727952,2241506,2727430,5.025,0.961,4.827,160.9,444,49.3701,46.0180,H1523_0000_DA4,75,PSP_010431_2265,,
2236229,2730098,2236329,2727644,2236429,2725320,2237650,2727839,2236942,2727460,4.781,0.746,3.565,177.8,445,49.2507,46.0170,H1523_0000_DA4,75,"PSP_010431_2265, ESP_025727_2265_RED",,
2239934,2735741,2240600,2737365,2241265,2738835,2240112,2737649,2240997,2737068,3.319,0.989,3.282,21.2,446,49.3448,46.1810,H1523_0000_DA4,75,PSP_010431_2265,,
2233337,2465863,2234286,2465709,2235235,2465561,2234322,2466094,2234268,2465282,1.877,0.814,1.528,99.3,447,49.2057,41.5980,H1523_0000_DA4,75,,,
2226630,2392303,2227695,2394520,2228760,2396298,2227452,2394882,2228360,2394099,4.521,1.195,5.401,27.9,448,49.0606,40.3970,H1523_0000_DA4,75,"ESP_019635_220, ESP_019780_2205",ESP_019635_2205_ESP_019780_2205_RED_ANAGLYPH,
2221640,2393755,2222950,2396298,2224260,2398817,2222575,2396731,2223747,2395806,5.692,1.487,8.462,27.2,449,48.9561,40.4270,H1523_0000_DA4,75,ESP_019780_2205,,
2212286,2396938,2213174,2399084,2214062,2401449,2212440,2399570,2214062,2398616,4.843,1.871,9.062,21.3,450,48.7408,40.4740,H1523_0000_DA4,75,,,
2203849,2413464,2204061,2412243,2204272,2411176,2204235,2412362,2203659,2412160,2.326,0.605,1.408,169.6,451,48.5401,40.6960,H1523_0000_DA4,75,ESP_019490_2210,,
2201180,2435983,2199016,2440339,2196852,2445271,2197742,2439569,2199913,2441074,10.215,2.611,26.666,335.4,452,48.4290,41.1700,H1523_0000_DA4,75,,,
2209171,2440873,2209171,2442414,2209171,2443896,2208840,2442432,2209494,2442432,3.023,0.642,1.941,0.0,453,48.6526,41.2050,H1523_0000_DA4,75,,,
2198918,2498701,2199116,2497776,2199313,2496816,2199672,2497919,2198605,2497599,1.923,1.081,2.080,168.5,454,48.4312,42.1390,H1523_0000_DA4,75,,,
2188838,2536655,2188988,2535534,2189138,2534385,2189328,2535588,2188606,2535440,2.288,0.707,1.619,172.8,455,48.2081,42.7760,H1545_0000_DA4,75,,,
2203527,2525760,2203927,2527592,2204326,2530046,2203464,2527698,2204372,2527467,4.353,0.902,3.927,10.1,456,48.5371,42.6420,H1523_0000_DA4,75,,,
2198850,2554325,2197958,2555629,2197066,2557146,2197588,2555137,2198428,2556061,3.294,1.223,4.029,328.9,457,48.4057,43.1150,H1523_0000_DA4,75,,,
2186767,2544485,2187505,2544900,2188243,2545297,2187507,2545457,2187798,2544384,1.627,1.108,1.803,60.1,458,48.1755,42.9340,H1545_0000_DA4,75,,,
2200003,2574241,2201976,2574359,2203949,2574573,2202097,2575106,2202233,2573601,3.755,1.511,5.674,84.9,459,48.4942,43.4310,H1523_0000_DA4,75,,,
2201511,2576932,2202530,2577145,2203550,2577436,2202651,2577596,2202941,2576730,1.996,0.908,1.812,75.4,460,48.5064,43.4780,H1523_0000_DA4,75,,,
2224791,2462229,2225179,2460493,2225568,2458946,2225777,2460582,2225100,2460392,3.370,0.688,2.319,167.0,461,49.0052,41.5100,H1523_0000_DA4,75,,,
2228206,2461133,2229352,2460018,2230499,2458815,2229668,2460540,2229182,2459527,3.224,1.119,3.609,135.9,462,49.0971,41.5020,H1523_0000_DA4,75,,,
2193637,2421045,2194259,2415681,2194882,2412130,2196035,2415314,2194573,2416066,8.999,1.630,14.668,172.1,463,48.3242,40.7540,H1545_0000_DA4,75,,,
2174131,2395285,2173554,2399025,2172977,2402321,2173486,2399220,2174639,2398788,7.128,1.224,8.727,350.8,464,47.8682,40.4730,H1545_0000_DA4,75,,,
2176292,2426949,2177427,2425876,2178562,2424720,2177663,2426297,2177255,2425503,3.159,0.891,2.814,134.8,465,47.9535,40.9260,H1545_0000_DA4,75,,,
2172741,2425331,2172160,2422320,2171579,2420251,2172764,2422231,2172164,2422432,5.208,0.625,3.255,192.7,466,47.8375,40.8660,H1545_0000_DA4,75,,,
2170993,2427613,2169074,2428840,2167156,2430280,2168609,2428425,2168931,2429308,4.627,0.939,4.343,305.2,467,47.7696,40.9760,H1545_0000_DA4,75,,,
2180923,2400121,2180642,2401514,2180360,2402552,2180247,2401396,2181023,2401609,2.494,0.800,1.994,347.1,468,48.0243,40.5150,H1545_0000_DA4,75,,,
2196498,2899297,2197390,2898533,2198283,2897673,2197465,2898829,2197188,2898254,2.232,0.622,1.389,136.7,469,48.3932,48.9000,H1523_0000_DA4,75,ESP_016233_2295,,
2194682,2898035,2195778,2897347,2196875,2896630,2196298,2897744,2195821,2896891,2.349,0.947,2.223,126.7,470,48.3577,48.8800,H1523_0000_DA4,75,ESP_016233_2295,,
2194704,2900424,2192421,2899363,2190137,2898023,2192330,2898657,2191776,2900074,4.596,1.494,6.867,238.5,471,48.2837,48.9140,H1523_0000_DA4,75,,,
2149075,2564994,2148802,2568491,2148530,2571680,2149484,2568539,2150782,2568491,6.706,1.234,8.275,355.6,472,47.3231,43.3320,H1545_0000_DA4,75,,,
