HeadX,HeadY,CentreX,CentreY,TerminiX,TerminiY,LeftMidChX,LeftMidChY,RightMidChX,RightMidChY,Length_km,Width_km,Area_kmsq,Orientation,CatNumber,CentreLong,CentreLat,DTMtile,DTMres,HiRISE,HiRISEANAGLYPH,HiRISEDTM
906942,2420494,908529,2422142,910116,2424228,908450,2422664,909072,2421597,4.874,1.231,6.000,40.0,689,20.0086,40.8630,H5231_0000_DA4,75,,,
921908,2341973,922844,2341588,923779,2341345,922939,2341943,922735,2341179,1.986,0.792,1.573,108.4,690,20.3238,39.5040,H5213_0000_DA4,75,,,
904904,2326864,905292,2329140,905680,2331060,905657,2329270,906901,2328980,4.269,1.290,5.507,10.6,691,19.9373,39.2940,H5213_0000_DA4,75,,,
850075,2186406,848113,2187711,846151,2188114,848013,2187331,848413,2188054,4.437,0.835,3.704,292.7,692,18.6780,36.9080,H5249_0000_DA4,75,ESP_025926_2170,,
848921,2182844,845940,2181546,842959,2182820,844862,2181054,845261,2182068,6.230,1.096,6.829,269.8,693,18.6302,36.8040,H5249_0000_DA4,75,ESP_025926_2170,,
847059,2174249,842657,2173129,838255,2177349,841829,2172483,842646,2173787,9.721,1.560,15.163,288.7,694,18.5579,36.6620,H5249_0000_DA4,75,ESP_025926_2170,,
838945,2171446,838257,2173959,837569,2177171,837438,2173988,838146,2173935,5.904,0.744,4.390,345.9,695,18.4610,36.6760,H5249_0000_DA4,75,ESP_025926_2170,,
843377,2466242,842153,2465412,840930,2464328,842283,2465152,841969,2465703,3.062,0.630,1.930,231.3,696,18.5468,41.5930,H5249_0000_DA4,75,ESP_019768_2220,,
834922,2452070,835962,2453261,837002,2454269,835740,2453593,836094,2452971,2.997,0.712,2.135,42.8,697,18.4104,41.3880,H5249_0000_DA4,75,ESP_019768_2220,,
838777,2052689,837919,2052979,837061,2053127,837769,2052706,837855,2053228,1.895,0.530,1.004,283.4,698,18.4535,34.6350,H5249_0000_DA4,75,ESP_032506_2150,,
769881,2253606,770272,2251727,770662,2250702,770844,2251840,770172,2251656,3.013,0.715,2.156,164.5,699,16.9637,37.9880,H5267_0000_DA4,75,,,
773609,2253405,773496,2252024,773382,2250471,773595,2252012,772982,2252047,2.943,0.632,1.859,184.6,700,17.0347,37.9930,H5267_0000_DA4,75,,,
774522,2252853,774426,2251786,774331,2250791,774867,2251626,774313,2251899,2.072,0.632,1.309,185.4,701,17.0552,37.9890,H5267_0000_DA4,75,,,
776066,2251840,776013,2251075,775961,2250370,776488,2251022,775657,2251134,1.474,0.862,1.271,184.2,702,17.0902,37.9770,H5267_0000_DA4,75,,,
771974,2227318,772074,2228551,772174,2229529,771766,2228575,772369,2228533,2.220,0.626,1.390,5.3,703,17.0034,37.5970,H5267_0000_DA4,75,,,
770063,2226921,769972,2228729,769881,2230566,769740,2228806,770517,2228652,3.650,0.818,2.985,357.1,704,16.9571,37.6000,H5267_0000_DA4,75,,,
773881,2223186,774676,2224046,775471,2224929,774349,2224443,774926,2223690,2.397,0.961,2.303,43.3,705,17.0607,37.5210,H5267_0000_DA4,75,,,
776874,2219784,777312,2220371,777750,2221058,777228,2220478,777537,2220240,1.565,0.398,0.623,35.5,706,17.1188,37.4590,H5267_0000_DA4,75,,,
811251,2019667,803934,2015873,796617,2010870,804045,2015180,803514,2016543,18.116,1.479,26.803,241.0,707,17.7051,34.0090,H5267_0000_DA4,75,PSP_006134_2145,,
812096,1987398,806298,1985643,800499,1985068,805112,1985050,804835,1986242,12.835,1.229,15.773,259.6,708,17.7571,33.4990,H5267_0000_DA4,75,,,
800753,2023567,802041,2023697,803328,2022749,802256,2024059,802138,2023330,2.900,0.740,2.146,106.4,709,17.6634,34.1410,H5267_0000_DA4,75,"PSP_006134_2145, ESP_032572_2145",,
801085,2022808,801898,2022986,802710,2022654,802107,2023223,802075,2022791,1.763,0.434,0.765,95.0,710,17.6602,34.1290,H5267_0000_DA4,75,"PSP_006134_2145, ESP_032572_2145",,
786954,1952692,788067,1951442,789179,1950713,788026,1951708,787708,1951204,3.140,0.612,1.923,129.1,711,17.3556,32.9220,H5267_0000_DA4,75,,,
749793,2443623,749073,2445852,748354,2449065,747087,2445532,748572,2446136,5.621,1.577,8.867,345.5,712,16.4969,41.2630,H5267_0000_DA4,75,,,
757730,2250731,759599,2249890,761467,2249907,759705,2250340,759814,2249475,3.933,0.873,3.432,102.1,713,16.7287,37.9570,H5267_0000_DA4,75,,,
750955,2246796,752070,2245681,753185,2245071,752086,2245912,751877,2245480,2.872,0.483,1.388,126.9,714,16.5629,37.8860,H5267_0000_DA4,75,,,
690818,2214248,693788,2211420,696758,2208344,693634,2212049,693143,2210804,8.537,1.345,11.480,133.7,715,15.2793,37.3080,H5285_0000_DA4,75,"ESP_016076_2175, ESP_016221_2175",ESP_016076_2175_ESP_016221_2175_RED_ANAGLYPH,
680130,2203685,683910,2199328,687690,2198908,684452,2200099,684452,2198504,9.204,1.594,14.675,121.2,716,15.0618,37.1040,H5303_0000_DA4,75,"ESP_034695_2175, ESP_034972_2175, ESP_035618_2175",ESP_034972_2175_ESP_034695_2175_RED_ANAGLYPH,
707156,2173064,705194,2173603,703233,2174510,705162,2173034,705340,2174166,4.355,1.147,4.995,289.4,717,15.5305,36.6700,H5285_0000_DA4,75,ESP_033785_2175,,
711261,2171849,707580,2171410,703900,2169448,708046,2170835,707424,2171991,8.076,1.327,10.716,252.8,718,15.5831,36.6330,H5285_0000_DA4,75,ESP_033785_2175,,
717690,2344160,718337,2344670,718984,2344925,718285,2344812,718430,2344480,1.510,0.363,0.548,59.6,719,15.8200,39.5560,H5285_0000_DA4,75,,,
731058,2206032,727444,2208635,723829,2211154,728797,2208024,728642,2209269,9.090,1.255,11.408,304.3,720,16.0205,37.2610,H5285_0000_DA4,75,,,
634854,2217751,634834,2206441,634813,2192921,636675,2206406,632684,2206465,24.829,4.149,103.015,180.1,721,13.9810,37.2240,H5321_0000_DA4,100,,,
628425,2213916,629723,2215688,631022,2216465,629137,2216162,629823,2215202,3.709,1.195,4.432,46.6,722,13.8684,37.3800,H5321_0000_DA4,100,,,
599968,2465051,601121,2466065,602275,2468916,600613,2466414,601289,2465750,4.472,0.936,4.188,30.2,723,13.2385,41.6040,H5339_0000_DA4,75,"ESP_019188_2220, ESP_028379_2220",,
558321,2156449,563631,2169513,568941,2181979,559606,2169993,561912,2169009,27.849,2.610,72.681,23.5,724,12.4129,36.6010,H5339_0000_DA4,75,ESP_036106_2170,,
567856,2170924,569030,2176567,570204,2180823,566458,2176739,568764,2176419,10.199,2.435,24.830,13.9,725,12.5318,36.7200,H5339_0000_DA4,75,"ESP_036106_2170, ESP_016775_2175, ESP_025557_2175",,
574726,2160604,575891,2160266,577056,2159792,576170,2160663,575902,2159822,2.577,0.887,2.287,108.3,726,12.6829,36.4450,H5339_0000_DA4,75,ESP_036106_2170,,
583276,2165435,582439,2164001,581601,2162371,582554,2163847,582123,2164149,3.533,0.544,1.923,209.9,727,12.8271,36.5080,H5339_0000_DA4,75,"ESP_036106_2170, ESP_026902_2170, PSP_005343_2170",,
-374844,-2229215,-375183,-2229677,-375521,-2230080,-375085,-2229825,-375267,-2229570,1.113,0.317,0.352,218.9,728,-8.2627,-37.6160,none,none,"ESP_013941_1420, ESP_027035_1420, ESP_028723_1420",,
-379122,-2227768,-379076,-2228373,-379031,-2228954,-378731,-2228331,-379122,-2228403,1.189,0.410,0.488,175.5,729,-8.3484,-37.5940,none,none,"ESP_013941_1420, ESP_027035_1420, ESP_028723_1420",,
-749448,-2320598,-749278,-2321316,-749107,-2322063,-749007,-2321221,-749561,-2321393,1.504,0.586,0.882,166.8,730,-16.5014,-39.1620,H2665_0001_DA4,125,ESP_029765_1405,,
-763188,-1842886,-762430,-1843799,-761672,-1844492,-762543,-1843502,-762870,-1844125,2.335,0.722,1.685,133.5,731,-16.7910,-31.1060,H6395_0000_DA4,100,ESP_027088_1485,,
-1061481,-2441886,-1070669,-2436783,-1079857,-2434679,-1068773,-2437542,-1068773,-2435983,19.451,1.559,30.320,291.6,732,-23.5794,-41.1100,none,none,ESP_029462_1385,,
-1171125,-2404028,-1170405,-2404715,-1169686,-2405646,-1169976,-2404579,-1170371,-2404893,2.158,0.502,1.083,138.6,733,-25.7759,-40.5690,none,none,,,
-1173491,-2413002,-1172319,-2413191,-1171148,-2413245,-1172224,-2412723,-1172301,-2413636,2.331,0.916,2.135,96.0,734,-25.8180,-40.7120,none,none,,,
-1292126,-2287067,-1292782,-2281365,-1293438,-2271845,-1297071,-2282758,-1292616,-2279948,15.280,5.349,81.725,355.0,735,-28.4710,-38.4880,H0478_0000_DA4,125,PSP_010276_1410,,
-1381723,-3112977,-1376102,-3115478,-1370480,-3120854,-1373786,-3114020,-1375048,-3116913,11.898,3.061,36.419,131.6,736,-30.3059,-52.5600,H2438_0000_DA4,100,"ESP_029581_1275, ESP_031928_1275, ESP_032495_1275, PSP_002655_1280, PSP_002866_1280, PSP_003156_1280, PSP_003855_1275, PSP_003934_1275","PSP_002655_1280_PSP_003156_1280_RED_ANAGLYPH, PSP_003855_1275_PSP_003934_1275_RED_ANAGLYPH",DTEEC_003934_1275_003855_1275_A01
-1345584,-3198042,-1351082,-3205576,-1356581,-3214657,-1348599,-3205570,-1352277,-3205623,18.625,2.817,52.467,206.8,737,-29.7549,-54.0800,H0376_0000_DA4,50,PSP_006268_1260,,
-1402320,-2493082,-1407053,-2496235,-1411787,-2499015,-1407196,-2497539,-1408372,-2494878,10.920,2.895,31.611,237.0,738,-30.9876,-42.1130,H2460_0001_DA4,100,,,
-1400558,-2538380,-1401312,-2541106,-1402065,-2542950,-1401121,-2541533,-1402342,-2540668,4.792,1.454,6.968,197.5,739,-30.8611,-42.8700,H2460_0001_DA4,100,,,
-1390182,-2537917,-1392394,-2539624,-1394605,-2541924,-1392430,-2540158,-1393129,-2539103,5.828,1.249,7.282,226.5,740,-30.6647,-42.8450,H2438_0000_DA4,100,,,
-1467084,-2899730,-1468503,-2898711,-1469922,-2897561,-1469300,-2899671,-1467724,-2897792,3.261,2.315,7.549,311.7,741,-32.3409,-48.9030,H2460_0001_DA4,100,,,
-1493402,-2817071,-1488768,-2817860,-1484134,-2819531,-1488566,-2816259,-1489256,-2819413,8.528,3.211,27.387,106.8,742,-32.7872,-47.5390,H2493_0000_DA4,75,"ESP_033339_1330, ESP_034829_1325, ESP_035040_1325, ESP_035396_1320, ESP_035818_1320, PSP_006901_1325",,
-1570512,-2656336,-1571969,-2655981,-1573427,-2655234,-1572228,-2656757,-1571733,-2655163,2.916,1.659,4.838,292.2,743,-34.6195,-44.8080,H2493_0000_DA4,75,ESP_017265_1345,,
-1590886,-3275437,-1595788,-3268822,-1600689,-3261946,-1596916,-3270167,-1593683,-3267447,15.345,3.636,55.789,331.4,744,-35.1441,-55.1470,H2515_0000_DA4,75,"ESP_029568_1245, PSP_003842_1245, PSP_004897_1245, PSP_005319_1245",PSP_005319_1245_PSP_003842_1245_RED_ANAGLYPH,
-1705117,-2407572,-1707398,-2405782,-1709680,-2403897,-1707855,-2406588,-1707024,-2404940,5.828,1.842,10.737,309.1,745,-37.6021,-40.5870,H0544_0000_DA4,150,"ESP_022856_1395, PSP_005187_1390",,
-1705348,-2403595,-1706515,-2403885,-1707682,-2404134,-1706583,-2404383,-1706801,-2403364,2.377,1.042,2.477,256.9,746,-37.5826,-40.5550,H0544_0000_DA4,150,PSP_005187_1390,,
-1709448,-2146941,-1710347,-2147463,-1711247,-2147173,-1710325,-2147765,-1710316,-2147190,1.908,0.575,1.097,263.0,747,-37.6670,-36.2290,H0533_0000_DA4,150,ESP_016408_1435,,
-1707632,-2149170,-1708459,-2149893,-1709285,-2150445,-1708209,-2150172,-1708440,-2149591,2.156,0.630,1.358,233.8,748,-37.6254,-36.2700,H0533_0000_DA4,150,ESP_016408_1435,,
-1722076,-2504866,-1724571,-2504652,-1727066,-2505672,-1724360,-2505500,-1724514,-2503822,4.887,1.684,8.231,260.5,749,-37.9803,-42.2550,H0383_0000_DA4,75,,,
-1787617,-2356068,-1785937,-2356881,-1784257,-2358439,-1785342,-2356110,-1786150,-2357633,4.121,1.726,7.113,125.1,750,-39.3317,-39.7620,H0544_0000_DA4,150,,,
-1789796,-2358096,-1789399,-2359666,-1789002,-2361249,-1788625,-2359269,-1790586,-2360004,3.252,2.100,6.829,165.8,751,-39.4080,-39.8090,H0544_0000_DA4,150,,,
-1798923,-2356472,-1800035,-2356999,-1801148,-2357776,-1799899,-2357515,-1800262,-2356501,2.585,1.077,2.785,239.7,752,-39.6422,-39.7640,H0544_0000_DA4,150,,,
-1788080,-2377473,-1787199,-2377449,-1786318,-2377301,-1787249,-2376809,-1787117,-2378036,1.767,1.234,2.181,84.4,753,-39.3595,-40.1090,H0544_0000_DA4,150,,,
-1854751,-2136971,-1854156,-2137979,-1853561,-2138969,-1853530,-2137766,-1854351,-2138157,2.359,0.951,2.244,147.9,754,-40.8341,-36.0690,H4376_0000_DA4,100,ESP_024689_1435,,
-1822380,-2222558,-1823422,-2225231,-1824464,-2228533,-1822412,-2225480,-1823588,-2224929,6.352,1.336,8.488,199.8,755,-40.1573,-37.5410,H4365_0001_DA4,75,"ESP_029067_1425, ESP_030056_1420",,
-1824219,-2223234,-1825277,-2223868,-1826335,-2224828,-1824764,-2224739,-1825550,-2222973,2.709,1.945,5.269,233.9,756,-40.1981,-37.5180,H4365_0001_DA4,75,"ESP_029067_1425, ESP_030056_1420",,
-1938291,-2260369,-1938064,-2263345,-1937837,-2264999,-1937492,-2263250,-1938336,-2263381,4.652,0.876,4.077,174.3,757,-42.6820,-38.1840,H2625_0000_DA4,150,"ESP_013639_1415, ESP_013850_1415, ESP_028421_1415, ESP_028777_1415, ESP_029344_1415, ESP_036293_1415, PSP_008312_1415",ESP_013850_1415_ESP_013639_1415_RED_ANAGLYPH,DTEEC_013639_1415_013850_1415_A01
-1945788,-2260180,-1946185,-2260974,-1946582,-2261976,-1945474,-2261371,-1946673,-2260530,1.973,1.491,2.941,204.4,758,-42.8609,-38.1440,H2625_0000_DA4,150,,,
-1940307,-2240619,-1938057,-2242362,-1935807,-2245420,-1937492,-2241745,-1938223,-2242960,6.676,1.430,9.545,136.0,759,-42.6819,-37.8300,H2625_0000_DA4,150,"ESP_013639_1415, ESP_013850_1415, ESP_028421_1415, ESP_028777_1415, ESP_029344_1415, ESP_036293_1415, PSP_008312_1415",ESP_013850_1415_ESP_013639_1415_RED_ANAGLYPH,DTEEC_013639_1415_013850_1415_A01
-1984774,-2164339,-1986416,-2165779,-1988057,-2166970,-1985914,-2166087,-1986450,-2165465,4.334,0.839,3.634,232.6,760,-43.7469,-36.5380,H2625_0000_DA4,150,,,
-1994641,-2158678,-1994911,-2159437,-1995181,-2160462,-1994596,-2159620,-1995172,-2159300,1.872,0.685,1.282,197.6,761,-43.9340,-36.4310,H2625_0000_DA4,150,,,
-2175915,-2288632,-2174562,-2288181,-2173209,-2287476,-2174339,-2287968,-2174208,-2288359,2.993,0.414,1.238,67.3,762,-47.8904,-38.6030,H2669_0000_DA4,200,,,
-2180878,-2284714,-2179566,-2283973,-2178254,-2283570,-2179670,-2283801,-2179539,-2284162,2.914,0.386,1.124,66.9,763,-48.0006,-38.5320,H2669_0000_DA4,200,,,
-2182208,-2305098,-2180104,-2305726,-2177999,-2306853,-2179784,-2305317,-2179961,-2306141,4.622,0.843,3.897,112.3,764,-48.0125,-38.8990,H2669_0000_DA4,200,,,
-2155355,-2118039,-2155632,-2118893,-2155909,-2119687,-2155686,-2118958,-2156000,-2118792,1.749,0.371,0.649,199.6,765,-47.4735,-35.7470,H2669_0000_DA4,200,,,
-2150710,-2119610,-2151463,-2120197,-2152217,-2120932,-2151563,-2120286,-2151709,-2120084,2.073,0.254,0.526,230.4,766,-47.3817,-35.7690,H2669_0000_DA4,200,,,
-2301593,-2834723,-2299563,-2833627,-2297533,-2832406,-2300240,-2832435,-2299218,-2834783,4.247,2.512,10.670,57.0,767,-50.6433,-47.8050,none,none,,,
-2313875,-2746031,-2312534,-2744656,-2311192,-2743915,-2312654,-2744436,-2312468,-2744816,3.214,0.415,1.333,48.9,768,-50.9290,-46.3040,none,none,"ESP_016725_1340, PSP_003170_1330, PSP_003302_1330, PSP_004937_1330",PSP_003302_1330_PSP_003170_1330_RED_ANAGLYPH,
-2294164,-2715202,-2292230,-2716559,-2290295,-2717739,-2291017,-2715842,-2292371,-2717330,4.338,1.931,8.376,125.8,769,-50.4818,-45.8300,none,none,,,
-2294432,-2754074,-2292825,-2753843,-2291217,-2752889,-2292834,-2752978,-2292393,-2754726,3.125,1.793,5.602,67.7,770,-50.4949,-46.4590,none,none,"PSP_003170_1330, PSP_003302_1330, PSP_004937_1330",PSP_003302_1330_PSP_003170_1330_RED_ANAGLYPH,
-2367996,-2764015,-2363673,-2765283,-2359350,-2766160,-2362365,-2761353,-2363651,-2769166,8.039,7.896,63.476,105.5,771,-52.0552,-46.6520,H0394_0000_DA4,75,"ESP_014180_1335, ESP_019982_1335, ESP_030663_1335, PSP_005359_1330",,
-2341192,-2540377,-2339351,-2539743,-2337510,-2538812,-2339617,-2538380,-2339126,-2541100,3.856,2.761,10.646,66.1,772,-51.5196,-42.8470,H0394_0000_DA4,75,,,
-2323429,-2847313,-2321613,-2851409,-2319796,-2855476,-2321081,-2850787,-2322675,-2852002,8.754,1.846,16.157,158.8,773,-51.1289,-48.1050,none,none,,,
-2353575,-2454298,-2356456,-2455691,-2359337,-2455128,-2356590,-2456166,-2356490,-2455182,5.702,0.989,5.637,261.6,774,-51.8963,-41.4290,H0394_0000_DA4,75,,,
-2355913,-2451536,-2358036,-2452668,-2360159,-2454346,-2357620,-2453605,-2358374,-2451785,5.018,1.964,9.854,235.9,775,-51.9311,-41.3780,H0394_0000_DA4,75,,,
-2370344,-2335227,-2369669,-2339869,-2368995,-2344605,-2368618,-2339803,-2370280,-2339946,9.475,1.681,15.923,171.8,776,-52.1873,-39.4750,H0394_0000_DA4,75,,,
-2398069,-2370194,-2398868,-2370692,-2399667,-2371450,-2398546,-2371249,-2399145,-2370093,2.033,1.302,2.647,231.8,777,-52.8303,-39.9950,H0394_0000_DA4_(partial),75,,,
-2388870,-2388818,-2388727,-2390430,-2388584,-2391841,-2388570,-2390335,-2389269,-2390566,3.036,0.733,2.226,174.6,778,-52.6070,-40.3280,H0394_0000_DA4,75,,,
-2412695,-2648245,-2413780,-2648927,-2414865,-2649632,-2413489,-2649869,-2414179,-2647955,2.446,2.019,4.937,235.4,779,-53.1587,-44.6890,none,none,,,
-2471070,-2481073,-2473808,-2483076,-2476546,-2486775,-2473976,-2483936,-2474884,-2482175,7.798,1.969,15.356,223.0,780,-54.4807,-41.8910,H0416_0000_DA4,100,,,
-2477590,-2480000,-2477091,-2482899,-2476591,-2486745,-2475484,-2482578,-2476878,-2483242,6.815,1.509,10.280,171.8,781,-54.5530,-41.8880,H0416_0000_DA4,100,PSP_007706_1375,,
-2492997,-2755479,-2493120,-2754021,-2493242,-2752729,-2493951,-2754175,-2492180,-2753914,2.759,1.614,4.452,355.4,782,-54.9060,-46.4620,H0416_0000_DA4,100,,,
-2506079,-2129088,-2506040,-2130273,-2506002,-2131198,-2505657,-2130333,-2506224,-2130256,2.112,0.605,1.277,177.8,783,-55.1906,-35.9390,none,none,ESP_028817_1435,,
-2511832,-2132401,-2511305,-2133237,-2510778,-2134049,-2511155,-2133036,-2511523,-2133415,1.988,0.543,1.080,146.0,784,-55.3065,-35.9890,none,none,ESP_028817_1435,,
-2513462,-2133237,-2513389,-2134660,-2513317,-2136076,-2513062,-2134802,-2513494,-2134511,2.843,0.540,1.536,176.9,785,-55.3524,-36.0130,none,none,ESP_028817_1435,,
-2516345,-2135383,-2515623,-2136379,-2514901,-2137321,-2515392,-2135987,-2515968,-2136799,2.466,1.015,2.502,141.8,786,-55.4016,-36.0420,none,none,ESP_028817_1435,,
-2554433,-2599533,-2556097,-2599195,-2557761,-2599533,-2556154,-2599551,-2556185,-2598881,3.133,0.670,2.100,270.0,787,-56.2930,-43.8500,H0427_0000_DA4,75,,,
-2557816,-2593659,-2558597,-2593920,-2559378,-2594341,-2558715,-2594110,-2558715,-2593748,1.623,0.362,0.587,245.1,788,-56.3480,-43.7610,H0427_0000_DA4,75,,,
-2558460,-2590719,-2559225,-2591016,-2559991,-2591632,-2558969,-2591549,-2559246,-2590506,1.708,1.075,1.837,237.7,789,-56.3619,-43.7120,H0427_0000_DA4,75,,,
-2588888,-3008238,-2588522,-3006946,-2588157,-3005802,-2588978,-3006756,-2587825,-3007165,2.510,1.037,2.603,13.9,790,-57.0071,-50.7290,none,none,,,
-2594986,-3014142,-2596017,-3017556,-2597047,-3020591,-2595676,-3017758,-2597093,-3017355,6.668,1.234,8.227,194.7,791,-57.1721,-50.9080,none,none,,,
-2670480,-2975489,-2670702,-2972211,-2670925,-2969016,-2670611,-2972347,-2669948,-2972027,6.483,0.640,4.151,356.7,792,-58.8169,-50.1430,none,none,,,
-2673540,-2972158,-2671937,-2970255,-2670334,-2967789,-2672455,-2969668,-2671465,-2970854,5.127,1.446,7.415,31.6,793,-58.8441,-50.1100,none,none,,,
-2661180,-3001795,-2661319,-2999003,-2661457,-2995311,-2662511,-2999193,-2660590,-2998855,6.488,1.627,10.557,358.0,794,-58.6103,-50.5950,none,none,ESP_033485_1290,,
-2685714,-3013792,-2683718,-3016134,-2681722,-3018078,-2683230,-3015007,-2684601,-3017266,5.401,2.525,13.636,142.5,795,-59.1036,-50.8840,none,none,,,
-2696398,-3028842,-2687730,-3028759,-2679062,-3029364,-2688107,-3027105,-2687798,-3030407,14.219,3.311,47.082,92.3,796,-59.1919,-51.0970,none,none,,,
-2666956,-3096107,-2666534,-3091946,-2666111,-3087655,-2667178,-3091709,-2665489,-3092225,8.479,1.447,12.273,4.6,797,-58.7251,-52.1630,none,none,"AEB_000001_0150, ESP_011398_1275, ESP_013165_1275, ESP_013244_1275, ESP_028870_1275, PSP_002155_1270, PSP_003711_1275, PSP_003922_1275, PSP_004344_1275, PSP_004845_1275, PSP_005333_1275,  PSP_006902_1275","ESP_013165_1275_ESP_013244_1275_RED_ANAGLYPH, PSP_005333_1275_PSP_003711_1275_RED_ANAGLYPH",
-2673517,-3109130,-2668552,-3111388,-2663587,-3114221,-2667796,-3109533,-2668818,-3113238,9.392,3.792,35.617,122.9,798,-58.7696,-52.4910,none,none,"AEB_000001_0150, ESP_011398_1275, ESP_013165_1275, ESP_013244_1275, ESP_028870_1275, PSP_002155_1270, PSP_003711_1275, PSP_003922_1275, PSP_004344_1275, PSP_004845_1275, PSP_005333_1275,  PSP_006902_1275",,
-2676623,-3122733,-2671236,-3122058,-2665848,-3125395,-2670502,-3120416,-2670770,-3123717,8.928,3.308,29.536,107.4,799,-58.8287,-52.6710,none,none,"AEB_000001_0150, ESP_011398_1275, ESP_013165_1275, ESP_013244_1275, ESP_028870_1275, PSP_002155_1270, PSP_003711_1275, PSP_003922_1275, PSP_004344_1275, PSP_004845_1275, PSP_005333_1275,  PSP_006902_1275",,
-2699190,-2761525,-2700432,-2762734,-2701674,-2764193,-2699944,-2763262,-2700743,-2762225,3.475,1.261,4.381,219.8,800,-59.4717,-46.6090,none,none,,,
-2768345,-3003662,-2765419,-2999418,-2762492,-2995299,-2766947,-2997871,-2764177,-3001001,9.667,3.881,37.516,30.2,801,-60.9029,-50.6020,H2387_0000_DA4,75,,,
-2773422,-2995008,-2770396,-2992602,-2767369,-2989946,-2770893,-2991594,-2769739,-2993621,7.134,2.242,15.994,44.9,802,-61.0125,-50.4870,H2387_0000_DA4,75,,,
-2772577,-2989798,-2770716,-2989282,-2768854,-2988583,-2770693,-2988494,-2770384,-2990029,3.326,1.556,5.177,68.6,803,-61.0195,-50.4310,H2387_0000_DA4,75,,,
-2781781,-2995761,-2780982,-2991950,-2780183,-2988986,-2782158,-2991825,-2780982,-2992027,6.904,0.998,6.887,11.1,804,-61.2456,-50.4760,H2387_0000_DA4,75,,,
-2783911,-2988903,-2781550,-2988630,-2779189,-2988180,-2781513,-2987919,-2781291,-2989306,3.994,1.399,5.588,79.6,805,-61.2581,-50.4200,H2387_0000_DA4,75,,,
-2762379,-3176739,-2760760,-3174456,-2759141,-3172109,-2761226,-3174077,-2760163,-3174889,5.266,1.157,6.092,28.5,806,-60.8003,-53.5550,H2387_0000_DA4,75,,,
-2741451,-3017669,-2740543,-3014533,-2739635,-3010147,-2741937,-3014142,-2739321,-3014895,7.669,2.283,17.507,11.3,807,-60.3550,-50.8570,H2387_0000_DA4,75,,,
-2744952,-3011937,-2743135,-3011155,-2741319,-3009394,-2743667,-3010260,-2742913,-3011996,3.931,1.845,7.251,49.7,808,-60.4121,-50.8000,H2387_0000_DA4,75,,,
-3030653,-2895646,-3034313,-2909143,-3037972,-2920773,-3031983,-2909427,-3032828,-2908906,25.893,0.891,23.066,193.9,809,-66.8247,-49.0790,H2508_0000_DA4,100,,,
-3074530,-2183093,-3074491,-2184213,-3074453,-2185624,-3074166,-2184219,-3074775,-2184219,2.532,0.636,1.609,178.2,810,-67.7096,-36.8490,H2530_0001_DA4,125,,,
-3071605,-2182903,-3071440,-2183858,-3071274,-2184812,-3070974,-2183816,-3071474,-2183846,1.940,0.523,1.014,169.7,811,-67.6424,-36.8430,H2530_0001_DA4,125,,,
-3062492,-2191445,-3063362,-2191919,-3064231,-2192470,-3063546,-2192180,-3063700,-2191676,2.083,0.529,1.102,240.5,812,-67.4645,-36.9790,H2530_0001_DA4,125,,,
-3039966,-2392232,-3041092,-2391556,-3042218,-2391367,-3040974,-2391770,-3040888,-2391396,2.402,0.383,0.920,291.1,813,-66.9740,-40.3470,H2530_0001_DA4,125,,,
-3040711,-2394158,-3041857,-2394046,-3043004,-2394028,-3041764,-2394372,-3041728,-2393678,2.284,0.694,1.586,273.3,814,-66.9909,-40.3890,H2530_0001_DA4,125,,,
-3157806,-2971014,-3156287,-2973871,-3154769,-2975673,-3154750,-2973160,-3157189,-2974576,5.306,2.482,13.173,151.4,815,-69.5110,-50.1710,H2541_0000_DA4,100,,,
-3147499,-2966266,-3142897,-2967706,-3138295,-2968755,-3141955,-2966444,-3142377,-2968963,8.104,2.544,20.615,108.0,816,-69.2161,-50.0670,H2541_0000_DA4,100,,,
-3203304,-2167101,-3203016,-2169750,-3202727,-2172513,-3202305,-2169709,-3203104,-2169821,5.445,0.845,4.601,173.6,817,-70.5401,-36.6050,none,none,ESP_024611_1430,,
-3213834,-2168114,-3213523,-2170521,-3213212,-2172572,-3213148,-2170402,-3214011,-2170633,4.505,0.933,4.203,171.7,818,-70.7715,-36.6180,none,none,ESP_024611_1430,,
-3199222,-2169158,-3199867,-2169987,-3200512,-2171546,-3199989,-2170171,-3200421,-2169821,2.744,0.571,1.568,209.5,819,-70.4707,-36.6090,none,none,ESP_024611_1430,,
-3196343,-2172252,-3197008,-2172714,-3197674,-2173514,-3196829,-2172933,-3197083,-2172542,1.880,0.473,0.890,227.8,820,-70.4078,-36.6550,none,none,ESP_024611_1430,,
-3308340,-2157682,-3308235,-2158370,-3308131,-2159140,-3308054,-2158304,-3308471,-2158417,1.474,0.453,0.668,171.4,821,-72.8573,-36.4130,H2596_0001_DA4,125,,,
-3283874,-2204687,-3283725,-2205256,-3283575,-2206015,-3283497,-2205149,-3284106,-2205380,1.364,0.674,0.919,166.8,822,-72.3175,-37.2040,H2596_0001_DA4,125,,,
-3417857,-2100476,-3416626,-2102948,-3415396,-2104554,-3416504,-2102562,-3417167,-2103309,4.845,1.027,4.975,147.3,823,-75.2444,-35.4780,H2596_0001_DA4,125,,,
