CatNum,HiRISE_img,ContainsArr
343,"H2853_0000_ND3.JP2,H2864_0000_ND3.JP2,H2908_0000_ND3.JP2,H5281_0000_ND3.JP2,H5299_0000_ND3.JP2,HD366_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HG188_0000_ND3.JP2,HG957_0000_ND3.JP2,HG969_0000_ND3.JP2","1,1,1,1,0,1,1,1,1,1,1"
810,"H0526_0000_ND3.JP2,H2530_0001_ND3.JP2,HE088_0000_ND3.JP2,HE150_0000_ND3.JP2,HG455_0000_ND3.JP2,HG505_0000_ND3.JP2","1,1,1,1,1,1"
811,"H0526_0000_ND3.JP2,H2530_0001_ND3.JP2,HE088_0000_ND3.JP2,HE150_0000_ND3.JP2,HG455_0000_ND3.JP2,HG505_0000_ND3.JP2","1,1,1,1,1,1"
812,"H0526_0000_ND3.JP2,H2530_0001_ND3.JP2,HE088_0000_ND3.JP2,HE150_0000_ND3.JP2,HG455_0000_ND3.JP2,HG505_0000_ND3.JP2","1,1,1,1,1,1"
813,"H2486_0001_ND3.JP2,H2530_0001_ND3.JP2,HA708_0000_ND3.JP2,HC737_0000_ND3.JP2,HE088_0000_ND3.JP2,HE150_0000_ND3.JP2,HG455_0000_ND3.JP2,HG505_0000_ND3.JP2","0,1,1,1,1,1,1,1"
348,"H2853_0000_ND3.JP2,H2864_0000_ND3.JP2,H2908_0000_ND3.JP2,H5281_0000_ND3.JP2,H5299_0000_ND3.JP2,H7457_0000_ND3.JP2,HD366_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HG188_0000_ND3.JP2,HG957_0000_ND3.JP2,HG969_0000_ND3.JP2","1,1,0,0,1,1,1,1,1,1,1,1"
349,"H2853_0000_ND3.JP2,H2864_0000_ND3.JP2,H2908_0000_ND3.JP2,H5281_0000_ND3.JP2,H5299_0000_ND3.JP2,HD366_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HG188_0000_ND3.JP2,HG957_0000_ND3.JP2,HG969_0000_ND3.JP2","1,1,1,0,0,1,1,1,1,1,1"
816,"H2508_0000_ND3.JP2,H2541_0000_ND3.JP2,HE088_0000_ND3.JP2,HE150_0000_ND3.JP2,HE270_0000_ND3.JP2,HE330_0000_ND3.JP2,HG455_0000_ND3.JP2,HG505_0000_ND3.JP2","0,1,1,1,1,1,1,1"
817,"H0526_0000_ND3.JP2,HA620_0000_ND3.JP2,HC730_0009_ND3.JP2,HE088_0000_ND3.JP2,HE150_0000_ND3.JP2,HG505_0000_ND3.JP2,HH444_0000_ND3.JP2","1,1,1,1,1,1,1"
595,"H1589_0000_ND3.JP2,H1644_0000_ND3.JP2,H5328_0000_ND3.JP2,HD366_0000_ND3.JP2,HG146_0000_ND3.JP2,HG505_0000_ND3.JP2,HG957_0000_ND3.JP2","1,1,1,1,1,1,1"
1149,"H2701_0000_ND3.JP2,H2723_0000_ND3.JP2,H6502_0000_ND3.JP2,HD940_0000_ND3.JP2,HE044_0000_ND3.JP2,HE270_0000_ND3.JP2,HE330_0000_ND3.JP2,HE372_0000_ND3.JP2,HE425_0000_ND3.JP2,HF120_0000_ND3.JP2,HG491_0000_ND3.JP2,HG563_0000_ND3.JP2,HG936_0000_ND3.JP2","1,1,1,1,1,1,1,1,1,1,1,1,1"
719,"H2192_0009_ND3.JP2,H5285_0000_ND3.JP2,HD366_0000_ND3.JP2,HG505_0000_ND3.JP2","1,1,1,1"
718,"H1289_0000_ND3.JP2,H2192_0009_ND3.JP2,H5285_0000_ND3.JP2,H5303_0000_ND3.JP2,HD366_0000_ND3.JP2,HG505_0000_ND3.JP2","0,1,1,0,1,1"
717,"H1289_0000_ND3.JP2,H2192_0009_ND3.JP2,H5285_0000_ND3.JP2,H5303_0000_ND3.JP2,HD366_0000_ND3.JP2,HG505_0000_ND3.JP2","0,1,1,0,1,1"
716,"H1289_0000_ND3.JP2,H2192_0009_ND3.JP2,H5285_0000_ND3.JP2,H5303_0000_ND3.JP2,HD366_0000_ND3.JP2,HG505_0000_ND3.JP2,HG961_0000_ND3.JP2","1,1,0,1,1,1,0"
715,"H1289_0000_ND3.JP2,H2192_0009_ND3.JP2,H5285_0000_ND3.JP2,H5303_0000_ND3.JP2,HD366_0000_ND3.JP2,HG505_0000_ND3.JP2,HG961_0000_ND3.JP2","0,1,0,1,1,1,0"
714,"H2192_0009_ND3.JP2,H3304_0000_ND3.JP2,H5267_0000_ND3.JP2,H5285_0000_ND3.JP2,HD366_0000_ND3.JP2,HG505_0000_ND3.JP2","1,1,1,1,1,1"
713,"H2192_0009_ND3.JP2,H3304_0000_ND3.JP2,H5267_0000_ND3.JP2,H5285_0000_ND3.JP2,HD366_0000_ND3.JP2,HG505_0000_ND3.JP2","1,1,1,0,1,1"
712,"H2192_0009_ND3.JP2,H3304_0000_ND3.JP2,H5267_0000_ND3.JP2,H5285_0000_ND3.JP2,HD366_0000_ND3.JP2,HG505_0000_ND3.JP2","1,1,1,1,1,1"
711,"H2192_0009_ND3.JP2,H5267_0000_ND3.JP2,HD366_0000_ND3.JP2,HG505_0000_ND3.JP2","1,1,1,1"
710,"H2192_0009_ND3.JP2,H5249_0000_ND3.JP2,H5267_0000_ND3.JP2,HD366_0000_ND3.JP2,HG505_0000_ND3.JP2","1,0,1,1,1"
915,"H4180_0000_ND3.JP2,HC742_0000_ND3.JP2,HD408_0000_ND3.JP2,HD969_0000_ND3.JP2,HE088_0000_ND3.JP2,HE241_0000_ND3.JP2,HG472_0000_ND3.JP2,HG486_0000_ND3.JP2,HG574_0000_ND3.JP2","1,0,1,1,1,1,1,1,1"
1267,"H2475_0000_ND3.JP2,HE088_0000_ND3.JP2,HE150_0000_ND3.JP2,HE241_0000_ND3.JP2,HE270_0000_ND3.JP2,HE330_0000_ND3.JP2,HG455_0000_ND3.JP2,HG505_0000_ND3.JP2","1,1,1,0,1,1,1,1"
1265,"H0416_0000_ND3.JP2,H0427_0000_ND3.JP2,H2321_0001_ND3.JP2,H2746_0000_ND3.JP2,H6835_0000_ND3.JP2,HE088_0000_ND3.JP2,HE150_0000_ND3.JP2,HE241_0000_ND3.JP2,HE270_0000_ND3.JP2,HE330_0000_ND3.JP2,HE425_0000_ND3.JP2,HG505_0000_ND3.JP2","0,0,0,1,0,1,1,1,1,1,0,1"
914,"H2220_0000_ND3.JP2,H2242_0000_ND3.JP2,H2667_0000_ND3.JP2,H2689_0001_ND3.JP2,H6501_0000_ND3.JP2,HC823_0000_ND3.JP2,HD408_0000_ND3.JP2,HD969_0000_ND3.JP2,HE088_0000_ND3.JP2,HE188_0000_ND3.JP2,HE241_0000_ND3.JP2,HF119_0000_ND3.JP2,HG467_0000_ND3.JP2,HG472_0000_ND3.JP2,HG486_0000_ND3.JP2,HG574_0000_ND3.JP2","0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1"
606,"H1428_0000_ND3.JP2,H1589_0000_ND3.JP2,H1644_0000_ND3.JP2,H5346_0000_ND3.JP2,H5364_0000_ND3.JP2,HD366_0000_ND3.JP2,HD511_0000_ND3.JP2,HG139_0000_ND3.JP2,HG146_0000_ND3.JP2,HG505_0000_ND3.JP2,HG957_0000_ND3.JP2","1,1,1,1,0,1,1,1,1,1,1"
1264,"H0427_0000_ND3.JP2,H2321_0001_ND3.JP2,H2746_0000_ND3.JP2,H6835_0000_ND3.JP2,HE088_0000_ND3.JP2,HE150_0000_ND3.JP2,HE241_0000_ND3.JP2,HE270_0000_ND3.JP2,HE330_0000_ND3.JP2,HG505_0000_ND3.JP2","1,0,1,0,1,1,1,1,1,1"
917,"H0469_0000_ND3.JP2,H4235_0000_ND3.JP2,H4561_0001_ND3.JP2,HD408_0000_ND3.JP2,HE088_0000_ND3.JP2,HE241_0000_ND3.JP2,HE760_0000_ND3.JP2,HG472_0000_ND3.JP2,HG486_0000_ND3.JP2","1,0,1,1,1,1,1,1,0"
594,"H1589_0000_ND3.JP2,H1644_0000_ND3.JP2,H5328_0000_ND3.JP2,HD366_0000_ND3.JP2,HG146_0000_ND3.JP2,HG505_0000_ND3.JP2,HG957_0000_ND3.JP2","1,1,1,1,1,1,1"
736,"H0376_0000_ND3.JP2,H2383_0000_ND3.JP2,H2438_0000_ND3.JP2,H8557_0000_ND3.JP2,HD969_0000_ND3.JP2,HE088_0000_ND3.JP2,HE188_0000_ND3.JP2,HE241_0000_ND3.JP2,HE372_0000_ND3.JP2,HE425_0000_ND3.JP2,HE825_0000_ND3.JP2,HG505_0000_ND3.JP2","0,0,1,1,1,1,1,1,1,0,1,1"
916,"H8580_0000_ND3.JP2,HA706_0000_ND3.JP2,HD408_0000_ND3.JP2,HD969_0000_ND3.JP2,HE088_0000_ND3.JP2,HE241_0000_ND3.JP2","1,1,1,1,1,1"
1182,"H8676_0000_ND3.JP2,HA714_0000_ND3.JP2,HE044_0000_ND3.JP2,HE330_0000_ND3.JP2,HE425_0000_ND3.JP2,HE680_0000_ND3.JP2,HG491_0000_ND3.JP2","1,0,1,1,1,1,1"
1061,"H0022_0000_ND3.JP2,H0506_0000_ND3.JP2,H1592_0000_ND3.JP2,H2411_0000_ND3.JP2,H2466_0000_ND3.JP2,H6419_0000_ND3.JP2,HD366_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HE150_0000_ND3.JP2","1,1,1,1,1,1,1,1,1,1"
911,"H2689_0001_ND3.JP2,H9254_0000_ND3.JP2,HD408_0000_ND3.JP2,HD969_0000_ND3.JP2,HE088_0000_ND3.JP2,HE241_0000_ND3.JP2,HG467_0000_ND3.JP2,HG472_0000_ND3.JP2,HG486_0000_ND3.JP2,HG574_0000_ND3.JP2","1,1,1,1,1,1,1,1,1,1"
1063,"H0022_0000_ND3.JP2,H1592_0000_ND3.JP2,HD366_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HE150_0000_ND3.JP2,HG430_0000_ND3.JP2","1,1,1,1,1,1,1"
1062,"H0022_0000_ND3.JP2,H0506_0000_ND3.JP2,H1592_0000_ND3.JP2,H2411_0000_ND3.JP2,H2466_0000_ND3.JP2,H6419_0000_ND3.JP2,HD366_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HE150_0000_ND3.JP2","1,0,1,1,1,0,1,1,1,1"
1065,"H0022_0000_ND3.JP2,H0506_0000_ND3.JP2,H1592_0000_ND3.JP2,H2411_0000_ND3.JP2,H2466_0000_ND3.JP2,H6419_0000_ND3.JP2,HD366_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HE150_0000_ND3.JP2","1,0,1,1,1,0,1,1,1,1"
1064,"H0022_0000_ND3.JP2,H1592_0000_ND3.JP2,HD366_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HE150_0000_ND3.JP2,HG430_0000_ND3.JP2","1,1,1,1,1,1,1"
619,"H1428_0000_ND3.JP2,H1450_0000_ND3.JP2,H1589_0000_ND3.JP2,H2846_0000_ND3.JP2,H5364_0000_ND3.JP2,HD366_0000_ND3.JP2,HD511_0000_ND3.JP2,HF671_0000_ND3.JP2,HG139_0000_ND3.JP2,HG146_0000_ND3.JP2,HG505_0000_ND3.JP2,HG957_0000_ND3.JP2","1,1,1,1,0,1,1,1,1,0,1,1"
910,"H0280_0001_ND3.JP2,H2612_0000_ND3.JP2,H4396_0000_ND3.JP2,HD408_0000_ND3.JP2,HD969_0000_ND3.JP2,HE088_0000_ND3.JP2,HE188_0000_ND3.JP2,HE241_0000_ND3.JP2,HG472_0000_ND3.JP2,HG486_0000_ND3.JP2,HG574_0000_ND3.JP2","0,1,1,1,1,1,1,1,1,1,1"
913,"H2220_0000_ND3.JP2,H2667_0000_ND3.JP2,H2689_0001_ND3.JP2,H6501_0000_ND3.JP2,HC823_0000_ND3.JP2,HD408_0000_ND3.JP2,HD969_0000_ND3.JP2,HE088_0000_ND3.JP2,HE188_0000_ND3.JP2,HE241_0000_ND3.JP2,HF119_0000_ND3.JP2,HG467_0000_ND3.JP2,HG472_0000_ND3.JP2,HG486_0000_ND3.JP2,HG574_0000_ND3.JP2","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
298,"H1629_0000_ND3.JP2,H2853_0000_ND3.JP2,HA316_0001_ND3.JP2,HC746_0000_ND3.JP2,HD185_0000_ND3.JP2,HD263_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HF917_0000_ND3.JP2,HG957_0000_ND3.JP2,HG969_0000_ND3.JP2","1,1,1,1,1,1,1,1,1,1,1"
299,"H1629_0000_ND3.JP2,H2853_0000_ND3.JP2,HA316_0001_ND3.JP2,HC746_0000_ND3.JP2,HD185_0000_ND3.JP2,HD263_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HF917_0000_ND3.JP2,HG957_0000_ND3.JP2,HG969_0000_ND3.JP2","1,1,1,1,1,1,1,1,1,1,1"
296,"H1629_0000_ND3.JP2,H5173_0000_ND3.JP2,HC746_0000_ND3.JP2,HD366_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HF917_0000_ND3.JP2,HG957_0000_ND3.JP2,HG969_0000_ND3.JP2","1,1,1,1,1,1,1,1,1"
297,"H1629_0000_ND3.JP2,H2853_0000_ND3.JP2,HA316_0001_ND3.JP2,HC746_0000_ND3.JP2,HD185_0000_ND3.JP2,HD263_0000_ND3.JP2,HD366_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HF917_0000_ND3.JP2,HG957_0000_ND3.JP2,HG969_0000_ND3.JP2","1,1,1,1,1,1,0,1,1,1,1,1"
294,"H1629_0000_ND3.JP2,H5173_0000_ND3.JP2,HC746_0000_ND3.JP2,HD366_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HF917_0000_ND3.JP2,HF924_0000_ND3.JP2,HG957_0000_ND3.JP2,HG969_0000_ND3.JP2","1,1,1,1,1,1,1,0,1,1"
295,"H1629_0000_ND3.JP2,H5173_0000_ND3.JP2,HC746_0000_ND3.JP2,HD366_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HF917_0000_ND3.JP2,HG957_0000_ND3.JP2,HG969_0000_ND3.JP2","1,1,1,1,1,1,1,1,1"
292,"H1629_0000_ND3.JP2,H5173_0000_ND3.JP2,HC746_0000_ND3.JP2,HD366_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HF917_0000_ND3.JP2,HF924_0000_ND3.JP2,HG957_0000_ND3.JP2,HG969_0000_ND3.JP2","1,1,1,1,1,1,1,0,1,1"
293,"H1629_0000_ND3.JP2,H5173_0000_ND3.JP2,H9561_0000_ND3.JP2,HC746_0000_ND3.JP2,HD366_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HF917_0000_ND3.JP2,HF924_0000_ND3.JP2,HG957_0000_ND3.JP2,HG969_0000_ND3.JP2","1,1,0,1,1,1,1,1,0,1,1"
290,"H1629_0000_ND3.JP2,H9561_0000_ND3.JP2,HC746_0000_ND3.JP2,HD185_0000_ND3.JP2,HD366_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HF924_0000_ND3.JP2,HG969_0000_ND3.JP2","1,1,1,0,1,1,1,1,1"
291,"H1629_0000_ND3.JP2,H9561_0000_ND3.JP2,HC746_0000_ND3.JP2,HD185_0000_ND3.JP2,HD366_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HF924_0000_ND3.JP2,HG969_0000_ND3.JP2","1,1,1,1,1,1,1,1,1"
591,"H1589_0000_ND3.JP2,H1644_0000_ND3.JP2,H5328_0000_ND3.JP2,H5346_0000_ND3.JP2,HD366_0000_ND3.JP2,HD511_0000_ND3.JP2,HG146_0000_ND3.JP2,HG505_0000_ND3.JP2,HG957_0000_ND3.JP2","1,1,1,0,1,1,1,1,1"
590,"H1589_0000_ND3.JP2,H1644_0000_ND3.JP2,H5328_0000_ND3.JP2,HD366_0000_ND3.JP2,HG146_0000_ND3.JP2,HG505_0000_ND3.JP2,HG957_0000_ND3.JP2","1,1,1,1,1,1,1"
593,"H1589_0000_ND3.JP2,H1644_0000_ND3.JP2,H5328_0000_ND3.JP2,HD366_0000_ND3.JP2,HG146_0000_ND3.JP2,HG505_0000_ND3.JP2,HG957_0000_ND3.JP2","1,1,1,1,1,1,1"
592,"H1589_0000_ND3.JP2,H1644_0000_ND3.JP2,H5328_0000_ND3.JP2,HD366_0000_ND3.JP2,HG146_0000_ND3.JP2,HG505_0000_ND3.JP2,HG957_0000_ND3.JP2","1,1,1,1,1,1,1"
199,"H1526_0000_ND3.JP2,HA319_0000_ND3.JP2,HC855_0000_ND3.JP2,HD125_0000_ND3.JP2,HD263_0000_ND3.JP2,HD380_0000_ND3.JP2,HD475_0000_ND3.JP2,HG960_0000_ND3.JP2","1,1,1,1,1,1,1,1"
198,"H1526_0000_ND3.JP2,HA319_0000_ND3.JP2,HC855_0000_ND3.JP2,HD125_0000_ND3.JP2,HD263_0000_ND3.JP2,HD380_0000_ND3.JP2,HD475_0000_ND3.JP2,HG960_0000_ND3.JP2","1,0,1,1,1,1,1,1"
597,"H1589_0000_ND3.JP2,H1644_0000_ND3.JP2,H5328_0000_ND3.JP2,HD366_0000_ND3.JP2,HD511_0000_ND3.JP2,HG146_0000_ND3.JP2,HG505_0000_ND3.JP2,HG957_0000_ND3.JP2","1,1,1,1,1,1,1,1"
596,"H1589_0000_ND3.JP2,H1644_0000_ND3.JP2,H5328_0000_ND3.JP2,HD366_0000_ND3.JP2,HG146_0000_ND3.JP2,HG505_0000_ND3.JP2,HG957_0000_ND3.JP2","1,1,1,1,1,1,1"
195,"H2878_0000_ND3.JP2,HB592_0000_ND3.JP2,HC855_0000_ND3.JP2,HD263_0000_ND3.JP2,HD380_0000_ND3.JP2,HD475_0000_ND3.JP2","1,1,1,1,1,1"
194,"H2878_0000_ND3.JP2,HB592_0000_ND3.JP2,HC855_0000_ND3.JP2,HD263_0000_ND3.JP2,HD380_0000_ND3.JP2,HD475_0000_ND3.JP2","1,1,1,1,1,1"
197,"H2878_0000_ND3.JP2,HB592_0000_ND3.JP2,HC855_0000_ND3.JP2,HD263_0000_ND3.JP2,HD380_0000_ND3.JP2,HD475_0000_ND3.JP2,HD776_0000_ND3.JP2","1,1,1,1,1,1,0"
196,"H2878_0000_ND3.JP2,HB592_0000_ND3.JP2,HC855_0000_ND3.JP2,HD263_0000_ND3.JP2,HD380_0000_ND3.JP2,HD475_0000_ND3.JP2","1,1,1,1,1,1"
191,"H2841_0000_ND3.JP2,H2874_0000_ND3.JP2,H8256_0000_ND3.JP2,HC738_0000_ND3.JP2,HD263_0000_ND3.JP2,HD380_0000_ND3.JP2,HD475_0000_ND3.JP2,HD751_0000_ND3.JP2,HD920_0000_ND3.JP2,HG961_0000_ND3.JP2,HH388_0000_ND3.JP2,HH444_0000_ND3.JP2","1,1,1,1,1,1,1,1,1,1,1,1"
190,"H9458_0000_ND3.JP2,HC738_0000_ND3.JP2,HD263_0000_ND3.JP2,HD380_0000_ND3.JP2,HD475_0000_ND3.JP2,HD670_0000_ND3.JP2,HG961_0000_ND3.JP2","1,1,1,1,1,1,1"
193,"H1632_0000_ND3.JP2,H7267_0000_ND3.JP2,HD263_0000_ND3.JP2,HD380_0000_ND3.JP2,HD475_0000_ND3.JP2,HH690_0000_ND3.JP2","1,1,1,1,1,1"
192,"H1317_0000_ND3.JP2,HB708_0000_ND3.JP2,HD263_0000_ND3.JP2,HD380_0000_ND3.JP2,HD475_0000_ND3.JP2","1,1,1,1,1"
270,"H1391_0000_ND3.JP2,H1607_0009_ND3.JP2,H7489_0000_ND3.JP2,HC746_0000_ND3.JP2,HD185_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HE425_0000_ND3.JP2,HG969_0000_ND3.JP2","1,1,1,1,1,1,1,1,1"
271,"H1391_0000_ND3.JP2,H1607_0009_ND3.JP2,H7489_0000_ND3.JP2,HC746_0000_ND3.JP2,HD185_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HE425_0000_ND3.JP2,HG969_0000_ND3.JP2","1,1,1,1,1,1,1,1,1"
272,"H1391_0000_ND3.JP2,H1607_0009_ND3.JP2,H7489_0000_ND3.JP2,HC746_0000_ND3.JP2,HD185_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HE425_0000_ND3.JP2,HF741_0000_ND3.JP2,HG969_0000_ND3.JP2","1,0,1,1,1,1,1,1,1,1"
273,"H1391_0000_ND3.JP2,H7489_0000_ND3.JP2,HC746_0000_ND3.JP2,HD185_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HE425_0000_ND3.JP2,HG969_0000_ND3.JP2","1,1,1,1,1,1,1,1"
274,"H1391_0000_ND3.JP2,H1402_0009_ND3.JP2,H7489_0000_ND3.JP2,HC746_0000_ND3.JP2,HD185_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HE425_0000_ND3.JP2,HG969_0000_ND3.JP2","1,0,1,1,1,1,1,1,1"
275,"H1391_0000_ND3.JP2,H7489_0000_ND3.JP2,HC746_0000_ND3.JP2,HD185_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HE425_0000_ND3.JP2,HG969_0000_ND3.JP2","1,1,1,1,1,1,1,1"
276,"H1391_0000_ND3.JP2,H7489_0000_ND3.JP2,HC746_0000_ND3.JP2,HD185_0000_ND3.JP2,HD408_0000_ND3.JP2,HD511_0000_ND3.JP2,HE425_0000_ND3.JP2,HG969_0000_ND3.JP2","1,1,1,1,1,1,1,1"
