CatNum,HiRISE_img,ContainsArr
1125,"ESP_047590_1520_COLOR,ESP_047590_1520_RED,ESP_048658_1520_COLOR,ESP_048658_1520_RED,ESP_051849_1520_COLOR,ESP_051849_1520_RED,ESP_052271_1520_COLOR,ESP_052271_1520_RED,ESP_057757_1520_COLOR,ESP_057757_1520_RED","0,0,0,0,0,0,0,0,0,0"
193,"ESP_013487_2190_COLOR,ESP_013487_2190_RED,ESP_036563_2190_RED,ESP_045939_2190_RED","0,0,0,0"
192,"PSP_007171_2145_COLOR,PSP_007171_2145_RED,PSP_008753_2145_COLOR,PSP_008753_2145_RED","0,0,0,0"
272,"ESP_012883_2135_COLOR,ESP_012883_2135_RED,ESP_013160_2135_COLOR,ESP_013160_2135_RED","0,0,0,0"
275,"ESP_043159_2145_COLOR,ESP_043159_2145_RED","0,0"
525,"PSP_005843_2260_RED,PSP_005843_2260_COLOR","0,0"
527,"ESP_018831_2255_COLOR,ESP_018831_2255_RED,ESP_027956_2255_COLOR,ESP_027956_2255_RED,ESP_036817_2255_RED,ESP_037595_2255_COLOR,ESP_037595_2255_RED","0,0,0,0,0,0,0"
1018,"ESP_027110_1380_RED,ESP_043224_1380_RED,ESP_046468_1380_COLOR,ESP_046468_1380_RED,ESP_048248_1380_COLOR,ESP_048248_1380_RED,ESP_057149_1380_COLOR,ESP_057149_1380_RED,ESP_058481_1380_COLOR,ESP_058481_1380_RED","0,0,0,0,0,0,0,0,0,0"
521,"PSP_006199_2205_COLOR,PSP_006199_2205_RED,ESP_034694_2210_COLOR,ESP_034694_2210_RED,ESP_053577_2210_COLOR,ESP_053577_2210_RED,ESP_055489_2210_COLOR,ESP_055489_2210_RED","0,0,0,0,0,0,0,0"
1014,"ESP_024697_1350_COLOR,ESP_024697_1350_RED,ESP_029576_1350_COLOR,ESP_029576_1350_RED,ESP_036525_1350_COLOR,ESP_036525_1350_RED","0,0,0,0,0,0"
1015,"ESP_024697_1350_COLOR,ESP_024697_1350_RED,ESP_036525_1350_COLOR,ESP_036525_1350_RED,ESP_046112_1350_COLOR,ESP_046112_1350_RED","0,0,0,0,0,0"
1017,"ESP_058481_1380_COLOR,ESP_058481_1380_RED","0,0"
528,"ESP_040813_2255_COLOR,ESP_040813_2255_RED,ESP_052285_2255_COLOR,ESP_052285_2255_RED,ESP_052509_2255_COLOR,ESP_052509_2255_RED","0,0,0,0,0,0"
529,"ESP_040813_2255_RED,ESP_052285_2255_RED,ESP_052509_2255_RED","0,0,0"
1013,"ESP_059971_1350_COLOR,ESP_059971_1350_RED","0,0"
449,"ESP_019635_2205_COLOR,ESP_019635_2205_RED,ESP_019780_2205_COLOR,ESP_019780_2205_RED,ESP_056689_2210_RED","0,0,0,0,0"
448,"ESP_019635_2205_COLOR,ESP_019635_2205_RED,ESP_019780_2205_COLOR,ESP_019780_2205_RED,ESP_024448_2205_COLOR,ESP_024448_2205_RED","0,0,0,0,0,0"
446,"PSP_010431_2265_COLOR,PSP_010431_2265_RED,ESP_049977_2265_COLOR,ESP_049977_2265_RED","0,0,0,0"
445,"PSP_010431_2265_COLOR,PSP_010431_2265_RED,ESP_049977_2265_RED","0,0,0"
444,"PSP_010431_2265_COLOR,PSP_010431_2265_RED,ESP_049977_2265_COLOR,ESP_049977_2265_RED","0,0,0,0"
108,"ESP_023677_2140_COLOR,ESP_023677_2140_RED,ESP_045936_2145_COLOR,ESP_045936_2145_RED","0,0,0,0"
102,PSP_006232_2190_RED,0
106,"ESP_049628_2160_COLOR,ESP_049628_2160_RED","0,0"
107,"ESP_049628_2160_COLOR,ESP_049628_2160_RED","0,0"
902,"ESP_056751_1340_COLOR,ESP_056751_1340_RED,ESP_057859_1340_COLOR,ESP_057859_1340_RED","0,0,0,0"
903,"ESP_056751_1340_RED,ESP_057859_1340_COLOR,ESP_057859_1340_RED","0,0,0"
39,"ESP_042413_2250_COLOR,ESP_042413_2250_RED,ESP_042558_2250_COLOR,ESP_042558_2250_RED","0,0,0,0"
38,"ESP_029411_2255_COLOR,ESP_029411_2255_RED","0,0"
906,"ESP_055551_1405_COLOR,ESP_055551_1405_RED","0,0"
33,"ESP_043837_2285_COLOR,ESP_043837_2285_RED","0,0"
32,"ESP_047938_2265_COLOR,ESP_047938_2265_RED","0,0"
31,"ESP_047938_2265_COLOR,ESP_047938_2265_RED,ESP_049639_2265_COLOR,ESP_049639_2265_RED,ESP_049573_2265_COLOR,ESP_049573_2265_RED","0,0,0,0,0,0"
30,"ESP_043837_2285_COLOR,ESP_043837_2285_RED","0,0"
37,ESP_027855_2195_RED,0
36,ESP_027855_2195_RED,0
641,ESP_016247_2270_RED,0
643,ESP_016247_2270_RED,0
642,ESP_016247_2270_RED,0
644,"ESP_016247_2270_COLOR,ESP_016247_2270_RED","0,0"
438,"ESP_049555_2225_COLOR,ESP_049555_2225_RED,ESP_058008_2225_COLOR,ESP_058008_2225_RED","0,0,0,0"
439,ESP_058008_2225_RED,0
436,"ESP_025305_2225_COLOR,ESP_025305_2225_RED,ESP_025582_2225_COLOR,ESP_025582_2225_RED","0,0,0,0"
437,"ESP_025305_2225_COLOR,ESP_025305_2225_RED,ESP_025582_2225_COLOR,ESP_025582_2225_RED,ESP_054803_2220_COLOR,ESP_054803_2220_RED","0,0,0,0,0,0"
434,"ESP_049555_2225_COLOR,ESP_049555_2225_RED","0,0"
435,"ESP_049555_2225_COLOR,ESP_049555_2225_RED","0,1"
432,"ESP_023604_2230_COLOR,ESP_023604_2230_RED","0,0"
433,"ESP_035287_2225_COLOR,ESP_035287_2225_RED,ESP_053458_2225_COLOR,ESP_053458_2225_RED","0,0,0,0"
430,"ESP_049344_2225_COLOR,ESP_049344_2225_RED","0,0"
431,"ESP_023604_2230_COLOR,ESP_023604_2230_RED","0,0"
339,"PSP_008308_2160_RED,PSP_008888_2160_RED","0,0"
338,"PSP_008308_2160_RED,PSP_008888_2160_RED","0,0"
334,"PSP_008308_2160_COLOR,PSP_008308_2160_RED,PSP_008888_2160_COLOR,PSP_008888_2160_RED","0,0,0,0"
337,"PSP_001438_2160_RED,PSP_001768_2160_RED,PSP_007016_2160_RED,PSP_009956_2160_RED,PSP_001438_2160_COLOR,PSP_001768_2160_COLOR","0,0,0,0,0,0"
331,"PSP_005882_2140_RED,PSP_005882_2140_COLOR","0,0"
330,"PSP_005882_2140_RED,PSP_005882_2140_COLOR","1,0"
1213,"ESP_013254_1480_COLOR,ESP_013254_1480_RED","0,0"
332,PSP_005882_2140_RED,0
1120,PSP_004009_1355_RED,0
744,"PSP_005319_1245_RED,PSP_003842_1245_RED,PSP_004897_1245_RED,PSP_004897_1245_COLOR,PSP_003842_1245_COLOR,PSP_005319_1245_COLOR,ESP_056930_1245_COLOR,ESP_056930_1245_RED","0,0,0,0,0,0,0,0"
818,"ESP_024611_1430_COLOR,ESP_024611_1430_RED","0,0"
852,ESP_045737_1380_RED,0
819,"ESP_044193_1430_COLOR,ESP_044193_1430_RED","0,0"
859,ESP_046898_1300_RED,0
6,ESP_044362_2110_RED,0
98,ESP_058173_2190_RED,0
90,"PSP_005902_2265_RED,PSP_005902_2265_COLOR","0,0"
93,"ESP_054480_2180_COLOR,ESP_054480_2180_RED","0,0"
95,"ESP_049720_2190_COLOR,ESP_049720_2190_RED","0,1"
94,"ESP_049931_2190_COLOR,ESP_049931_2190_RED","0,0"
97,"ESP_049931_2190_COLOR,ESP_049931_2190_RED","0,0"
742,"ESP_034829_1325_COLOR,ESP_034829_1325_RED","0,0"
743,"ESP_017265_1345_COLOR,ESP_017265_1345_RED,ESP_055822_1350_RED,ESP_057563_1350_RED","0,0,0,0"
559,"ESP_037305_2225_COLOR,ESP_037305_2225_RED","0,0"
745,"PSP_005187_1390_RED,PSP_005187_1390_COLOR","0,0"
746,"PSP_005187_1390_RED,PSP_005187_1390_COLOR","0,0"
747,"ESP_016408_1435_COLOR,ESP_016408_1435_RED","0,0"
748,ESP_016408_1435_RED,0
554,"ESP_029433_2255_COLOR,ESP_029433_2255_RED,ESP_036382_2255_COLOR,ESP_036382_2255_RED","0,0,0,0"
551,"PSP_007834_2250_COLOR,PSP_007834_2250_RED","0,0"
550,"ESP_029433_2255_RED,ESP_036382_2255_COLOR,ESP_036382_2255_RED,ESP_036949_2255_RED","0,0,0,0"
553,"ESP_019253_2245_COLOR,ESP_019253_2245_RED","0,0"
552,"PSP_007834_2250_COLOR,PSP_007834_2250_RED","0,0"
1098,"PSP_005459_1405_RED,PSP_005459_1405_COLOR","0,0"
1051,"ESP_029009_1400_COLOR,ESP_029009_1400_RED","0,0"
1052,ESP_029009_1400_RED,0
1053,ESP_029009_1400_RED,0
1054,"ESP_011669_1390_COLOR,ESP_011669_1390_RED,ESP_032978_1390_COLOR,ESP_032978_1390_RED,ESP_033400_1390_COLOR,ESP_033400_1390_RED,ESP_033901_1390_COLOR,ESP_033901_1390_RED,ESP_042512_1390_COLOR,ESP_042512_1390_RED","0,0,0,0,0,0,0,0,0,0"
1057,"ESP_016271_1475_RED,ESP_016416_1475_COLOR,ESP_016416_1475_RED,ESP_026042_1470_RED","0,0,0,0"
1058,"ESP_016271_1475_COLOR,ESP_016271_1475_RED,ESP_016416_1475_COLOR,ESP_016416_1475_RED,PSP_003349_1475_RED,ESP_060314_1470_COLOR,ESP_060314_1470_RED","0,1,0,1,0,0,0"
1182,ESP_027363_1445_RED,0
1194,PSP_007650_1300_RED,0
1197,"PSP_001558_1325_RED,PSP_002033_1325_RED,ESP_019280_1325_COLOR,ESP_019280_1325_RED,PSP_001558_1325_COLOR,PSP_002033_1325_COLOR","0,0,0,0,0,0"
1196,"ESP_024950_1325_COLOR,ESP_024950_1325_RED,PSP_010854_1325_COLOR,PSP_010854_1325_RED,ESP_035143_1325_COLOR,ESP_035143_1325_RED,ESP_035565_1325_COLOR,ESP_035565_1325_RED,ESP_045152_1325_COLOR,ESP_045152_1325_RED,ESP_052035_1325_COLOR,ESP_052035_1325_RED","0,0,0,0,0,0,0,0,0,0,0,0"
1,"ESP_019070_2185_RED,ESP_028050_2185_COLOR,ESP_028050_2185_RED,ESP_034287_2185_COLOR,ESP_034287_2185_RED,ESP_035078_2185_COLOR,ESP_035078_2185_RED,ESP_047632_2185_COLOR,ESP_047632_2185_RED,ESP_048845_2185_COLOR,ESP_048845_2185_RED,ESP_057100_2180_RED","0,0,0,0,0,0,0,0,0,0,0,0"
146,"ESP_037129_2145_COLOR,ESP_037129_2145_RED,ESP_057463_2140_COLOR,ESP_057463_2140_RED","0,0,0,0"
147,ESP_057806_2155_RED,0
1175,"ESP_014058_1450_RED,ESP_014335_1450_COLOR,ESP_014335_1450_RED,ESP_048290_1450_RED","0,0,0,0"
619,"PSP_006806_2215_COLOR,PSP_006806_2215_RED,PSP_007096_2215_COLOR,PSP_007096_2215_RED","0,0,0,0"
142,"ESP_032382_2155_COLOR,ESP_032382_2155_RED,ESP_034228_2150_COLOR,ESP_034228_2150_RED,ESP_046861_2155_COLOR,ESP_046861_2155_RED,ESP_049142_2155_COLOR,ESP_049142_2155_RED","0,0,0,0,0,0,0,0"
143,"ESP_018866_2160_COLOR,ESP_018866_2160_RED,ESP_049208_2165_COLOR,ESP_049208_2165_RED","0,0,0,0"
1198,"PSP_001558_1325_RED,PSP_002033_1325_RED,ESP_019280_1325_RED","0,0,0"
612,"ESP_042778_2225_COLOR,ESP_042778_2225_RED,ESP_052127_2225_COLOR,ESP_052127_2225_RED","0,0,0,0"
1271,"PSP_002320_1415_RED,PSP_003243_1415_RED,ESP_022745_1415_COLOR,ESP_022745_1415_RED,ESP_026002_1415_COLOR,ESP_026002_1415_RED,ESP_041971_1415_COLOR,ESP_041971_1415_RED","0,0,0,0,0,0,0,0"
1272,"PSP_002320_1415_RED,PSP_003243_1415_RED,ESP_022745_1415_COLOR,ESP_022745_1415_RED,ESP_026002_1415_COLOR,ESP_026002_1415_RED,ESP_041971_1415_COLOR,ESP_041971_1415_RED,PSP_003243_1415_COLOR,PSP_002320_1415_COLOR","0,0,0,0,0,0,0,0,0,0"
611,"ESP_017249_2240_COLOR,ESP_017249_2240_RED","0,0"
1274,"ESP_051175_1430_COLOR,ESP_051175_1430_RED","0,0"
614,"ESP_026875_2215_COLOR,ESP_026875_2215_RED,ESP_040787_2210_COLOR,ESP_040787_2210_RED,ESP_041222_2210_COLOR,ESP_041222_2210_RED,ESP_049503_2210_COLOR,ESP_049503_2210_RED,ESP_049437_2210_COLOR,ESP_049437_2210_RED","0,0,0,0,0,0,0,0,0,0"
615,"ESP_040787_2210_COLOR,ESP_040787_2210_RED,ESP_041222_2210_COLOR,ESP_041222_2210_RED,ESP_049503_2210_COLOR,ESP_049503_2210_RED,ESP_049437_2210_COLOR,ESP_049437_2210_RED","0,0,0,0,0,0,0,0"
1007,"ESP_019897_1370_COLOR,ESP_019897_1370_RED,ESP_020530_1370_COLOR,ESP_020530_1370_RED","0,0,0,0"
1006,ESP_025422_1395_RED,0
1285,"PSP_008056_1435_COLOR,PSP_008056_1435_RED","0,0"
1287,"ESP_055975_1370_RED,ESP_058916_1370_COLOR,ESP_058916_1370_RED,ESP_059338_1370_COLOR,ESP_059338_1370_RED","0,0,0,0,0"
1004,"ESP_024433_1435_COLOR,ESP_024433_1435_RED","0,0"
1280,"ESP_012328_1375_COLOR,ESP_012328_1375_RED,PSP_005419_1380_RED,PSP_005696_1380_RED,PSP_004285_1375_COLOR,PSP_004285_1375_RED,PSP_005419_1380_COLOR,PSP_005696_1380_COLOR","0,0,0,0,0,0,0,0"
948,"ESP_013541_1415_COLOR,ESP_013541_1415_RED,PSP_001964_1415_RED,PSP_002676_1415_COLOR,PSP_002676_1415_RED,PSP_001964_1415_COLOR","0,0,0,0,0,0"
949,"PSP_002320_1415_RED,PSP_003243_1415_RED,ESP_022745_1415_COLOR,ESP_022745_1415_RED,ESP_026002_1415_COLOR,ESP_026002_1415_RED,ESP_041971_1415_COLOR,ESP_041971_1415_RED,PSP_003243_1415_COLOR,PSP_002320_1415_COLOR","0,0,0,0,0,0,0,0,0,0"
946,"ESP_013541_1415_COLOR,ESP_013541_1415_RED,PSP_001964_1415_RED,PSP_002676_1415_COLOR,PSP_002676_1415_RED,PSP_001964_1415_COLOR","0,0,0,0,0,0"
947,"PSP_003243_1415_RED,ESP_022745_1415_RED,ESP_041971_1415_RED,PSP_003243_1415_COLOR,PSP_002320_1415_COLOR","0,0,0,0,0"
944,"ESP_013541_1415_COLOR,ESP_013541_1415_RED,PSP_001964_1415_RED,PSP_002676_1415_COLOR,PSP_002676_1415_RED,ESP_020055_1410_RED","0,0,0,0,0,0"
945,"ESP_013541_1415_COLOR,ESP_013541_1415_RED,PSP_001964_1415_RED,PSP_002676_1415_RED","0,0,0,0"
942,"ESP_029035_1455_COLOR,ESP_029035_1455_RED,ESP_029457_1455_COLOR,ESP_029457_1455_RED","0,0,0,1"
943,"ESP_028402_1455_COLOR,ESP_028402_1455_RED,ESP_028468_1455_COLOR,ESP_028468_1455_RED,ESP_029035_1455_COLOR,ESP_029035_1455_RED,ESP_029457_1455_COLOR,ESP_029457_1455_RED","0,0,0,0,0,0,0,0"
940,"ESP_019778_1385_COLOR,ESP_019778_1385_RED","0,0"
941,"ESP_021756_1395_COLOR,ESP_021756_1395_RED,ESP_021901_1395_COLOR,ESP_021901_1395_RED,ESP_028679_1390_RED","0,0,0,0,0"
680,"ESP_013333_2120_COLOR,ESP_013333_2120_RED","0,0"
1302,PSP_005433_1400_RED,0
459,ESP_056201_2235_RED,0
1308,PSP_007677_1380_RED,0
498,"ESP_016642_2215_RED,ESP_017710_2215_RED,ESP_022101_2210_RED,ESP_023802_2215_RED,ESP_049819_2210_COLOR,ESP_049819_2210_RED,ESP_050096_2210_COLOR,ESP_050096_2210_RED,ESP_056188_2220_RED","0,0,0,0,0,0,0,0,0"
499,"ESP_022101_2210_RED,ESP_052588_2210_COLOR,ESP_052588_2210_RED","0,0,0"
496,ESP_018989_2245_RED,0
497,"ESP_018989_2245_COLOR,ESP_018989_2245_RED","0,0"
491,"ESP_035841_2190_COLOR,ESP_035841_2190_RED,ESP_046061_2190_COLOR,ESP_046061_2190_RED,ESP_046839_2190_RED","0,0,0,0,0"
492,"ESP_036474_2240_COLOR,ESP_036474_2240_RED,ESP_050465_2240_COLOR,ESP_050465_2240_RED","0,0,0,0"
493,"ESP_036474_2240_COLOR,ESP_036474_2240_RED,ESP_050465_2240_RED","0,0,0"
24,"ESP_050074_2300_COLOR,ESP_050074_2300_RED,ESP_050285_2300_COLOR,ESP_050285_2300_RED","0,0,0,0"
25,"ESP_016752_2300_COLOR,ESP_016752_2300_RED,ESP_050074_2300_COLOR,ESP_050074_2300_RED,ESP_050285_2300_COLOR,ESP_050285_2300_RED","0,0,0,0,0,0"
20,"ESP_016264_2405_COLOR,ESP_016264_2405_RED,PSP_008181_2405_RED","0,0,0"
22,"ESP_050074_2300_COLOR,ESP_050074_2300_RED,ESP_050285_2300_COLOR,ESP_050285_2300_RED","0,0,0,0"
23,"PSP_006744_2295_COLOR,PSP_006744_2295_RED,ESP_024334_2300_COLOR,ESP_024334_2300_RED,ESP_054900_2305_COLOR,ESP_054900_2305_RED","0,0,0,0,0,0"
407,"ESP_041129_2210_RED,ESP_041406_2210_RED","0,0"
406,"ESP_018936_2210_RED,ESP_041129_2210_RED,ESP_041406_2210_RED","0,0,0"
939,"ESP_011919_1400_COLOR,ESP_011919_1400_RED,ESP_011985_1400_COLOR,ESP_011985_1400_RED","0,0,0,0"
404,"ESP_028127_2205_COLOR,ESP_028127_2205_RED,ESP_045507_2200_COLOR,ESP_045507_2200_RED","0,0,0,0"
403,"ESP_028127_2205_COLOR,ESP_028127_2205_RED,ESP_045507_2200_COLOR,ESP_045507_2200_RED","0,0,0,0"
402,"ESP_028127_2205_COLOR,ESP_028127_2205_RED,ESP_045507_2200_COLOR,ESP_045507_2200_RED","0,0,0,0"
401,"ESP_028127_2205_COLOR,ESP_028127_2205_RED,ESP_045507_2200_COLOR,ESP_045507_2200_RED","0,0,0,0"
1279,"ESP_012328_1375_COLOR,ESP_012328_1375_RED,PSP_005419_1380_RED,PSP_005696_1380_RED,PSP_004285_1375_RED,PSP_005419_1380_COLOR,PSP_005696_1380_COLOR","0,0,0,0,0,0,0"
932,"ESP_024538_1470_COLOR,ESP_024538_1470_RED","0,1"
931,ESP_024050_1385_RED,0
937,"ESP_024380_1420_RED,ESP_046428_1420_RED","0,0"
936,"ESP_024380_1420_COLOR,ESP_024380_1420_RED,ESP_046428_1420_RED","0,0,0"
409,"ESP_043964_2210_COLOR,ESP_043964_2210_RED","0,0"
408,"ESP_019503_2210_COLOR,ESP_019503_2210_RED,ESP_043964_2210_COLOR,ESP_043964_2210_RED","0,0,0,0"
824,"ESP_037758_1385_COLOR,ESP_037758_1385_RED","0,0"
373,"ESP_027639_2210_COLOR,ESP_027639_2210_RED","0,0"
375,"ESP_027639_2210_COLOR,ESP_027639_2210_RED","0,1"
1177,"ESP_013702_1450_COLOR,ESP_013702_1450_RED","0,0"
708,"PSP_008639_2135_COLOR,PSP_008639_2135_RED,ESP_027825_2140_COLOR,ESP_027825_2140_RED,ESP_028181_2140_COLOR,ESP_028181_2140_RED","0,0,0,0,0,0"
709,"PSP_006134_2145_COLOR,PSP_006134_2145_RED,ESP_032572_2145_RED","0,0,0"
1176,"ESP_014058_1450_COLOR,ESP_014058_1450_RED,ESP_014335_1450_COLOR,ESP_014335_1450_RED,ESP_048290_1450_COLOR,ESP_048290_1450_RED","0,1,0,1,0,0"
707,"ESP_013531_2140_COLOR,ESP_013531_2140_RED,PSP_006134_2145_COLOR,PSP_006134_2145_RED,PSP_008784_2140_COLOR,PSP_008784_2140_RED,ESP_022036_2140_COLOR,ESP_022036_2140_RED,ESP_022801_2140_COLOR,ESP_022801_2140_RED,ESP_022880_2140_COLOR,ESP_022880_2140_RED,PSP_010419_2140_RED,PSP_010841_2140_RED,ESP_026137_2145_COLOR,ESP_026137_2145_RED,ESP_026915_2145_COLOR,ESP_026915_2145_RED,ESP_027337_2145_COLOR,ESP_027337_2145_RED,ESP_031161_2140_COLOR,ESP_031161_2140_RED,ESP_034708_2145_COLOR,ESP_034708_2145_RED","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
88,"ESP_046318_2160_COLOR,ESP_046318_2160_RED","0,0"
390,"PSP_009020_2210_COLOR,PSP_009020_2210_RED,PSP_008519_2210_COLOR,PSP_008519_2210_RED,ESP_053392_2210_COLOR,ESP_053392_2210_RED","0,0,0,0,0,0"
397,"ESP_046786_2220_COLOR,ESP_046786_2220_RED,ESP_054526_2220_COLOR,ESP_054526_2220_RED","0,0,0,0"
396,"ESP_054526_2220_COLOR,ESP_054526_2220_RED","0,0"
394,"ESP_050557_2280_COLOR,ESP_050557_2280_RED","0,0"
83,"PSP_010345_2150_COLOR,PSP_010345_2150_RED","0,1"
1066,"ESP_054973_1405_COLOR,ESP_054973_1405_RED","0,0"
86,"PSP_001656_2175_RED,PSP_002632_2175_COLOR,PSP_002632_2175_RED,ESP_028503_2175_COLOR,ESP_028503_2175_RED,ESP_034819_2175_COLOR,ESP_034819_2175_RED,ESP_043641_2175_COLOR,ESP_043641_2175_RED,ESP_045606_2175_COLOR,ESP_045606_2175_RED,ESP_046740_2175_COLOR,ESP_046740_2175_RED,ESP_048810_2175_COLOR,ESP_048810_2175_RED,PSP_001656_2175_COLOR,ESP_056933_2175_COLOR,ESP_056933_2175_RED","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
87,"ESP_046318_2160_COLOR,ESP_046318_2160_RED","0,0"
85,"ESP_057421_2180_COLOR,ESP_057421_2180_RED","0,0"
797,"ESP_013165_1275_RED,ESP_013244_1275_RED,PSP_004845_1275_RED,ESP_028870_1275_RED,PSP_004845_1275_COLOR","0,0,0,0,0"
928,"ESP_047443_1360_COLOR,ESP_047443_1360_RED","0,0"
794,"ESP_033485_1290_RED,ESP_042452_1290_RED","0,0"
799,AEB_000001_0150_RED,0
798,"ESP_011398_1275_COLOR,ESP_011398_1275_RED,AEB_000001_0150_RED,PSP_005333_1275_RED,PSP_003711_1275_RED,PSP_004344_1275_RED,PSP_006902_1275_COLOR,PSP_006902_1275_RED,PSP_003711_1275_COLOR,PSP_005333_1275_COLOR","0,0,0,0,0,0,0,0,0,0"
7,"ESP_018914_2260_COLOR,ESP_018914_2260_RED","0,0"
170,ESP_027279_2135_RED,0
1139,"ESP_023921_1340_COLOR,ESP_023921_1340_RED","0,0"
1273,"ESP_050041_1415_COLOR,ESP_050041_1415_RED","0,0"
582,"ESP_041367_2275_COLOR,ESP_041367_2275_RED,ESP_043147_2275_RED","0,1,0"
583,"ESP_041367_2275_COLOR,ESP_041367_2275_RED,ESP_043147_2275_COLOR,ESP_043147_2275_RED","0,0,0,0"
580,"ESP_045323_2200_COLOR,ESP_045323_2200_RED,ESP_056096_2200_RED","0,0,0"
581,ESP_056096_2200_RED,0
1130,"ESP_019134_1475_RED,ESP_057032_1470_COLOR,ESP_057032_1470_RED","0,0,0"
588,ESP_056096_2200_RED,0
246,"ESP_020676_2110_COLOR,ESP_020676_2110_RED","0,0"
1179,"ESP_013702_1450_COLOR,ESP_013702_1450_RED","0,0"
1178,"ESP_013702_1450_COLOR,ESP_013702_1450_RED","0,0"
1298,"PSP_001635_1445_RED,PSP_001978_1445_RED,PSP_003112_1445_RED,ESP_020425_1445_COLOR,ESP_020425_1445_RED,ESP_028482_1445_COLOR,ESP_028482_1445_RED,ESP_036921_1445_COLOR,ESP_036921_1445_RED,ESP_037343_1445_COLOR,ESP_037343_1445_RED,ESP_048143_1445_COLOR,ESP_048143_1445_RED,ESP_048222_1445_RED,ESP_048789_1445_RED,PSP_001635_1445_COLOR,PSP_003112_1445_COLOR,PSP_001978_1445_COLOR","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
511,"ESP_036685_2220_COLOR,ESP_036685_2220_RED","0,0"
510,ESP_036685_2220_RED,0
513,"ESP_052021_2210_COLOR,ESP_052021_2210_RED","0,0"
