CatNum,HiRISE_img,ContainsArr
1085,DTEEC_013146_1415_013001_1415_A01,0
1084,DTEEC_001714_1415_001846_1415_U01,0
1229,"DTEED_039245_1325_039944_1325_A01,DTEEC_007110_1325_006820_1325_A01","0,0"
1173,DTEEC_014335_1450_014058_1450_A01,0
1072,DTEEC_013146_1415_013001_1415_A01,0
429,DTEEC_019358_2225_018857_2225_U01,0
1292,DTEEC_013146_1415_013001_1415_A01,0
759,DTEEC_013639_1415_013850_1415_A01,0
409,DTEEC_019503_2210_019213_2210_A01,0
659,DTEEC_007795_2175_009588_2175_U01,0
1176,DTEEC_014335_1450_014058_1450_A01,0
1174,DTEEC_014335_1450_014058_1450_A01,0
757,DTEEC_013639_1415_013850_1415_A01,0
1172,DTEEC_014335_1450_014058_1450_A01,0
716,DTEEC_016221_2175_016076_2175_U01,0
715,DTEEC_016221_2175_016076_2175_U01,0
758,DTEEC_013639_1415_013850_1415_A01,0
438,DTEEC_025305_2225_025582_2225_A01,0
436,DTEEC_025305_2225_025582_2225_A01,0
437,DTEEC_025305_2225_025582_2225_A01,0
434,DTEEC_025305_2225_025582_2225_A01,0
408,DTEEC_019503_2210_019213_2210_A01,0
432,DTEEC_019358_2225_018857_2225_U01,0
412,DTEEC_019503_2210_019213_2210_A01,0
430,DTEEC_019358_2225_018857_2225_U01,0
431,DTEEC_019358_2225_018857_2225_U01,0
