CatNum,HiRISE_img,ContainsArr
847,"H0266_0001_SR3.JP2,H0266_0002_SR3.JP2,H0266_0003_SR3.JP2,H0266_0004_SR3.JP2,H0266_0005_SR3.JP2,H0266_0006_SR3.JP2,H0266_0007_SR3.JP2","0,0,0,0,0,0,0"
51,"H1550_0050_SR3.JP2,H1550_0051_SR3.JP2,H1550_0052_SR3.JP2,H2574_0006_SR3.JP2,H2574_0007_SR3.JP2","0,0,0,0,0"
39,"H1550_0037_SR3.JP2,H2574_0008_SR3.JP2,H2574_0009_SR3.JP2","0,0,0"
65,H2574_0004_SR3.JP2,0
58,"H1550_0042_SR3.JP2,H1550_0043_SR3.JP2,H1550_0044_SR3.JP2,H1550_0045_SR3.JP2,H2574_0007_SR3.JP2,H2574_0008_SR3.JP2","0,0,0,0,0,0"
55,"H2574_0007_SR3.JP2,H2574_0008_SR3.JP2","0,0"
32,H2574_0010_SR3.JP2,0
31,"H1550_0027_SR3.JP2,H2574_0010_SR3.JP2","0,0"
37,H2574_0002_SR3.JP2,1
36,H2574_0002_SR3.JP2,1
35,H2574_0002_SR3.JP2,1
52,"H2574_0001_SR3.JP2,H2574_0002_SR3.JP2","0,0"
537,"H1600_0003_SR3.JP2,H1600_0004_SR3.JP2,H1600_0005_SR3.JP2","0,0,0"
536,"H1600_0007_SR3.JP2,H1600_0008_SR3.JP2","0,0"
54,H2574_0008_SR3.JP2,0
538,H1600_0002_SR3.JP2,0
57,"H1550_0037_SR3.JP2,H1550_0038_SR3.JP2,H1550_0039_SR3.JP2,H1550_0040_SR3.JP2,H1550_0041_SR3.JP2,H1550_0042_SR3.JP2,H2574_0007_SR3.JP2,H2574_0008_SR3.JP2","0,0,0,0,0,0,0,0"
539,H1600_0002_SR3.JP2,0
50,"H1550_0039_SR3.JP2,H1550_0040_SR3.JP2,H1550_0041_SR3.JP2,H2574_0008_SR3.JP2","0,0,0,1"
